"","ko_id","add_backB","add_backC","pFe19A","pFe19B","pFe19C","pFe21_9A","pFe21_9B","pFe21_9C"
"K00888",9.20023718555317,9.35764179129373,9.33061471439666,9.19734173004489,8.56688031714314,8.33459812721057,9.49072965461475,9.5215364148604,10.1265432233022
"K10779",6.81187758145463,6.90930987409598,6.94504651453381,7.26487408066488,7.20587738859773,7.33609441962852,8.04405652538943,8.10457052406574,8.07816621071119
"K14848",6.21691153316006,5.88413098098733,5.34612319466355,6.19854653484571,5.82766124844492,6.18339518545115,5.27799274325843,5.10137836055206,4.81497110203892
"K02113",8.80484427903965,8.55038992996452,6.94504651453381,8.25380356668536,8.41774150205425,8.42577195819835,7.98682660941184,8.10457052406574,8.13383701199426
"K06287",4.5709792920049,5.09611996401737,3.3242427715984,4.69296938621466,4.79741424977827,4.69002874584704,4.97052567648395,4.96951636973074,4.81497110203892
"K15210",6.2611116012172,6.14455808008041,4.80762406048475,5.76325921149528,5.53371130956514,5.14548381702862,5.2434977484945,5.90812557973105,6.26926032967925
"K03064",9.61013490958755,9.61011258508247,10.5609114052006,9.28442755557911,9.36146609863459,9.36676597329149,8.90494836252704,8.97929532383078,8.81330160008436
"K09470",5.0398781586389,3.3242427715984,4.80762406048475,4.52754407110319,4.05523603571911,4.61240373084865,4.33539211131374,4.76672716691189,4.87562089365211
"K14849",4.98362629595967,4.64243096009029,3.3242427715984,4.90128031807126,5.05357474864559,4.98402378023174,4.7276772892469,4.64949643506596,4.60989129688241
"K02897",4.27878105553181,4.58478278113559,3.3242427715984,4.87995501118767,4.8972513473153,5.04028643714181,4.7806325506996,4.70971143979871,4.24786044330778
"K06662",4.79646444805843,4.58478278113559,3.3242427715984,4.76684935455368,4.74393825720906,4.52842870609458,4.61321262495851,5.10137836055206,5.09074676678863
"K22121",4.5709792920049,4.79862774081995,3.3242427715984,4.87995501118767,4.96680581982908,4.92494261992186,4.8795212976921,4.92208466703686,4.93320983448922
"K16765",4.5709792920049,4.69705718471015,3.3242427715984,4.613581984408,4.71618561241202,5.06745459061394,4.92591580602016,4.96951636973074,4.93320983448922
"K02735",7.67828695354677,7.44476906596122,6.01576111355785,7.28666573992286,7.35280174860931,7.30518043565762,6.71902927073262,6.58530756725505,6.82848331147356
"K14664",4.27878105553181,4.58478278113559,3.3242427715984,4.69296938621466,4.92090222745264,4.69002874584704,5.09507934526149,4.76672716691189,4.87562089365211
"K21604",4.27878105553181,4.58478278113559,3.3242427715984,4.69296938621466,4.92090222745264,4.69002874584704,5.09507934526149,4.76672716691189,4.87562089365211
"K01768",4.38683984547031,4.38846189158423,4.80762406048475,4.8582243961323,4.71618561241202,4.86268808243111,5.8252615636946,5.39644990133891,5.67188889644169
"K14686",5.2419298506137,4.58478278113559,3.3242427715984,4.58570927721809,4.38755197999875,4.69002874584704,4.92591580602016,4.36456796876952,4.53151234425184
"K00542",4.65160600827139,4.93550965815532,3.3242427715984,4.64071943128945,4.77100108563031,4.95485606277979,5.05498335506267,4.92208466703686,4.75084093293581
"K18477",4.65160600827139,4.93550965815532,3.3242427715984,4.64071943128945,4.77100108563031,4.95485606277979,5.05498335506267,4.92208466703686,4.75084093293581
"K15026",6.09983897400103,5.84252863979227,4.80762406048475,5.76325921149528,5.74482474546766,5.86078203827945,5.09507934526149,4.82092822753692,4.87562089365211
"K20131",4.48332380138496,4.38846189158423,3.3242427715984,4.43324711567612,4.46268026499597,4.65193535729147,5.05498335506267,5.10137836055206,4.81497110203892
"K06990",7.36567695362629,7.32483844771813,7.50186511556258,6.94641459187953,7.01288080586634,7.08001163879047,6.29545122978088,6.20867468375805,6.16440295009634
"K11459",6.21691153316006,6.07503820576164,7.19432305481229,5.66350566542928,5.63021944849611,5.65701443681684,5.52481524775851,5.6899106304759,6.14244735462138
"K12877",8.27415022100292,8.44971380596541,9.43065527852885,7.97475584162948,8.0726225704435,8.24269192875904,7.91192996416187,7.88948180433744,7.60524930298095
"K01724",4.38683984547031,4.31256976608999,3.3242427715984,4.94278360989465,4.77100108563031,4.98402378023174,4.7276772892469,4.82092822753692,4.87562089365211
"K10604",4.7264609982884,4.84611167874814,3.3242427715984,4.613581984408,5.153915510256,4.86268808243111,4.7276772892469,4.92208466703686,4.68270524401463
"K01811",8.42981716884717,8.63564535876502,9.93519980453604,9.23225049601522,9.27945796681559,8.99282625881643,9.77159664210628,9.79172132829419,9.44351138842361
"K20844",6.2391868898028,6.68588552432355,7.90185807978721,6.44065703124705,6.47501051145029,6.68158058267696,6.70717602661095,6.55750246038432,6.0509668187795
"K11290",6.51867927090027,6.61500047941181,7.75494500424988,6.39411899365827,6.48932109467973,6.50107292158794,6.03294043673877,5.97371545262047,6.20729895315794
"K10860",4.98362629595967,4.79862774081995,3.3242427715984,4.66716800586238,4.92090222745264,4.95485606277979,4.8795212976921,4.44409991670237,4.81497110203892
"K14985",7.19635792533801,7.561685064752,7.40650554543372,7.89445193042886,6.92667769265474,6.17183986913192,7.07249912697046,7.10884627257831,7.81751133091145
"K02899",4.79646444805843,4.89168102178113,3.3242427715984,4.92221777070801,4.94407982466233,4.92494261992186,4.7276772892469,4.76672716691189,4.35268905578757
"K06047",6.12405788071054,6.25841590227117,4.80762406048475,6.10194923484668,6.09757912937147,6.07575582517716,6.41754925878441,6.57147350147491,6.49282777645188
"K16610",6.12405788071054,6.25841590227117,4.80762406048475,6.10194923484668,6.09757912937147,6.07575582517716,6.41754925878441,6.57147350147491,6.49282777645188
"K02151",7.41472953872586,7.78106268426992,8.84208868444686,7.55536930652466,7.67764664418036,7.7146515792078,7.15304010999611,7.07998814967304,7.32760668821657
"K14649",3.80799564389737,3.90220448056857,3.3242427715984,4.29033826415225,4.38755197999875,4.72680635461652,4.41288781601995,4.58560051707588,3.3242427715984
"K05740",7.62930701329605,7.54915525277441,6.46315036897825,7.75062838447503,7.63049337040953,7.62999894775002,7.62341366354225,8.03139039246529,8.42011050435608
"K14851",4.7264609982884,4.58478278113559,5.72241312259111,4.52754407110319,4.5973067444638,4.83023849443937,4.55086446056474,4.17960487572167,3.79192809380068
"K01012",7.1737108663273,7.26472491663855,5.72241312259111,7.42730692977578,7.29340556468158,7.24127379393112,7.19589734772536,7.34527914146975,7.13305045089473
"K15400",7.1737108663273,7.26472491663855,5.72241312259111,7.42730692977578,7.29340556468158,7.24127379393112,7.19589734772536,7.34527914146975,7.13305045089473
"K03109",6.30395342564309,6.27394684950588,6.25733923245012,6.22168096450234,6.59885544947769,6.47329106849464,5.27799274325843,5.2937313736269,5.46969062229577
"K14837",5.5690688812349,5.66199632517561,5.34612319466355,5.56810703707606,5.70770262873328,5.78600907780764,4.48435240981962,4.70971143979871,4.60989129688241
"K07427",10.455847912454,10.5365732253452,10.2950509366938,10.6329031537382,10.0459383118697,9.59186711888889,10.7664759572069,10.938911414746,11.3987730773701
"K14972",5.09360591977132,4.93550965815532,3.3242427715984,4.52754407110319,4.56532364400511,4.76237411985153,4.55086446056474,4.64949643506596,4.12743602263393
"K14327",7.01704315054297,7.41052553425472,8.37384003816828,6.87127313407954,6.57895529692361,6.91880338938062,7.40744766378324,7.40843693212303,7.50732509955564
"K11654",9.42686842151116,9.24398531423104,9.45461743006972,10.0965589203835,10.1147808256729,10.0606928875085,10.6501325850101,10.6012409786388,10.3832343863409
"K14569",5.60473693184445,5.79961074349922,6.25733923245012,5.82587807499506,5.78095001543216,5.98582082555328,4.92591580602016,4.96951636973074,4.81497110203892
"K08653",4.00524213135329,4.84611167874814,3.3242427715984,4.74277750584899,4.38755197999875,4.57129099560329,4.92591580602016,4.87262771604181,4.60989129688241
"K07428",4.7264609982884,5.01852130763631,5.34612319466355,5.1820807288462,4.53228856713042,3.91550744446514,5.2434977484945,5.14231501779659,5.67188889644169
"K15877",4.7264609982884,5.01852130763631,5.34612319466355,5.1820807288462,4.53228856713042,3.91550744446514,5.2434977484945,5.14231501779659,5.67188889644169
"K21294",4.7264609982884,5.01852130763631,5.34612319466355,5.1820807288462,4.53228856713042,3.91550744446514,5.2434977484945,5.14231501779659,5.67188889644169
"K17907",4.38683984547031,4.31256976608999,3.3242427715984,4.613581984408,4.71618561241202,4.61240373084865,4.7276772892469,5.14231501779659,4.93320983448922
"K19672",4.38683984547031,4.31256976608999,3.3242427715984,4.613581984408,4.71618561241202,4.61240373084865,4.7276772892469,5.14231501779659,4.93320983448922
"K12410",4.65160600827139,4.38846189158423,3.3242427715984,4.613581984408,4.46268026499597,4.76237411985153,4.48435240981962,5.18193065954307,4.93320983448922
"K10858",6.51867927090027,6.60283287981093,6.94504651453381,6.91402736438009,6.88960720707616,7.24670975512561,7.82749084118451,7.87281360278646,7.68949685470685
"K11449",7.21865173415723,7.33948044694312,6.46315036897825,6.85673121385827,6.98304824040641,7.22484081860167,7.91704628808559,7.87281360278646,7.94753428508466
"K15601",7.21865173415723,7.33948044694312,6.46315036897825,6.85673121385827,6.98304824040641,7.22484081860167,7.91704628808559,7.87281360278646,7.94753428508466
"K10364",6.67285943887062,6.69736196892654,7.19432305481229,6.71868373797941,6.94227412062308,6.91880338938062,5.97387817168372,5.83922284974358,5.81971515807152
"K14842",6.67285943887062,6.69736196892654,7.19432305481229,6.71868373797941,6.94227412062308,6.91880338938062,5.97387817168372,5.83922284974358,5.81971515807152
"K00065",4.92455670815371,4.7490243359204,3.3242427715984,4.76684935455368,4.74393825720906,4.61240373084865,5.01350401626013,5.01510728133458,4.68270524401463
"K11147",4.92455670815371,4.7490243359204,3.3242427715984,4.76684935455368,4.74393825720906,4.61240373084865,5.01350401626013,5.01510728133458,4.68270524401463
"K13606",4.92455670815371,4.7490243359204,3.3242427715984,4.76684935455368,4.74393825720906,4.61240373084865,5.01350401626013,5.01510728133458,4.68270524401463
"K13183",4.27878105553181,4.45847409015247,3.3242427715984,4.36465938589194,4.49810955707814,4.72680635461652,3.74406108049494,3.93343690147406,3.3242427715984
"K08051",9.07199310722349,8.78172264241874,9.69485491103165,8.33770271234347,8.12793291033165,8.07310205798405,8.37655205929282,8.41180001376864,8.76479590851637
"K17822",7.68629024738825,7.64645766081346,7.59127637620275,7.28666573992286,7.44299117577025,7.48598129860995,6.68316771129435,6.42510591804017,6.47549890451885
"K14318",4.15455128690748,4.7490243359204,6.01576111355785,4.3995978629395,4.56532364400511,4.65193535729147,4.7276772892469,4.76672716691189,4.68270524401463
"K11595",5.97192391520432,5.88413098098733,6.25733923245012,5.80532566072904,5.78095001543216,6.32548698699621,4.92591580602016,5.18193065954307,5.04051279905164
"K03843",4.65160600827139,5.05794605071725,3.3242427715984,4.83606967379692,4.42587655201271,4.57129099560329,4.61321262495851,5.01510728133458,4.35268905578757
"K22319",5.09360591977132,4.69705718471015,3.3242427715984,4.43324711567612,4.49810955707814,4.43660924930903,3.74406108049494,4.27721529705346,4.35268905578757
"K22145",4.38683984547031,4.45847409015247,3.3242427715984,4.613581984408,4.82321414513275,5.06745459061394,4.67199477189587,3.93343690147406,4.35268905578757
"K10576",4.27878105553181,5.30319961753641,4.80762406048475,5.49174427810813,5.33306455069923,5.67383430021877,5.97387817168372,5.55134544723168,5.70278393367042
"K07760",4.92455670815371,4.79862774081995,3.3242427715984,4.83606967379692,4.8972513473153,4.8942370791113,4.83116364500625,4.76672716691189,4.93320983448922
"K15595",4.92455670815371,4.79862774081995,3.3242427715984,4.83606967379692,4.8972513473153,4.8942370791113,4.83116364500625,4.76672716691189,4.93320983448922
"K11857",5.37453050621997,5.92450012880133,7.07512191097848,5.64029058938304,5.8390915839903,5.7230606166781,6.12607705083673,6.54339164311809,6.22826057178109
"K10523",9.75003911186316,9.8454870819447,11.179600154001,9.85769478931318,9.97427292062857,10.0413576034235,9.55276298743385,9.59777634726522,9.42802438659028
"K00287",6.42512643721457,6.55308593032354,6.01576111355785,7.23155119866589,7.09416661312728,6.96581029482398,7.45049722637377,7.4615044801451,7.40222026395547
"K22128",7.09149319809669,6.95770183775277,6.01576111355785,7.09403121008232,6.88960720707616,6.89817239691857,7.73198140135212,7.5895749946791,7.5489421478297
"K08018",3.80799564389737,4.64243096009029,5.72241312259111,4.9828600261429,4.74393825720906,4.86268808243111,4.33539211131374,4.64949643506596,4.53151234425184
"K05794",4.00524213135329,4.7490243359204,3.3242427715984,4.55704942344488,5.01098190387587,4.76237411985153,4.7276772892469,4.70971143979871,4.44635669290082
"K07042",4.38683984547031,4.22928983178755,5.72241312259111,4.11783456883907,4.30560406637974,4.38710975107136,4.04639484791977,4.64949643506596,4.12743602263393
"K03608",4.5709792920049,4.64243096009029,3.3242427715984,4.90128031807126,4.92090222745264,4.57129099560329,4.8795212976921,4.92208466703686,4.93320983448922
"K14298",7.12731048106264,7.26472491663855,8.72871249801962,7.290265631911,7.53126799679958,7.44405701499491,7.25381740602768,7.25362063258197,6.97056890933024
"K15789",6.4443416421232,6.1614060270608,4.80762406048475,6.31771543918633,6.34709742911658,6.32548698699621,6.46072743607784,6.24423437546193,6.00284630344524
"K08574",6.5719656734545,6.62706418652709,5.34612319466355,6.38053385468036,5.74482474546766,5.70685201064403,6.64637395216877,6.42510591804017,6.78713416743091
"K05970",5.2419298506137,6.05709764973238,4.80762406048475,6.09358689582746,6.04962837969567,5.83136595411291,6.38800790801537,6.15356932778219,6.20729895315794
"K13140",4.00524213135329,4.58478278113559,3.3242427715984,4.71816118878517,4.79741424977827,4.86268808243111,4.48435240981962,4.87262771604181,4.75084093293581
"K02984",10.3986801439311,10.5365732253452,10.2546817409539,10.0919440842518,10.3070436696274,10.1601308948717,9.30835267730099,9.27996995255099,9.30745534118659
"K17497",7.50806767654452,7.85920533845304,8.94719322190251,7.70828114877448,7.45748587335122,7.14555219492327,7.68473948249574,7.6232109447715,8.11736075560264
"K15188",4.7264609982884,4.93550965815532,3.3242427715984,4.79040505469962,4.92090222745264,4.92494261992186,4.7276772892469,4.92208466703686,4.75084093293581
"K14709",6.05008918994892,5.53537370613507,4.80762406048475,6.23689295799358,6.40874639879614,6.39640419749873,5.80264018609274,6.24423437546193,6.02711687682928
"K16810",6.12405788071054,5.70945243428153,4.80762406048475,5.32409155987543,5.33306455069923,5.51418020980596,5.70816124228775,6.42510591804017,6.22826057178109
"K14537",4.79646444805843,4.69705718471015,5.34612319466355,4.96299297906216,5.44494548936948,5.47591133621941,4.33539211131374,4.64949643506596,3.98281658935965
"K16474",4.79646444805843,4.69705718471015,5.34612319466355,4.96299297906216,5.44494548936948,5.47591133621941,4.33539211131374,4.64949643506596,3.98281658935965
"K01392",6.5719656734545,6.33439848965086,4.80762406048475,6.37369158987495,6.26600857689601,6.07575582517716,5.89094749155622,5.95219960743711,6.09746377669693
"K03953",7.19635792533801,6.96718593890203,5.34612319466355,6.55972048057118,6.55197758627467,6.68962693110168,6.46072743607784,6.40959506954079,6.47549890451885
"K02265",8.26883742405387,8.28601836415359,7.07512191097848,8.36858257465683,8.4898509908603,8.2933103844535,7.50595630725394,7.60312412521882,7.49885477764445
"K21486",4.5709792920049,4.31256976608999,6.01576111355785,4.49712720350144,4.5973067444638,4.8942370791113,4.7276772892469,4.36456796876952,4.75084093293581
"K14572",7.30450600621928,7.34674567144259,8.37384003816828,6.71868373797941,6.76637672907946,6.91880338938062,6.86473262495734,7.11833743955184,6.9205278151423
"K13192",6.32489137988551,6.52753869687487,4.80762406048475,5.82587807499506,5.86166749194662,6.31505612048126,6.21334068621125,5.74154244835015,6.14244735462138
"K11319",4.38683984547031,4.58478278113559,3.3242427715984,4.74277750584899,4.5973067444638,4.48361586106089,5.01350401626013,4.58560051707588,5.09074676678863
"K18163",4.7264609982884,4.45847409015247,3.3242427715984,4.52754407110319,4.94407982466233,4.65193535729147,4.8795212976921,4.96951636973074,4.87562089365211
"K15290",4.86231462576716,4.7490243359204,3.3242427715984,5.02161929781477,4.77100108563031,4.98402378023174,4.67199477189587,4.70971143979871,4.60989129688241
"K19908",4.86231462576716,4.7490243359204,3.3242427715984,5.02161929781477,4.77100108563031,4.98402378023174,4.67199477189587,4.70971143979871,4.60989129688241
"K09158",4.98362629595967,4.38846189158423,3.3242427715984,4.96299297906216,4.79741424977827,4.8942370791113,4.55086446056474,4.51740638499986,4.44635669290082
"K00018",5.49469846788397,5.92450012880133,6.94504651453381,5.45182413187457,5.21040342949173,5.33230974241856,5.75622900728546,5.74154244835015,5.73298255486148
"K19749",4.15455128690748,4.38846189158423,5.72241312259111,4.76684935455368,5.05357474864559,4.98402378023174,5.05498335506267,5.55134544723168,5.31508017953496
"K06698",8.50853987333526,8.7355762788442,9.54667252531297,8.33770271234347,8.4916082744176,8.33459812721057,8.03467493607408,7.87281360278646,7.9413049825984
"K06989",4.48332380138496,4.58478278113559,6.01576111355785,4.43324711567612,4.42587655201271,4.61240373084865,5.09507934526149,4.58560051707588,4.68270524401463
"K03648",6.05008918994892,6.0018302047843,6.64263648672879,6.95553434469693,7.10804251061567,7.09818681708666,7.30948299624308,7.35332787290269,7.09975696857013
"K00737",4.15455128690748,4.38846189158423,3.3242427715984,3.95454715687142,4.53228856713042,4.21932358860197,5.09507934526149,4.58560051707588,4.75084093293581
"K09650",4.48332380138496,4.97774672460432,3.3242427715984,4.58570927721809,4.65842793124551,4.57129099560329,4.55086446056474,5.05901562367179,4.87562089365211
"K13148",3.80799564389737,5.01852130763631,5.34612319466355,4.76684935455368,4.8972513473153,5.06745459061394,5.27799274325843,5.2937313736269,5.54059239432406
"K18806",4.7264609982884,4.52365808857465,3.3242427715984,4.36465938589194,4.42587655201271,4.65193535729147,4.97052567648395,4.87262771604181,4.98807956038093
"K10641",5.60473693184445,5.75528593384144,4.80762406048475,5.47857296357273,5.64344994231963,5.81641521733941,6.40285634414645,5.8625803212603,6.54357033268719
"K14717",4.5709792920049,4.22928983178755,3.3242427715984,4.613581984408,4.77100108563031,4.65193535729147,5.13389364434322,4.76672716691189,4.35268905578757
"K00759",6.76703572564299,6.81782573803031,5.34612319466355,6.91402736438009,6.85154456644936,7.09215410564207,6.68316771129435,6.58530756725505,6.52685840361104
"K00611",8.53089787408177,8.47307001365649,7.07512191097848,8.23902293421358,8.21563983517832,8.24269192875904,7.59173937003319,7.61654652690953,7.49885477764445
"K10590",6.79708715444733,7.10235817883532,6.01576111355785,7.28666573992286,7.19725501420412,6.99199077737463,7.66661522555528,7.53406152375792,7.58138772145988
"K08873",6.38588842451626,6.28930680608116,4.80762406048475,6.05099834877262,6.12557061869163,6.1365850289753,6.38800790801537,6.50019117250968,5.92734775756121
"K02986",4.27878105553181,4.7490243359204,3.3242427715984,4.8582243961323,4.82321414513275,4.98402378023174,4.55086446056474,4.64949643506596,4.81497110203892
"K02933",4.98362629595967,4.69705718471015,3.3242427715984,4.49712720350144,4.74393825720906,5.04028643714181,4.7276772892469,4.44409991670237,4.44635669290082
"K10423",5.49469846788397,5.39522548967623,5.34612319466355,6.0851736463282,6.43118355365078,6.34611819634331,6.529869565457,6.47063645626425,6.45795387934979
"K17262",5.49469846788397,5.39522548967623,5.34612319466355,6.0851736463282,6.43118355365078,6.34611819634331,6.529869565457,6.47063645626425,6.45795387934979
"K09699",5.5690688812349,5.50852301898711,5.34612319466355,5.7198373267133,5.65655024464706,5.63997967310422,4.25031922455403,4.82092822753692,4.87562089365211
"K03007",4.98362629595967,4.84611167874814,3.3242427715984,4.81347054863911,4.92090222745264,4.57129099560329,4.33539211131374,4.58560051707588,4.60989129688241
"K11313",4.98362629595967,4.84611167874814,3.3242427715984,4.81347054863911,4.92090222745264,4.57129099560329,4.33539211131374,4.58560051707588,4.60989129688241
"K15271",4.98362629595967,4.84611167874814,3.3242427715984,4.81347054863911,4.92090222745264,4.57129099560329,4.33539211131374,4.58560051707588,4.60989129688241
"K06540",4.98362629595967,5.39522548967623,5.34612319466355,4.79040505469962,4.79741424977827,4.72680635461652,6.12607705083673,5.93034022650199,5.394704784104
"K18162",4.86231462576716,4.31256976608999,3.3242427715984,4.55704942344488,4.46268026499597,4.21932358860197,4.7806325506996,5.01510728133458,4.75084093293581
"K02925",10.8893006189429,11.0053000642611,10.5828169468709,10.7468794045225,10.878404793665,10.7735009571338,9.88151061377774,9.77540026815929,9.84104450066481
"K17545",9.8440501342697,9.99578522446238,9.3044812334488,10.1926055163931,9.74466757053816,9.58654063807569,10.2476382607168,10.4402268177582,11.0052822657248
"K01952",7.67828695354677,7.754041334368,7.30434310889011,8.56797835923974,8.52115869652644,8.4352915341284,8.56092244506194,8.74328580243916,8.40661934841723
"K11267",7.71003591831892,7.63464957381283,7.50186511556258,8.03377870975537,7.94751350241066,7.83114853322391,8.78709914539185,8.78836481660666,8.60863901114792
"K20167",4.38683984547031,4.58478278113559,3.3242427715984,4.64071943128945,4.53228856713042,4.69002874584704,4.67199477189587,5.01510728133458,5.04051279905164
"K06178",4.65160600827139,4.64243096009029,3.3242427715984,4.49712720350144,4.77100108563031,5.09402430076184,4.8795212976921,4.70971143979871,4.75084093293581
"K00222",5.86024154853631,6.21075659518707,7.30434310889011,6.15108899024334,5.86166749194662,5.62272402480467,5.70816124228775,5.97371545262047,6.32858582056263
"K19532",5.86024154853631,6.21075659518707,7.30434310889011,6.15108899024334,5.86166749194662,5.62272402480467,5.70816124228775,5.97371545262047,6.32858582056263
"K12861",4.86231462576716,4.58478278113559,3.3242427715984,4.76684935455368,4.87310372099122,4.98402378023174,4.48435240981962,4.51740638499986,4.24786044330778
"K11493",7.10353241966133,7.09373449187103,8.32263948460731,7.11043470852956,7.27714125845694,7.23581709128257,6.78813976162694,6.72916432538354,6.59254977237055
"K13190",7.85903714117291,8.02202205711248,9.35628299352976,8.08635098863317,8.38218217821044,8.48655342236625,8.05337732813811,7.8331525780412,7.69691613378464
"K02834",4.98362629595967,4.89168102178113,3.3242427715984,4.49712720350144,4.77100108563031,4.76237411985153,4.8795212976921,4.70971143979871,4.68270524401463
"K05669",4.15455128690748,4.02978937219698,5.72241312259111,4.3995978629395,4.49810955707814,4.48361586106089,4.41288781601995,4.76672716691189,4.93320983448922
"K03297",4.65160600827139,4.22928983178755,3.3242427715984,4.76684935455368,4.6283180375815,4.86268808243111,4.7806325506996,4.96951636973074,4.35268905578757
"K01128",4.38683984547031,4.64243096009029,3.3242427715984,4.71816118878517,4.77100108563031,4.86268808243111,4.7806325506996,4.82092822753692,4.98807956038093
"K12350",4.38683984547031,4.64243096009029,3.3242427715984,4.71816118878517,4.77100108563031,4.86268808243111,4.7806325506996,4.82092822753692,4.98807956038093
"K09627",5.41583837418738,5.27098370676268,4.80762406048475,6.35990599235358,5.6823710663224,4.98402378023174,5.75622900728546,6.01576052286424,5.90122654708303
"K02698",6.76703572564299,6.85921386079493,5.34612319466355,6.39411899365827,6.57225907550324,6.58991106818284,6.44648165366202,6.31274280855569,5.67188889644169
"K16308",4.86231462576716,4.52365808857465,3.3242427715984,4.81347054863911,4.74393825720906,4.8942370791113,4.67199477189587,4.82092822753692,4.93320983448922
"K05750",4.98362629595967,4.89168102178113,3.3242427715984,4.69296938621466,4.46268026499597,4.38710975107136,4.7276772892469,4.76672716691189,4.81497110203892
"K09201",7.19635792533801,7.0408683826344,7.97004251388702,6.66951032191427,6.66951457310821,6.82715703542638,6.44648165366202,6.48549140973694,6.36678225192324
"K07298",5.19443744453924,5.01852130763631,6.46315036897825,4.74277750584899,4.98910029685913,5.17042582043693,5.17151619080938,4.96951636973074,4.93320983448922
"K01442",4.92455670815371,4.93550965815532,3.3242427715984,4.8582243961323,4.71618561241202,4.76237411985153,4.7806325506996,4.76672716691189,4.68270524401463
"K00876",6.30395342564309,6.22682497507239,4.80762406048475,6.10194923484668,6.3549535448234,6.47329106849464,5.91215678292059,5.93034022650199,6.28931681945742
"K12026",5.37453050621997,5.16905603921393,6.46315036897825,4.92221777070801,4.96680581982908,4.72680635461652,5.05498335506267,5.25756047489144,5.13898286959012
"K21232",4.92455670815371,4.58478278113559,3.3242427715984,4.79040505469962,4.74393825720906,4.86268808243111,4.55086446056474,4.96951636973074,4.53151234425184
"K07018",4.48332380138496,4.22928983178755,3.3242427715984,4.94278360989465,4.65842793124551,5.04028643714181,4.48435240981962,4.44409991670237,4.68270524401463
"K19801",9.28682522707689,9.4292909991601,9.38150235116938,9.27087875424157,8.72907903495482,8.4541439819352,9.58200309408223,9.63443634747553,10.1657493469183
"K14815",5.88903076137137,5.36527962564404,6.25733923245012,5.30907971458575,5.60335653398955,5.77054552329325,4.8795212976921,4.92208466703686,4.81497110203892
"K19525",8.48124399532348,8.55352325070123,7.8302780626183,8.28111475864157,8.05370297421939,8.41378331693568,9.09502173252421,9.1222813451172,9.26823349015552
"K09415",6.17126103908249,6.09274857897107,7.30434310889011,5.77389934814239,5.6950967625222,5.81641521733941,6.43208996120194,6.47063645626425,6.47549890451885
"K09416",6.17126103908249,6.09274857897107,7.30434310889011,5.77389934814239,5.6950967625222,5.81641521733941,6.43208996120194,6.47063645626425,6.47549890451885
"K09417",6.17126103908249,6.09274857897107,7.30434310889011,5.77389934814239,5.6950967625222,5.81641521733941,6.43208996120194,6.47063645626425,6.47549890451885
"K16297",6.78214099223367,6.81782573803031,5.34612319466355,6.26682748383468,6.307141175593,6.43537368337804,6.94749445178443,6.85975318548522,6.73005818704988
"K07195",4.7264609982884,4.84611167874814,3.3242427715984,4.58570927721809,4.98910029685913,4.79682443930817,4.7276772892469,4.87262771604181,4.68270524401463
"K14765",5.0398781586389,5.01852130763631,4.80762406048475,4.96299297906216,5.01098190387587,5.12002500029539,3.74406108049494,4.27721529705346,4.12743602263393
"K11086",6.4443416421232,6.22682497507239,4.80762406048475,6.26682748383468,6.18876526280932,6.22867896225356,5.70816124228775,5.8625803212603,5.70278393367042
"K22138",6.4443416421232,6.22682497507239,4.80762406048475,6.26682748383468,6.18876526280932,6.22867896225356,5.70816124228775,5.8625803212603,5.70278393367042
"K13151",5.0398781586389,4.89168102178113,3.3242427715984,4.52754407110319,4.49810955707814,4.52842870609458,4.67199477189587,4.51740638499986,4.87562089365211
"K20221",5.49469846788397,5.45310892398052,4.80762406048475,5.61666334449055,5.53371130956514,5.88957505692818,5.05498335506267,4.36456796876952,4.75084093293581
"K03507",4.86231462576716,4.89168102178113,6.01576111355785,5.41063819065013,5.29921698680304,5.62272402480467,5.80264018609274,6.15356932778219,6.14244735462138
"K10638",4.15455128690748,4.31256976608999,3.3242427715984,4.43324711567612,4.53228856713042,4.65193535729147,5.01350401626013,4.27721529705346,4.93320983448922
"K04711",4.27878105553181,4.31256976608999,5.72241312259111,5.13090483502507,5.28194840643893,4.65193535729147,4.61321262495851,4.36456796876952,4.98807956038093
"K07752",4.79646444805843,4.64243096009029,3.3242427715984,4.3995978629395,4.65842793124551,4.48361586106089,4.83116364500625,5.01510728133458,4.81497110203892
"K14852",5.63947018941532,5.68593485488425,6.25733923245012,6.12673710016224,6.3549535448234,6.43537368337804,5.2434977484945,5.32889746381604,5.18539388595069
"K17885",4.15455128690748,4.31256976608999,5.72241312259111,4.25059269469257,4.11243962945262,4.48361586106089,4.61321262495851,4.17960487572167,4.44635669290082
"K04508",4.79646444805843,5.23792291183875,6.64263648672879,5.53048064256268,5.6950967625222,5.58752477347249,5.63266132723514,5.90812557973105,5.54059239432406
"K08387",4.27878105553181,4.31256976608999,3.3242427715984,4.71816118878517,4.79741424977827,5.01248781657806,4.04639484791977,4.27721529705346,4.12743602263393
"K14297",6.32489137988551,6.25841590227117,4.80762406048475,6.09358689582746,5.8390915839903,6.31505612048126,6.38800790801537,6.3293573778915,6.0744110741186
"K19870",4.86231462576716,5.16905603921393,6.46315036897825,5.02161929781477,4.87310372099122,4.92494261992186,5.01350401626013,5.14231501779659,5.09074676678863
"K17681",9.95231110585038,9.69622242129723,8.6888477824692,8.9791791753157,9.15420280976104,9.0056569035846,8.69787409474684,8.6872609942763,8.47284583184405
