"","ko_id","add_backB","add_backC","pFe19A","pFe19B","pFe19C","pFe21_9A","pFe21_9B","pFe21_9C"
"K02946",5.83082940829706,5.50852301898711,5.72241312259111,5.45182413187457,5.42954466007217,5.39582135894864,5.31157013873829,5.36311881843599,5.27331990903633
"K10277",6.96515826235651,7.36116645524893,7.07512191097848,7.38755363741158,7.45748587335122,7.50875348499683,7.25381740602768,7.4161393967824,7.44695424147836
"K04040",5.86024154853631,6.1614060270608,6.25733923245012,6.31055826410774,6.29083327515197,6.03792928494632,6.34249466710816,6.47063645626425,6.0744110741186
"K04564",9.94400965388168,9.77881804490837,9.38150235116938,9.83516652523708,9.90348435789592,9.79763740427947,9.96032361717756,9.95608391050496,9.66728201578414
"K11878",5.19443744453924,4.97774672460432,4.80762406048475,4.9828600261429,4.87310372099122,5.06745459061394,5.13389364434322,5.01510728133458,5.43274022072676
"K15156",4.86231462576716,4.58478278113559,4.80762406048475,4.32829423469507,4.56532364400511,4.86268808243111,4.61321262495851,4.87262771604181,4.60989129688241
"K00800",5.67331985018982,5.9044648741672,6.01576111355785,5.69758833107678,5.44494548936948,5.53290320692976,5.55261409480465,5.76663300491322,5.57465723832014
"K12339",6.46329759900303,6.40646554369877,6.25733923245012,6.0851736463282,6.09757912937147,6.35632084979715,6.07095236735795,5.93034022650199,6.0509668187795
"K20899",7.26222288290721,7.16953445387028,7.19432305481229,7.6784257450235,7.56176271758004,7.49056476140526,7.57239367794257,7.53406152375792,7.53243995489186
"K14012",7.86609659117318,7.71533660599748,8.03513992020436,7.42403596032141,7.67455082096314,7.52224520803398,7.71444729205214,7.59636555123758,7.56525665519075
"K09123",5.70633279187264,5.50852301898711,5.34612319466355,5.13090483502507,5.31625342345007,5.62272402480467,5.57983827213475,5.63620597632242,5.46969062229577
"K02183",8.59171500789308,8.60878807764163,8.5621756720029,8.50761676729123,8.37838750227296,8.22907008211436,8.6341316410568,8.75241511596736,8.84697551910245
"K00323",9.14625234154087,9.1014646260418,8.60564891960646,8.70060190516739,8.76874066872788,8.68111285646393,8.8972121799482,8.79721385278232,8.86680859552172
"K12182",5.28768852084279,5.33461736687748,5.72241312259111,5.30907971458575,5.41395844367116,5.67383430021877,5.57983827213475,5.76663300491322,5.50562154111406
"K09228",8.86238200942163,8.92647887271195,8.76750405772941,8.72333603163508,8.51598776988171,8.47506215320755,8.60592590941352,8.38855821457088,8.77882205847842
"K14379",5.63947018941532,5.84252863979227,5.72241312259111,5.99809137098351,6.17100146788849,5.98582082555328,6.07095236735795,6.13470359596221,6.0509668187795
"K10365",7.85903714117291,7.69842414422623,8.097418507011,7.65909845827773,7.83285227097974,7.85264488619238,7.83832102209733,7.82161688261868,7.42028178463304
"K18586",4.86231462576716,4.79862774081995,4.80762406048475,4.66716800586238,4.79741424977827,4.86268808243111,4.61321262495851,5.25756047489144,4.93320983448922
"K01100",5.80076513589024,5.84252863979227,6.01576111355785,5.80532566072904,5.5620120987221,5.47591133621941,5.93304156306061,5.79126513554564,6.00284630344524
"K06199",4.79646444805843,4.79862774081995,4.80762406048475,5.1133609655387,5.19185870400276,5.24237506304418,5.13389364434322,4.92208466703686,5.13898286959012
"K15201",5.2419298506137,5.16905603921393,4.80762406048475,4.90128031807126,4.8972513473153,5.01248781657806,5.09507934526149,4.92208466703686,5.35551169957325
"K01365",7.52602764460151,7.61073791868229,8.097418507011,7.83667378511849,7.75294951699107,7.56632248931794,7.73198140135212,7.79236587826308,7.54071478311165
"K03341",5.73855206461631,5.48111019125965,5.34612319466355,5.1986789119454,5.17303267907314,5.28814169661114,5.31157013873829,5.22031823857717,5.50562154111406
"K12850",6.656535986134,6.88948272121967,6.80187996651942,6.91402736438009,6.90561297454263,6.83442039880392,7.28589099147451,7.10884627257831,7.0069787079208
"K14773",6.62331277294362,6.44799265509642,6.01576111355785,6.19854653484571,6.22362584046602,6.26170040943593,6.10794527005674,6.15356932778219,6.22826057178109
"K20285",7.50806767654452,7.46492919535119,7.40650554543372,7.22780026807682,7.29340556468158,7.10419413861258,7.34795891507676,7.5895749946791,7.68949685470685
"K14018",6.34552043963727,6.07503820576164,6.25733923245012,5.87593679445657,5.9897939134245,5.91777221832694,5.89094749155622,5.99489889733037,5.79141891265069
"K13216",6.60640365615837,6.48832767153773,6.01576111355785,6.43410244745966,6.48218399806363,6.61550721245836,6.58283963294854,6.54339164311809,6.49282777645188
"K09480",6.4820013811683,6.50151971157431,6.94504651453381,6.42751713078204,6.65692732097745,6.66534934276997,6.92725089636684,6.70407292832741,6.63988692563811
"K22312",5.28768852084279,5.30319961753641,4.80762406048475,5.05915787185083,5.21040342949173,5.04028643714181,5.27799274325843,5.18193065954307,4.87562089365211
"K10867",4.92455670815371,4.58478278113559,4.80762406048475,4.66716800586238,4.82321414513275,5.01248781657806,5.05498335506267,5.10137836055206,5.04051279905164
"K10868",4.92455670815371,4.58478278113559,4.80762406048475,4.66716800586238,4.82321414513275,5.01248781657806,5.05498335506267,5.10137836055206,5.04051279905164
"K10888",4.92455670815371,4.58478278113559,4.80762406048475,4.66716800586238,4.82321414513275,5.01248781657806,5.05498335506267,5.10137836055206,5.04051279905164
"K08489",7.12731048106264,7.21792178071411,6.80187996651942,7.19359155156897,7.38729160650057,7.34118246273062,7.03519030683236,7.02045946763926,7.01891148352401
"K12849",5.45586640299898,5.30319961753641,5.34612319466355,5.39661273662904,5.6823710663224,5.58752477347249,5.34428264149181,5.14231501779659,5.13898286959012
"K12851",5.45586640299898,5.30319961753641,5.34612319466355,5.39661273662904,5.6823710663224,5.58752477347249,5.34428264149181,5.14231501779659,5.13898286959012
"K20347",5.37453050621997,5.88413098098733,5.34612319466355,5.6749634041483,5.6950967625222,5.63997967310422,5.77963405473107,5.79126513554564,5.67188889644169
"K01870",7.56996764094191,7.42432130057899,7.30434310889011,7.78922619262925,7.6558343734248,7.39598928494053,7.77771882032387,7.76852861021675,7.65943032290011
"K20069",5.88903076137137,5.61278943248959,5.34612319466355,5.4245129201309,5.54793776616325,5.55136310217993,5.27799274325843,5.39644990133891,5.43274022072676
"K04683",4.86231462576716,4.79862774081995,4.80762406048475,5.00239799353347,5.22867616781829,5.14548381702862,5.2434977484945,5.18193065954307,4.93320983448922
"K09392",4.86231462576716,4.79862774081995,4.80762406048475,5.00239799353347,5.22867616781829,5.14548381702862,5.2434977484945,5.18193065954307,4.93320983448922
"K09393",4.86231462576716,4.79862774081995,4.80762406048475,5.00239799353347,5.22867616781829,5.14548381702862,5.2434977484945,5.18193065954307,4.93320983448922
"K09394",4.86231462576716,4.79862774081995,4.80762406048475,5.00239799353347,5.22867616781829,5.14548381702862,5.2434977484945,5.18193065954307,4.93320983448922
"K00003",6.40564460160086,6.37808195693433,6.25733923245012,6.4729790600525,6.57895529692361,6.53728269215184,6.10794527005674,6.13470359596221,6.14244735462138
"K14724",7.22966961071008,7.31004513222422,7.19432305481229,7.56727205876636,7.49660672409103,7.36635495346131,7.68473948249574,7.66901508976763,7.48176252567195
"K12132",5.5690688812349,5.73256458305578,5.72241312259111,5.7087589843886,5.54793776616325,5.51418020980596,5.86940288240794,6.07651274907462,5.84743243782587
"K06269",8.66227125214568,8.70208915925721,8.80527878665789,8.76389105277161,8.80310185621444,8.71080406211331,8.33131508691696,8.38855821457088,8.49000376937425
"K02858",4.86231462576716,5.23792291183875,4.80762406048475,4.96299297906216,5.21040342949173,5.12002500029539,4.7276772892469,5.10137836055206,5.04051279905164
"K17505",5.97192391520432,6.11023483846629,6.01576111355785,5.91469870387109,5.8161337168379,5.56956778499669,5.60651288341479,5.83922284974358,5.92734775756121
"K03139",4.27878105553181,4.52365808857465,4.80762406048475,4.49712720350144,4.65842793124551,4.69002874584704,4.8795212976921,4.70971143979871,4.60989129688241
"K11658",6.17126103908249,6.07503820576164,5.72241312259111,5.7087589843886,6.10697270301309,5.97247887084657,6.19632117975645,5.99489889733037,6.09746377669693
"K12821",6.62331277294362,6.40646554369877,6.80187996651942,6.42751713078204,6.42374427690184,6.65716336345311,6.32698873308882,6.22656807851626,6.52685840361104
"K20523",8.1582435603682,8.28224466408715,8.32263948460731,8.04657237707164,8.22200733509268,8.07919043021857,7.87559661138185,7.8041378301463,7.97828234328653
"K21594",7.90088297787242,7.93812539133987,8.03513992020436,7.65352824746066,7.61442500440021,7.55761471801136,7.64208804648974,7.87839117241141,7.59733944799467
"K07953",9.87756443330035,9.92984059658042,10.4579991101271,10.1319568279444,10.0151363420446,9.89219569973266,10.0687202838045,9.95476683796342,9.98556653652742
"K09611",7.09149319809669,6.92886452177919,6.46315036897825,6.9326244880784,6.73681240176938,6.77524579506088,6.90671525417437,6.95833631570405,6.84200308418048
"K05012",6.07518819680517,6.17805181417239,6.25733923245012,6.05099834877262,6.03983489544822,6.23977330681588,5.8252615636946,5.88554329746255,5.76251744123399
"K21361",5.41583837418738,5.50852301898711,5.34612319466355,5.16525708966742,4.92090222745264,5.12002500029539,5.2434977484945,5.32889746381604,5.13898286959012
"K05955",5.33184902189184,5.01852130763631,5.34612319466355,4.87995501118767,5.07431728635596,5.14548381702862,5.05498335506267,5.10137836055206,4.81497110203892
"K12661",6.02452460929904,6.44799265509642,6.01576111355785,6.10194923484668,6.1975626930402,5.99903432012478,6.07095236735795,5.83922284974358,5.90122654708303
"K15437",7.41472953872586,7.19393287661681,6.80187996651942,7.11043470852956,7.17985262894812,7.24127379393112,7.03519030683236,7.24498936585261,6.98280918050329
"K14376",6.73633383601101,6.30449961294546,6.25733923245012,6.3873428791732,6.40118691820398,6.19485515756492,6.34249466710816,6.45562291694041,6.12013830871928
"K01534",6.79708715444733,6.74235991187034,6.46315036897825,6.44718117502283,6.45326785789656,6.52831712475289,6.77685268214364,6.87105038554987,6.81483362126059
"K09531",5.0398781586389,4.79862774081995,4.80762406048475,4.8582243961323,5.153915510256,5.01248781657806,5.20802702298758,4.82092822753692,5.23012938889262
"K03567",5.91722424767299,5.61278943248959,5.34612319466355,5.6285294696531,5.54793776616325,5.81641521733941,5.73241004108535,5.49157614021589,5.50562154111406
"K04354",5.94484738974925,5.70945243428153,6.01576111355785,5.97999330879047,6.17100146788849,6.2174954920503,5.93304156306061,5.71597491302402,5.84743243782587
"K14403",6.4820013811683,6.47501079115647,6.25733923245012,6.49831226065325,6.54515175687239,6.2174954920503,6.26318502253006,6.03631039383473,6.18601652679499
"K18405",6.30395342564309,6.17805181417239,6.01576111355785,5.73082497197939,5.9692556935271,6.05065379916068,6.27941137993985,6.15356932778219,6.02711687682928
"K02926",8.22561409115609,7.77569892049712,8.26955094224309,7.98808294412385,8.00035328813938,8.24269192875904,7.88607161015003,7.94899656958924,8.16088504030253
"K04419",8.22561409115609,8.24782870543822,8.4710838513814,8.09868754787307,8.0345312393053,8.09730247284939,8.35787571621939,8.4571877994263,8.48573340746295
"K05542",7.75638092561543,7.68131012007174,7.90185807978721,7.44999702099267,7.62408759480572,7.6341452501141,7.47154660034119,7.54111933215773,7.31800055616333
"K11090",7.05475385260763,7.06754629272834,6.64263648672879,7.13067754002075,7.2144480658078,7.15715208283831,7.05396669503455,6.84836547567981,7.04248152245177
"K09554",7.61260179328375,7.58027695466247,7.75494500424988,7.46916379905762,7.49660672409103,7.28946938835097,7.32499768020294,7.24498936585261,7.29859269010341
"K04499",7.46215820240471,7.561685064752,7.50186511556258,7.78922619262925,7.8684918334169,7.86327368642942,7.53955961979286,7.54111933215773,7.42028178463304
"K10203",7.39530960309029,7.38252895221392,7.40650554543372,7.42403596032141,7.46108675965965,7.08001163879047,6.9871381394936,7.16486949818328,7.40222026395547
"K01068",5.0398781586389,5.01852130763631,5.34612319466355,4.90128031807126,4.94407982466233,4.95485606277979,5.13389364434322,5.10137836055206,5.394704784104
"K16911",6.17126103908249,5.79961074349922,6.46315036897825,6.15108899024334,6.03983489544822,6.16018754879018,6.16164366792508,6.11557737457507,6.02711687682928
"K15501",6.4820013811683,6.33439848965086,6.25733923245012,6.15911213123196,6.31522429231471,6.29395787910904,6.14397444688173,6.09618307243268,5.87459526181758
"K12304",5.09360591977132,4.89168102178113,4.80762406048475,4.71816118878517,4.6283180375815,4.61240373084865,4.97052567648395,4.58560051707588,4.75084093293581
"K01164",6.2391868898028,5.9637106298494,6.01576111355785,6.19074871936425,6.32326093353801,6.10040952994984,6.50261887778652,6.22656807851626,6.38549676681326
"K04977",4.7264609982884,5.01852130763631,4.80762406048475,5.24718630497534,4.8972513473153,4.98402378023174,5.05498335506267,4.96951636973074,5.23012938889262
"K18045",4.79646444805843,5.05794605071725,5.34612319466355,4.96299297906216,5.01098190387587,4.8942370791113,5.2434977484945,5.18193065954307,5.04051279905164
