"","ko_id","add_backA","add_backB","add_backC","pFe19A","pFe19B","pFe19C","pFe21_9A","pFe21_9B","pFe21_9C"
"1292","K06573",7.04748111357992,6.83828742374539,6.28666375129834,6.17711868309538,6.39153556844558,6.12817927163315,6.86595674679128,6.93891291433769,6.75893313472997
"1293","K13857",7.04748111357992,6.83828742374539,6.28666375129834,6.17711868309538,6.39153556844558,6.12817927163315,6.86595674679128,6.93891291433769,6.75893313472997
"1294","K13860",7.04748111357992,6.83828742374539,6.28666375129834,6.17711868309538,6.39153556844558,6.12817927163315,6.86595674679128,6.93891291433769,6.75893313472997
"1295","K00142",6.17621881557069,5.64920037934823,6.26303954960903,6.26538202713173,6.68030132944316,6.33639498934024,6.93822385326602,6.45787661916849,6.25125703225788
"1296","K01055",5.83249416587482,5.93442611812342,5.19211184958586,5.16828386059813,5.09343751759194,4.89518336580743,5.60606727818017,5.56463855899188,5.24951996160804
"1297","K14727",5.83249416587482,5.93442611812342,5.19211184958586,5.16828386059813,5.09343751759194,4.89518336580743,5.60606727818017,5.56463855899188,5.24951996160804
"1298","K05535",6.9170300620448,6.88568977485216,6.11155016678277,6.33195473686899,5.84362579212901,6.37201779533753,6.25975492897635,6.61771586824692,6.63590802672878
"1299","K20773",6.42981998585616,6.61164707372566,5.70366158816661,6.37977574030547,5.99810804774883,5.77183565178024,6.25975492897635,6.40597930873044,6.71103946042186
"1300","K00464",5.6821221949197,5.52143966337457,6.42018473698014,6.03229882301355,5.94871636995132,6.02538178084334,5.2886141754913,5.63192297337573,6.18078308223361
"1301","K00107",6.68767060858177,6.97589773102034,6.21447573534325,6.51375593682469,6.15724386919457,6.31210356040552,7.14711892833744,6.90261636569483,6.80521610591432
"1302","K01285",7.0014442569633,6.97589773102034,7.54357585967831,7.34089236164122,7.40642561100353,7.29190805041091,7.66006984720526,7.55675354079365,8.14156046067856
"1303","K11864",5.86044036881641,5.64920037934823,4.82336278557558,5.47096277936825,5.72861141647019,5.37167579642718,5.82128968791726,5.69549075655912,5.07226375189134
"1304","K15731",6.64290426603973,6.68545199475006,6.98411272610642,7.07544630798068,6.89403828925075,6.80868167364651,6.05934123625934,6.13262809823906,6.55639648379394
"1305","K16535",6.59661993522266,6.63047575544693,6.26303954960903,6.33195473686899,6.33674762761953,6.49506096749467,5.7185773424361,5.81319056204916,5.80435357617328
"1306","K02293",8.80219481783296,8.27332544964253,8.73778533208882,8.54503733352585,8.67492074279058,8.57656209039792,8.17222454804198,7.99699553136518,7.79275101835392
"1307","K02579",7.4822293224871,7.46295607669384,7.81720036174353,7.75719986142958,8.20651566752865,8.06868898338405,8.45013377194297,8.32863905195501,8.08748674109541
"1308","K14798",7.41409151406343,7.49351527725816,7.97189087902082,6.94202917463013,7.40642561100353,7.09201145924348,7.05954104832605,6.8526953561057,7.01593024844857
"1309","K11430",7.1029740378316,7.01890052673153,7.25142446851999,6.69890473392506,6.90636012321414,6.80868167364651,6.49331337931736,6.71938357597495,6.06732121999335
"1310","K01607",5.6821221949197,5.60818798142634,5.35773110556295,5.29263033125402,5.09343751759194,4.74396726290169,5.75380376920596,5.86799155165674,5.39944538970957
"1311","K20521",6.70227315423392,6.1661124213171,6.3771506255644,6.1400661655641,6.86906132960331,6.37201779533753,7.03347837158104,6.66221631932539,7.07339199452356
"1312","K11718",10.4322339429719,10.3606139579814,10.9096851867935,10.3981533783852,10.5074483309674,10.4754027005651,11.0627835365901,10.9154206187535,11.3424924420109
"1313","K14760",5.61615570475163,5.90222519710742,6.11155016678277,6.14942922374946,5.72861141647019,5.75290413443025,6.34950025729088,6.35198423953915,6.68645105506168
"1314","K20798",5.61615570475163,5.90222519710742,6.11155016678277,6.14942922374946,5.72861141647019,5.75290413443025,6.34950025729088,6.35198423953915,6.68645105506168
"1315","K11578",5.58169656008591,5.8351849867318,6.54157719940434,5.88035174214693,5.6980390051858,5.54458103155224,5.78801970103741,5.92044845625149,5.24951996160804
"1316","K10801",7.23775100069361,6.93152530212958,7.77776055798591,7.32913691844173,7.28074111358114,7.48804320933332,7.13493783781659,7.00878358898233,8.01205743637713
"1317","K07568",7.7945220699443,8.06649285523311,7.33031290698243,7.1080528364222,7.11132683253729,6.99146456694468,7.37091140572367,7.28610105303078,7.5996350993702
"1318","K01173",5.7445638755882,5.8351849867318,6.52208917977436,5.84522061778649,6.02209530268172,6.05560689179765,5.48122794202011,5.29012982334045,5.75448181889378
"1319","K15050",5.7445638755882,5.8351849867318,6.52208917977436,5.84522061778649,6.02209530268172,6.05560689179765,5.48122794202011,5.29012982334045,5.75448181889378
"1320","K13205",6.46487170353889,5.96581477880676,6.35510109243944,6.65492174457078,6.85640199612389,6.7915860591569,6.75799299744295,6.81403677229155,7.19895676179342
"1321","K04499",8.88569734315749,9.05509490673687,8.98195434491424,8.98189752719318,8.88821838406381,9.08584099378806,8.13033714579409,8.2691018568378,8.58661031507446
"1322","K16540",5.86044036881641,6.05553546650431,4.99096371174793,5.42055984034831,5.41869181115968,5.71411335762894,6.03194260320865,5.66414111375787,5.32723501614166
"1323","K17480",5.86044036881641,6.05553546650431,4.99096371174793,5.42055984034831,5.41869181115968,5.71411335762894,6.03194260320865,5.66414111375787,5.32723501614166
"1324","K11293",6.4119442505864,6.57318981534439,6.30987186929424,5.94774676128873,5.63439014425781,6.113989553352,6.75799299744295,6.58722065106075,6.38179617208979
"1325","K14293",9.60875752480132,9.59660199074376,9.546389105596,10.0290030783807,9.87085444599643,9.86858030059012,9.08103067295239,9.15006868367325,9.13977585396866
"1326","K12812",10.1811182232552,10.1277387324657,10.5169100206706,10.6382201760899,10.3713130838925,10.4987682302509,9.61440444850689,9.77540340903353,10.4505665868935
"1327","K07042",4.76234657888056,5.26829008559678,5.06322604171512,4.88312449243562,4.75506759795332,4.74396726290169,4.97798491597879,5.1453946362405,4.05381843369368
"1328","K18550",7.81441298924291,7.66422542667573,7.43587720455163,7.57751568887782,7.44873682047115,7.57924382738885,8.30720197399275,8.22638670409224,8.21902725053337
"1329","K14443",7.23775100069361,7.57192809202887,6.78864476013305,6.76529140927869,6.73692453323519,6.45161324937518,7.24094290040427,7.19960632641427,7.19895676179342
"1330","K07964",8.0051983403453,7.87177020865671,7.81720036174353,7.99277564492691,8.11545544859115,7.99728670436459,8.67874398102222,8.44077990869554,8.76338595675762
"1331","K13182",10.1121906996095,10.0685908447734,10.4672256622945,10.5419839617016,10.2697340926522,10.4220828877971,9.53431420293688,9.70818517304846,10.4035585831377
"1332","K08337",5.50944973814757,5.52143966337457,5.93975865960736,6.15872496468502,6.06874946710979,6.02538178084334,6.25975492897635,6.2957004076287,6.58342029490677
"1333","K10689",7.51510817324748,7.35605055906866,6.65297140366918,7.11264957277896,6.90636012321414,6.78295814336832,7.41170642134295,7.43629119947002,7.63789611858373
"1334","K12767",5.39129467689157,5.26829008559678,5.84412935771197,5.09938704866344,5.09343751759194,5.13032571653745,5.17658894965247,5.37607190066078,4.51680807146026
"1335","K00850",7.9702055770528,7.93228036943707,8.54532473822475,8.3569233493792,8.41168640076637,8.34066303644231,8.77491780956747,8.2876855411039,9.02968556326075
"1336","K07198",10.441805009767,10.7433390051149,9.92602069151597,10.1973688632317,10.1829830153904,9.92908550194609,10.8587729697355,10.6691218227724,10.6023852883817
"1337","K15445",8.90737486937565,8.96779237163648,8.44852717249575,9.53155999656916,9.01930685303184,9.21066519433966,9.16620211809395,9.0229927517404,8.4363190728064
"1338","K07827",6.25957098988037,6.53361120035583,6.16403474337636,6.14942922374946,6.39153556844558,6.12817927163315,6.88071441047564,6.90261636569483,6.9762651798816
"1339","K01779",6.64290426603973,6.36253235136277,6.89730422422493,6.25681882603044,6.25998328051796,6.51627040034095,6.00393884736053,5.69549075655912,6.38179617208979
"1340","K12824",6.31878360555878,6.31610529563021,5.70366158816661,5.66621443973178,5.72861141647019,5.67400390001536,6.47368929314657,6.40597930873044,5.89833658777052
"1341","K10746",9.19101110619401,9.24526713489334,9.2972025570701,9.58879856862027,9.77193455318584,9.56212466551602,8.76324192164828,8.76611768507988,9.12646611476792
"1342","K11126",6.4119442505864,6.49283964523447,6.72248332619053,6.42593948024606,6.65108713355073,6.29978845923393,7.00692022163925,7.07532188989061,7.3142219081824
"1343","K00162",7.60178535373079,7.80048373110983,7.40502669805218,7.57751568887782,7.31780648666895,7.69692409168494,7.02026244246162,7.07532188989061,6.75893313472997
"1344","K01431",7.43143567104425,7.57192809202887,7.63486390311116,7.90892066226148,7.62859333244051,7.76312987348677,6.9934491926213,6.99737902646568,7.03534786133019
"1345","K07208",5.96628593171564,6.26798882810971,5.8105200560241,5.70690812882837,5.97365531655062,5.73366726176392,6.45377470853004,6.45787661916849,6.63590802672878
"1346","K07829",5.96628593171564,6.26798882810971,5.8105200560241,5.70690812882837,5.97365531655062,5.73366726176392,6.45377470853004,6.45787661916849,6.63590802672878
"1347","K07830",5.96628593171564,6.26798882810971,5.8105200560241,5.70690812882837,5.97365531655062,5.73366726176392,6.45377470853004,6.45787661916849,6.63590802672878
