"","add_backB","add_backC","pFe19A","pFe19B","pFe19C","pFe21_9A","pFe21_9B","pFe21_9C"
"K03237",3.83225219582789,3.74160879952795,5.69424030234699,5.1259977655345,5.20472188118357,6.14640230029964,5.90619532804831,5.97852714369297
"K15030",4.40791774752197,3.89089984849868,5.94963670529739,5.56190875014732,5.77256444158156,6.2462791971212,6.2146813876439,6.5619840088758
"K07003",3.90394698694913,6.39268255761091,4.45412670568623,4.15722654105439,3.51052260228198,5.18975722361582,3.66420011010173,4.52627663121796
"K17821",6.91536962192125,6.54801781144185,7.30175902758708,7.8054088098394,8.11102334189151,7.68039224978053,5.73214925022363,5.60473684945777
"K12820",4.1395752161365,4.46274553755057,6.07691661322139,6.57253420415178,6.15619368820378,5.83887655078709,6.37953005733416,6.51615669625157
"K02974",4.23739265122051,4.46274553755057,6.13645897810793,6.12153283708999,5.85823261376738,6.61230752210482,6.50358820760288,6.5619840088758
"K01006",7.56859313071881,6.44109672587669,5.61161968070036,5.89089346472528,6.06972251162708,5.49886775896209,4.37419463731836,5.16363871638931
"K14539",3.66114548296003,3.89089984849868,5.61161968070036,5.56190875014732,5.30214941626669,5.92235640778395,6.07698883358812,5.90855607144972
"K01100",3.55212783964546,3.74160879952795,3.88554994299838,3.06069622824735,4.05105746260566,4.31219835299119,5.29878098347983,5.89412885062636
"K01652",4.36787774396638,4.82985473806213,6.01472741737791,5.4512267291948,5.93890586264607,6.56178932362929,6.94873351255442,6.8396853176551
"K21480",6.36307193090221,5.99727704354188,4.89543997178088,5.19781614167454,5.20472188118357,5.32217485415129,7.12049890147162,7.34673964783685
"K07071",5.6725005117583,5.15205964657426,3.06069622824735,3.96294079341465,3.06069622824735,3.95906613862805,4.78073944969244,4.29118429764356
"K15507",3.66114548296003,3.54438689110964,5.69424030234699,5.56190875014732,5.6573871639517,5.92235640778395,5.08290217076892,5.37078592623737
"K16296",7.94325403012721,7.69756086327929,6.32698047616307,6.31951756473788,6.03358081098799,5.92235640778395,5.48419726707738,5.49283652239754
"K14448",3.66114548296003,5.23091354412197,3.64787161737727,4.88250743771577,3.83369835401554,6.27805593830214,4.64475777188031,5.28272432523905
"K07509",8.60525568197815,8.78349176412896,6.72400749828765,6.62311820441911,6.61102113376769,6.92319380439502,6.55032322549994,6.76347297866517
"K05692",11.3291925206607,11.2250989195014,11.4077932483236,11.2104739401558,11.2986114904826,11.1380376996272,9.43028532277586,9.11521936180045
"K11594",5.11777904311119,4.93067725719955,6.44885906075089,6.89384984795781,6.93576193031661,6.96255432783482,7.20286911095484,7.299084898719
"K00138",3.66114548296003,4.88130013178125,5.21874214792951,6.49311123648246,4.66644161726254,6.45501785408117,4.97799104862497,5.08655855000904
"K03924",6.44708119024635,6.50317772845405,4.5569893335116,4.45565302017821,4.14155388914875,4.68200447576778,5.60252858936864,5.77295517614624
"K08151",5.72817651319809,5.76070341524202,4.06438387231466,3.06069622824735,3.83369835401554,4.31219835299119,4.17043650730496,4.82233936004779
"K14799",3.7524059391993,3.89089984849868,4.96704932106271,5.50770282825191,4.85832147014056,4.96160424265771,5.73214925022363,6.5619840088758
"K14563",4.23739265122051,4.12316129053633,5.47743240514216,6.01097450057497,6.23764547494972,6.61230752210482,5.86936793781487,6.15761485550048
"K03321",9.35623739859711,8.78038781060016,6.72400749828765,7.12134810749154,7.33820871917867,7.12739003448958,8.26130053537065,8.23497502924152
"K04751",3.06069622824735,3.89089984849868,4.89543997178088,5.61402979579242,4.14155388914875,5.92235640778395,4.43394720022502,4.29118429764356
"K14844",3.55212783964546,3.74160879952795,4.5569893335116,5.19781614167454,5.06229444083647,4.96160424265771,5.71138061409128,6.30564540117536
"K09935",5.40658106480406,5.70810591998946,6.79897699030665,6.89384984795781,6.05176847244754,5.44252498487042,4.37419463731836,4.52627663121796
"K00163",3.55212783964546,4.30728029230473,3.06069622824735,3.06069622824735,3.06069622824735,4.78257233954085,4.43394720022502,5.51214145805221
"K03062",8.5000649911642,9.06433477410723,8.2265086567398,7.6073155889313,7.47743671641109,8.139916326988,6.63941874576279,6.32709968504161
"K03046",3.96943429481632,4.53274182861506,5.98256213390017,5.33057973794752,4.14155388914875,6.63690898607235,4.69185540130071,4.60769907922273
"K11128",3.66114548296003,4.01511494273611,5.21874214792951,5.84844254711016,5.83730850539953,6.14640230029964,5.21060952524949,5.92283488133494
"K03132",5.68663309775461,6.79088524727382,8.2265086567398,8.366267450425,7.31610889952323,7.1445864348271,6.515417040563,6.29479468495491
"K02896",4.90728189893886,5.02392031805905,6.35221120274774,6.3797801825838,6.45707906655678,7.35117628145758,6.91354144633365,7.23860482974902
"K02355",7.00081179056587,7.53738845811023,7.00281054614488,7.39207595017441,6.79335255776393,8.13133865366614,8.91429303369263,9.2491049990054
"K03773",8.1586382514952,8.41847893947347,7.10954333374396,6.87315106882236,6.64703446285146,6.42701948162297,6.07698883358812,5.86481611728776
"K04752",3.06069622824735,3.74160879952795,4.5569893335116,5.50770282825191,3.06069622824735,5.32217485415129,4.00494785540873,4.29118429764356
"K03686",10.1359067387802,11.3569601049849,12.2061230248609,12.9237313704248,11.7133740870788,11.6030131405465,10.6481710474236,10.5934788995036
"K02704",5.84576929159466,5.70810591998946,7.82385755755949,7.08585552777658,6.91626660946426,7.928416635725,7.12049890147162,8.18351326124534
"K10632",7.33468130644831,6.48791049017341,5.03477943913509,5.1259977655345,5.02406730881638,4.87535283474642,4.73713044089764,5.4533756435958
"K09490",6.84313591703986,6.29057739742909,7.01855412712095,7.04946074709773,7.2861027788981,8.05174983238222,8.55935319100697,8.94205352843882
"K17872",6.43890112275835,6.61974182564458,4.21234717552777,4.57810418974005,4.61315167313491,4.57193328740673,5.64711593113856,5.4332015709151
"K09864",6.57192442383451,6.18049782844122,5.56835127484861,6.25656689381976,5.8788451299108,6.07563756067023,4.78073944969244,3.81672420314534
"K09872",6.57192442383451,6.18049782844122,5.56835127484861,6.25656689381976,5.8788451299108,6.07563756067023,4.78073944969244,3.81672420314534
"K02049",3.06069622824735,3.06069622824735,3.88554994299838,3.06069622824735,3.06069622824735,5.38370900035812,4.86348420908097,3.59831070152196
"K03520",3.90394698694913,4.53274182861506,3.64787161737727,3.70378964137559,3.06069622824735,6.11146659341493,3.79721137023893,4.05265482807413
"K05657",7.84227159867511,7.24418565742484,6.30129064296061,5.33057973794752,5.79448515620543,5.79516871711417,5.45923313723028,5.62252141779386
"K01173",6.29207360687873,6.42514194866583,7.20887047943035,7.72711644539146,6.88651565516774,6.18048928898998,5.53277880759898,4.88610378376261
"K00996",3.83225219582789,4.30728029230473,4.45412670568623,5.04993187440687,3.51052260228198,5.79516871711417,3.48898178142677,3.06069622824735
"K13012",3.83225219582789,4.30728029230473,4.45412670568623,5.04993187440687,3.51052260228198,5.79516871711417,3.48898178142677,3.06069622824735
"K14768",3.06069622824735,3.06069622824735,4.34037558396529,4.96901862206091,4.61315167313491,4.96160424265771,4.94098384720806,5.49283652239754
"K01197",4.82840060542897,6.14180266672246,5.32834770063718,6.99307211134956,4.81315374692772,7.19497096079497,6.12440403996432,5.54994245691822
"K03250",4.36787774396638,4.21963441023177,5.88134984861211,5.84844254711016,5.60845679845221,6.66109221691377,6.2146813876439,6.43960701439498
"K07167",3.40902660833906,5.06807712825723,4.06438387231466,3.70378964137559,3.06069622824735,5.32217485415129,4.73713044089764,5.39191727526229
"K00626",4.18975141916205,6.10200988602636,5.37991687335562,5.19781614167454,4.05105746260566,6.77620662635964,4.97799104862497,5.41271887669631
"K00554",3.96943429481632,5.23091354412197,5.84590268590981,5.89089346472528,4.29972576499819,6.77620662635964,4.97799104862497,5.11276871592922
"K02727",7.98006676414473,8.97485189721429,7.91054095941316,7.42081199941398,7.40950971611101,7.87801715117895,6.82157065681319,5.90855607144972
"K03256",3.06069622824735,3.06069622824735,4.96704932106271,5.4512267291948,4.90187904770187,5.04228251828983,4.54433216078526,4.56772456616755
"K02728",7.38207099148425,7.65067398365705,5.80952317142959,5.4512267291948,5.93890586264607,6.45501785408117,5.57967484354938,5.21258463664765
"K14824",3.06069622824735,3.54438689110964,4.45412670568623,4.31744355023809,4.81315374692772,5.11813454237136,5.45923313723028,5.64007678912203
"K13101",4.40791774752197,4.01511494273611,6.53933179690465,6.46561714749111,5.77256444158156,5.83887655078709,5.53277880759898,5.83486942340325
"K02732",7.6864441806209,7.58805288656732,5.84590268590981,5.66422851832701,5.50496935924964,6.14640230029964,5.79263619589616,5.51214145805221
"K11843",7.71697686501883,7.79931647562763,6.49481676622141,6.01097450057497,6.15619368820378,6.42701948162297,5.79263619589616,5.21258463664765
"K13094",6.85543144854698,7.22599836288336,9.05972583177978,9.11439309968197,8.81620103157674,9.09756269707426,8.8738493689516,8.73333976303512
"K17302",8.62325776417393,9.09213542118037,9.72003700912142,9.10558946484206,9.06120778047842,9.25183279582368,7.47994007327244,7.16367537366695
"K14674",8.46055525588025,7.63699202033141,5.7721587270466,5.80464761754199,6.74991037042339,6.48247364472,6.72326155393718,6.883532779959
"K14016",7.64116435635718,7.4924930020344,5.94963670529739,5.66422851832701,5.70462511278713,6.14640230029964,5.77276777227027,5.16363871638931
"K20996",8.77750313247306,7.52257864017504,7.0495309610883,7.47661440601429,7.35275508781829,7.93828815559923,5.75260847223737,6.61509376619855
"K02734",6.89765075563198,6.87518126659558,5.73375201086828,4.57810418974005,5.60845679845221,5.55294904593214,5.11603469757174,4.60769907922273
"K06174",4.51974433181282,4.46274553755057,5.52365668021918,5.50770282825191,6.17286606883388,6.18048928898998,6.2146813876439,7.06572782597895
"K05909",5.31717866564395,6.35946077525693,7.20887047943035,7.25512989644613,7.1002029313708,6.73127064731295,5.69029259418503,5.00453001336378
"K17086",9.48877015978446,9.11202265502576,8.99778448871227,8.76335142595526,9.07221087516104,8.32429541992868,7.18086994953007,7.15774599806125
"K03240",4.36787774396638,4.30728029230473,3.06069622824735,4.68854469528905,4.29972576499819,3.70098503283656,5.69029259418503,5.64007678912203
"K02551",6.8797093652089,6.34255239709442,6.13645897810793,6.52008240846907,6.2056287452025,6.92319380439502,8.03125515721179,8.56040057192952
"K01738",8.93711702634841,8.91384423486344,7.4010380193873,7.10371176793581,7.02034353300717,7.47855576835212,6.88656670219554,6.65788508196374
"K03667",7.70009435662146,7.64384927779868,5.37991687335562,6.01097450057497,5.79448515620543,5.55294904593214,6.35335795630668,6.28385984668878
"K13797",3.96943429481632,4.38789837746142,5.69424030234699,5.26587545116269,4.14155388914875,6.53584017427779,4.59565503025175,4.39159657036805
"K01267",7.56113033285087,6.82762336336621,5.03477943913509,5.71264841550572,5.47781021121763,5.65504230283817,6.85907273500575,6.81724600066
"K15223",5.45747962193347,6.39268255761091,7.68317601872574,7.42081199941398,7.19212325058869,7.50539095730241,6.04446208783633,5.69142783367355
"K13338",3.7524059391993,4.21963441023177,5.32834770063718,5.84844254711016,6.06972251162708,5.65504230283817,5.57967484354938,6.19318417443408
"K15331",3.40902660833906,3.06069622824735,4.89543997178088,5.33057973794752,4.43624254226624,5.25763663122512,5.21060952524949,5.05979981469661
"K08066",5.53824682173164,5.88403200045838,4.06438387231466,4.15722654105439,3.94985781484734,4.44990772926082,5.90619532804831,5.75703209798922
"K19737",4.80092974641208,5.02392031805905,3.06069622824735,3.06069622824735,3.51052260228198,3.06069622824735,4.54433216078526,4.75503113699805
"K01951",3.90394698694913,4.21963441023177,5.84590268590981,5.66422851832701,5.83730850539953,6.45501785408117,5.57967484354938,5.8499237930114
"K00608",3.55212783964546,3.06069622824735,5.21874214792951,4.88250743771577,4.7662326969514,5.32217485415129,5.24066408067317,5.34931339201039
"K00128",3.66114548296003,5.15205964657426,5.21874214792951,6.49311123648246,4.85832147014056,6.27805593830214,4.97799104862497,5.03246637403625
"K15578",3.06069622824735,3.54438689110964,5.03477943913509,4.88250743771577,3.83369835401554,5.6049532904861,5.08290217076892,4.39159657036805
"K08720",3.7524059391993,4.53274182861506,4.06438387231466,4.15722654105439,3.06069622824735,5.79516871711417,3.06069622824735,3.81672420314534
"K22048",4.28280305662103,3.06069622824735,5.37991687335562,3.06069622824735,3.06069622824735,4.15258589860193,3.06069622824735,3.06069622824735
"K06185",5.6725005117583,6.44109672587669,8.29252197958635,8.02693436004214,7.66384243696952,7.38047552079357,7.77209196359686,7.65490726045269
"K03246",3.40902660833906,3.89089984849868,4.5569893335116,4.88250743771577,4.98464846342581,5.49886775896209,5.99420625987817,5.56845421250918
"K12254",3.83225219582789,6.08168150378143,4.06438387231466,3.70378964137559,3.6943218976063,5.32217485415129,4.09156297794167,3.98155693741436
"K00586",3.40902660833906,3.54438689110964,4.89543997178088,5.39226773642056,5.30214941626669,5.44252498487042,5.43379597793471,5.4533756435958
"K00681",8.45453424655042,8.28463617515203,6.32698047616307,6.69577323785772,6.52326195929479,7.1445864348271,6.35335795630668,6.39972304791152
"K14793",3.83225219582789,4.21963441023177,5.03477943913509,5.26587545116269,5.2380093398232,5.38370900035812,6.22917952277001,6.36905449585086
"K01324",5.47402527947332,5.19208450373973,6.74312271279737,6.25656689381976,6.37334894335714,5.70335893227879,4.73713044089764,4.17951147895877
"K05591",3.96943429481632,4.53274182861506,6.16530803427376,6.54655049498062,5.6331414797529,6.0011020822577,5.08290217076892,5.13845457851569
"K21993",7.31261210772755,7.28866967546311,5.09907139686205,5.75941688535165,5.17056108722248,5.49886775896209,6.07698883358812,6.34823282861296
"K00963",5.96567728553316,5.86023086350608,3.88554994299838,4.78943763297809,3.51052260228198,4.44990772926082,5.04888757416529,5.13845457851569
"K07508",7.58708232439215,7.1117443022946,5.21874214792951,5.26587545116269,5.81606284187838,5.55294904593214,6.09297293081922,5.64007678912203
"K03885",6.41407351809025,6.40900531716071,4.5569893335116,5.4512267291948,5.27047074779784,4.96160424265771,6.66084691435239,6.86177734664417
"K03092",3.06069622824735,5.11075510934637,3.88554994299838,3.70378964137559,3.06069622824735,4.44990772926082,4.90284218363963,5.16363871638931
"K15263",3.06069622824735,4.21963441023177,4.89543997178088,5.19781614167454,4.85832147014056,5.38370900035812,5.57967484354938,5.69142783367355
"K00864",7.15776277274536,7.13143058184783,5.52365668021918,5.19781614167454,5.09940721586595,4.96160424265771,5.77276777227027,5.78869623343925
"K01995",3.06069622824735,4.21963441023177,3.64787161737727,4.15722654105439,3.06069622824735,5.55294904593214,3.06069622824735,4.29118429764356
"K02730",8.15616637640768,8.21274336570629,6.49481676622141,6.52008240846907,6.45707906655678,6.75391568780904,6.25773537094801,5.89412885062636
"K14152",3.55212783964546,3.06069622824735,3.88554994299838,3.96294079341465,4.22388857893963,3.95906613862805,5.43379597793471,5.53117409298873
"K07735",8.33070163430078,7.65067398365705,5.98256213390017,6.12153283708999,6.54889416175324,5.92235640778395,6.82157065681319,7.23860482974902
"K14549",3.06069622824735,3.06069622824735,4.5569893335116,3.70378964137559,4.49841661110216,3.95906613862805,5.11603469757174,5.32748759089428
"K11599",7.44020719760989,7.50761457502298,6.40136023262735,5.97208751482087,6.45707906655678,6.30913215027987,5.45923313723028,5.03246637403625
"K01729",5.16017916558173,4.38789837746142,4.34037558396529,3.06069622824735,3.94985781484734,4.31219835299119,5.24066408067317,5.83486942340325
"K13106",4.18975141916205,4.59858541961818,6.32698047616307,6.31951756473788,6.38765256626523,6.33953869453939,5.92424881980201,5.70812531682303
"K10297",5.11777904311119,4.82985473806213,3.88554994299838,3.96294079341465,4.05105746260566,3.06069622824735,5.11603469757174,5.67452423385918
"K15026",3.40902660833906,3.54438689110964,4.21234717552777,5.4512267291948,4.98464846342581,5.55294904593214,5.40786621869559,4.91678477710234
"K00390",7.46041260501286,6.89837917321734,6.37699926782374,6.7872178245767,6.68215870970737,7.79351603897417,8.45657699249271,8.6991515058005
"K14841",3.55212783964546,3.74160879952795,5.37991687335562,4.31744355023809,4.22388857893963,5.6049532904861,5.53277880759898,5.4533756435958
"K02877",4.82840060542897,5.40952167162732,6.47202416869192,6.43757909332556,6.87645937110786,7.2113797320745,6.72326155393718,7.22732907468042
"K03031",6.74076033461743,6.70129277023665,4.89543997178088,4.57810418974005,5.42178742606586,5.44252498487042,4.82281795012733,4.78915641931072
"K11518",4.23739265122051,3.74160879952795,6.07691661322139,5.61402979579242,5.93890586264607,5.88124490396994,5.55642973671376,5.53117409298873
"K08081",6.22687595763124,5.93044277836757,4.06438387231466,4.15722654105439,4.43624254226624,3.95906613862805,4.73713044089764,4.88610378376261
"K11447",8.50783859961485,10.0105021975262,11.0287308374914,11.1486211172865,9.7949435264908,10.4215601098029,10.1958945689323,9.46311279428625
"K11478",8.50783859961485,10.0105021975262,11.0287308374914,11.1486211172865,9.7949435264908,10.4215601098029,10.1958945689323,9.46311279428625
"K02706",13.2074295402679,12.558421245852,11.5304146984386,10.9453573097236,11.4551344964113,10.596761004339,11.4797412587782,12.1264898020579
"K15290",7.18232709295435,8.69064737766079,7.06477153149772,7.36275292537065,6.83551072957438,7.22760281139062,6.47963041443047,5.67452423385918
"K19902",7.18232709295435,8.69064737766079,7.06477153149772,7.36275292537065,6.83551072957438,7.22760281139062,6.47963041443047,5.67452423385918
"K19905",7.18232709295435,8.69064737766079,7.06477153149772,7.36275292537065,6.83551072957438,7.22760281139062,6.47963041443047,5.67452423385918
"K03704",3.7524059391993,5.73465642172354,5.88134984861211,4.78943763297809,4.29972576499819,6.30913215027987,4.86348420908097,5.13845457851569
"K05673",7.10733339465996,7.13143058184783,5.56835127484861,5.50770282825191,5.45009130079512,5.25763663122512,6.67144120703031,7.11553871571563
"K03234",8.48044551901617,8.47717997970743,9.27738188614303,9.78623304038586,9.54781201118275,10.6828557086702,10.0502917650982,10.6173586420439
"K00895",6.96724510141447,6.54801781144185,4.34037558396529,5.19781614167454,4.90187904770187,5.83887655078709,5.57967484354938,5.64007678912203
"K03236",5.62920402411608,6.44109672587669,7.99229873138125,7.90018884506093,7.5798511188864,7.81511110884246,7.79636599721228,7.63799824561702
"K03064",7.41971343537092,7.4924930020344,5.84590268590981,5.56190875014732,5.58331601479807,6.2462791971212,5.55642973671376,5.4332015709151
"K02982",10.9225365659128,10.0210570858817,12.1806558330611,11.2053338087498,11.6346756642061,11.3976894792818,9.769679461478,10.2166568091728
"K09807",3.83225219582789,4.66082140944006,4.34037558396529,5.1259977655345,3.6943218976063,5.79516871711417,3.48898178142677,3.44194019023045
"K13836",4.58843731509713,4.01511494273611,5.98256213390017,5.50770282825191,6.2056287452025,5.65504230283817,4.4905328309307,4.23695489369443
"K03265",3.66114548296003,3.54438689110964,4.73828182606615,4.68854469528905,4.66644161726254,5.44252498487042,5.66887470956941,5.77295517614624
"K01079",4.18975141916205,3.89089984849868,4.21234717552777,5.19781614167454,5.02406730881638,5.32217485415129,5.92424881980201,6.22787559033857
"K03238",6.35438989716428,7.29740329292569,8.92891916895622,8.78004873928746,8.33229606516957,8.39047404573626,8.15649997070107,8.27103075514012
"K10831",3.06069622824735,3.06069622824735,3.88554994299838,3.06069622824735,3.06069622824735,5.25763663122512,4.64475777188031,3.59831070152196
"K15579",3.06069622824735,3.06069622824735,3.88554994299838,3.06069622824735,3.06069622824735,5.25763663122512,4.64475777188031,3.59831070152196
"K17679",4.90728189893886,4.71988533636292,6.07691661322139,6.12153283708999,6.42971565023542,6.07563756067023,7.0083092042024,6.97415652352833
"K03231",8.91244394881365,8.60901380457047,9.84400968750432,9.71567906368455,9.90240678881178,10.9277065535319,10.2876723460349,10.9538173151333
"K12867",4.93249083214221,5.23091354412197,6.47202416869192,6.22400462365785,6.70510249818367,6.96255432783482,7.08933166538541,7.15774599806125
"K09566",5.3715384050186,5.88403200045838,7.38899724430679,7.6073155889313,6.41583307086247,7.05646214873986,6.17026796406114,5.53117409298873
"K16732",6.43890112275835,7.71719649844978,8.10683837189552,7.83770082190463,7.25545555812592,6.81976979264062,6.76340213770173,5.54994245691822
"K03038",7.78579585434905,8.90816791824568,7.58110939579999,7.03091035088405,6.6351310459628,7.12739003448958,6.61766287383176,6.2617323937961
"K20276",7.27201134447164,6.92120641016441,7.16714183758762,7.06777379186278,7.33820871917867,7.33629926912814,5.43379597793471,5.34931339201039
"K21915",6.8307335619152,6.40900531716071,5.37991687335562,4.31744355023809,4.85832147014056,4.96160424265771,5.01393701432728,5.69142783367355
"K14537",3.66114548296003,3.54438689110964,4.21234717552777,4.68854469528905,5.17056108722248,4.87535283474642,5.88790390137905,5.49283652239754
"K18732",6.35438989716428,8.10763907116508,8.63542505216932,7.55645261845082,7.66965815014823,8.15691991353474,7.08143269997607,6.34823282861296
"K02357",4.58843731509713,4.30728029230473,6.10700408776224,5.80464761754199,6.23764547494972,6.58727288884638,6.13985918743208,6.2617323937961
"K02739",7.20647747841812,6.82762336336621,5.47743240514216,4.68854469528905,5.45009130079512,5.32217485415129,5.64711593113856,5.37078592623737
"K01835",8.94858339346549,8.81720133160789,7.42482079632731,7.703941490895,6.98336784362701,6.73127064731295,8.14898332601303,8.56040057192952
"K10273",8.54231010291307,7.93960931003896,6.24846303250846,6.31951756473788,7.18400630320278,7.73806602922302,6.52714807502314,6.83224467564437
"K03595",6.08664410502618,6.2728179912811,7.23602965302048,6.95420565191977,6.59881112435296,6.36930439915009,4.90284218363963,5.03246637403625
"K00106",7.11756229930843,7.08169801546158,5.16029022843321,5.4512267291948,5.36331455759161,6.0011020822577,6.83103895051118,6.90496181902477
"K12396",5.49036979081553,6.89837917321734,8.42790900999374,7.703941490895,7.23988280653262,7.27519901290257,7.2807621806064,6.86177734664417
"K02051",3.40902660833906,4.21963441023177,3.64787161737727,5.04993187440687,3.83369835401554,5.83887655078709,4.09156297794167,5.00453001336378
"K01609",8.08776967758743,8.20349913184397,6.22128728332514,6.40897470590301,6.2843456257463,6.84106256810365,7.50373923357782,7.84735868627642
"K10260",3.40902660833906,3.74160879952795,5.09907139686205,5.26587545116269,5.45009130079512,5.44252498487042,5.55642973671376,5.16363871638931
"K00033",8.23557831104933,8.66731136110801,7.77847547270044,6.97377091999364,6.99270175513424,7.49203602486079,6.58439189658861,6.22787559033857
"K02886",10.8189986823978,12.025448692055,12.2184779048824,11.9795592223787,11.5107747335627,11.8331370463776,10.1673685369465,10.2187870092033
"K02542",5.96567728553316,6.57714327671613,8.00022480450144,8.33646594282733,7.63440568330022,7.45120967467467,7.10500006756882,6.34823282861296
"K01199",5.91894948369973,6.25483195851776,5.21874214792951,6.12153283708999,6.03358081098799,5.44252498487042,4.00494785540873,4.43838738057252
"K01883",6.42239785748888,7.60923114335074,9.10816480037652,8.80201519044016,8.24159275677522,8.07877116909341,8.09523878287934,7.5183435074715
"K11808",3.7524059391993,3.54438689110964,5.09907139686205,5.33057973794752,5.33308513454881,5.96228604361,4.64475777188031,5.16363871638931
"K14846",3.40902660833906,4.01511494273611,5.09907139686205,5.75941688535165,4.90187904770187,5.38370900035812,5.48419726707738,5.58671667824098
"K03267",3.66114548296003,4.38789837746142,5.21874214792951,5.26587545116269,5.27047074779784,5.11813454237136,5.99420625987817,6.27283954211596
"K07243",4.58843731509713,4.46274553755057,5.56835127484861,5.93208335466937,5.30214941626669,4.44990772926082,3.66420011010173,3.71727225541024
"K13420",5.16017916558173,5.76070341524202,7.47123632361777,7.25512989644613,6.86633177686815,6.96255432783482,6.35335795630668,5.75703209798922
"K00366",4.23739265122051,4.66082140944006,3.88554994299838,4.45565302017821,4.43624254226624,4.68200447576778,6.07698883358812,6.09625277467798
"K09489",8.69309866317193,9.31009550051352,9.74381333702895,9.69821990853376,9.01633607908091,9.14517513596474,7.62802317433613,7.67576766191052
"K14981",3.96943429481632,6.35946077525693,5.4295625933238,5.80464761754199,4.90187904770187,6.53584017427779,5.17984546543623,5.25975898358627
"K10696",6.41407351809025,7.16046186761108,8.92059680228245,8.6945582864506,8.15311197728795,8.39764305271146,8.01480489380908,8.0333241245413
"K07736",3.7524059391993,4.30728029230473,4.81940992850775,5.1259977655345,3.6943218976063,6.2462791971212,4.86348420908097,4.91678477710234
"K20715",7.99397855994248,7.92842668269408,6.32698047616307,6.19067096987651,6.29957472312943,6.0011020822577,7.39339295837814,7.3674219667692
"K01810",6.68667677333121,6.60568367114356,5.88134984861211,5.89089346472528,5.97755115652027,5.79516871711417,7.67592344384446,7.82885929006973
"K09560",6.22687595763124,7.06131105993603,7.31455105721658,6.7872178245767,6.49715826432004,6.66109221691377,5.81222237055073,4.71989922833392
"K14648",9.6598107259819,9.09962531135059,7.84161701881219,7.86928399093414,8.14479207849261,7.2113797320745,7.50373923357782,7.94677754738509
"K09828",5.16017916558173,4.59858541961818,3.06069622824735,3.96294079341465,3.06069622824735,3.06069622824735,4.00494785540873,4.60769907922273
"K03544",3.55212783964546,4.66082140944006,5.21874214792951,5.19781614167454,3.83369835401554,6.11146659341493,4.69185540130071,5.13845457851569
"K01626",6.63045753520754,6.59148511318915,8.1502193538693,7.794481707859,7.79199157783814,8.7842107760277,8.10304047166565,8.62396008318498
"K01366",6.79924777433537,6.61974182564458,4.96704932106271,5.71264841550572,5.36331455759161,5.04228251828983,4.73713044089764,4.71989922833392
"K00311",7.78899223824408,7.60923114335074,5.47743240514216,5.97208751482087,6.23764547494972,6.36930439915009,5.97704371167054,6.14555534073431
"K00022",6.7735490524094,6.63366236492705,4.5569893335116,4.78943763297809,4.90187904770187,5.49886775896209,5.60252858936864,5.65740910016049
"K08341",7.59075179119169,7.44614902806268,6.44885906075089,6.08564214380737,5.85823261376738,6.0011020822577,5.53277880759898,5.4332015709151
"K10728",8.64808883444919,10.0612430183169,11.0584216702457,11.1624793088059,9.8471159426712,10.4494079110729,10.2513081605215,9.54123220005348
"K12585",3.55212783964546,3.06069622824735,4.5569893335116,5.39226773642056,4.66644161726254,4.68200447576778,5.01393701432728,5.25975898358627
"K03136",5.09604320389071,5.34094371570836,7.24941872886342,6.40897470590301,6.26895024476543,5.79516871711417,5.24066408067317,4.82233936004779
"K09422",6.52638570594468,6.34255239709442,6.98689177090626,7.54345054089095,7.42335459808175,6.45501785408117,6.02791036977158,5.00453001336378
"K06047",5.42376322003149,5.15205964657426,4.45412670568623,3.96294079341465,4.05105746260566,3.06069622824735,4.73713044089764,5.37078592623737
"K16601",5.42376322003149,5.15205964657426,4.45412670568623,3.96294079341465,4.05105746260566,3.06069622824735,4.73713044089764,5.37078592623737
"K16610",5.42376322003149,5.15205964657426,4.45412670568623,3.96294079341465,4.05105746260566,3.06069622824735,4.73713044089764,5.37078592623737
"K16770",5.42376322003149,5.15205964657426,4.45412670568623,3.96294079341465,4.05105746260566,3.06069622824735,4.73713044089764,5.37078592623737
"K15382",7.38630255794778,7.01964479481106,5.27468703630753,5.50770282825191,5.27047074779784,5.44252498487042,5.9420707063803,5.69142783367355
"K00815",6.63045753520754,6.39268255761091,4.81940992850775,4.57810418974005,4.43624254226624,5.79516871711417,5.69029259418503,5.47325086442577
"K03253",3.55212783964546,3.74160879952795,4.45412670568623,5.04993187440687,4.61315167313491,4.96160424265771,5.64711593113856,5.81964929520513
"K01881",9.23974552187175,9.81358950335905,10.5227793233224,10.5922179017837,9.87376926314595,9.7736557838601,8.44435045155232,8.51487402737465
"K03037",7.40310518459637,6.99834767810556,5.65355478172838,5.71264841550572,5.77256444158156,6.21376883192467,5.11603469757174,5.25975898358627
"K11717",5.00519531173046,4.93067725719955,3.06069622824735,3.70378964137559,3.51052260228198,4.44990772926082,5.14833419987328,4.97596019931165
"K19327",6.94442142240915,6.93248472692397,4.73828182606615,5.39226773642056,5.95836264985175,5.32217485415129,6.12440403996432,6.62375563383354
"K02258",4.4464952743784,4.46274553755057,3.06069622824735,3.06069622824735,3.6943218976063,5.04228251828983,5.01393701432728,4.68368883754987
"K02879",7.96319317571861,8.03652602429676,6.49481676622141,6.52008240846907,7.17584312425627,6.63690898607235,8.25080595514786,8.35611890382257
