"","ko_id","add_backA","add_backB","add_backC","pFe19A","pFe19B","pFe19C","pFe21_9A","pFe21_9B","pFe21_9C"
"1","K03839",3.3242427715984,3.3242427715984,3.3242427715984,3.3242427715984,3.3242427715984,3.3242427715984,11.6048203502169,11.4397638950114,11.4168154853267
"2","K01679",6.55442634149844,6.30449961294546,6.46315036897825,6.59532147500644,6.70050146307846,6.84883666437119,12.9523789909148,12.8130019801209,12.7536321133129
"3","K00525",6.36584984690959,7.06754629272834,5.72241312259111,10.5660785641273,10.496917857969,10.3265511798296,10.8348655187859,10.9160854981054,10.6647443997393
"4","isip_2a",9.51469939913567,9.40175230378557,9.01323320996492,9.31026633158954,9.58685912796073,9.37296742619888,13.0458340464905,13.055293281086,12.5980220421308
"5","K07636",5.28768852084279,5.5874848605247,10.0653827642892,4.55704942344488,4.87310372099122,5.47591133621941,4.7806325506996,4.70971143979871,4.44635669290082
"6","K16752",3.3242427715984,3.3242427715984,3.3242427715984,4.16469162890316,3.99271062842623,4.15476575308683,6.69522275154604,6.83688577218922,7.49033412152531
"7","isip_3",3.3242427715984,3.3242427715984,3.3242427715984,3.3242427715984,3.3242427715984,3.3242427715984,6.75400549873623,6.70407292832741,6.38549676681326
"8","K02639",10.0850732812932,10.0152218632455,9.1069455492547,10.13744121981,10.1513444988604,9.87307366550237,6.78813976162694,6.87105038554987,6.47549890451885
"9","K00789",9.00332295913344,9.10787048864525,9.01323320996492,9.7122538110032,9.90612028919453,9.73161248294972,6.48879318486941,6.15356932778219,6.22826057178109
"10","K02320",5.88903076137137,6.14455808008041,5.72241312259111,8.78692581231104,8.680613913705,8.62191485611389,9.36365782684364,9.53922097538793,9.27566931259396
"11","K03743",3.3242427715984,3.3242427715984,3.3242427715984,3.3242427715984,3.3242427715984,3.66719558732961,6.37300052917515,6.55750246038432,6.56008647614122
"12","K17576",7.79389136829444,7.29509731499541,3.3242427715984,7.47865193265744,6.8842316742489,6.39640419749873,7.6726821009656,7.900487527538,8.56882424998298
"13","K08906",8.65006856063811,8.44297044407121,7.67544158196234,7.96130408102393,8.15036580897704,7.97528045500132,4.97052567648395,5.39644990133891,5.394704784104
"14","K10895",4.00524213135329,4.13631746077298,6.46315036897825,7.09403121008232,6.89496249905008,6.90508268851141,7.67872344829692,7.75645999910761,7.74780480448635
"15","K04615",4.15455128690748,3.90220448056857,3.3242427715984,4.43324711567612,4.34753171072266,4.15476575308683,6.91702011906844,6.84836547567981,6.50994588169258
"16","K17785",5.09360591977132,5.23792291183875,9.0763799675459,4.64071943128945,4.92090222745264,5.01248781657806,5.01350401626013,5.18193065954307,4.60989129688241
"17","K00034",3.80799564389737,3.3242427715984,3.3242427715984,3.3242427715984,3.3242427715984,3.3242427715984,6.07095236735795,6.03631039383473,6.30908925806578
