"","add_backA","add_backB","add_backC","pFe19A","pFe19B","pFe19C","pFe21_9A","pFe21_9B","pFe21_9C"
"K20521",7.5099957564982,6.89354079436386,7.13853668437363,6.84565886358469,7.69125424224912,7.12114851814573,7.85969378263593,7.4509378421905,7.90424535335988
"K14719",7.47680263281619,7.4072442312812,8.3240904155207,7.87948517606112,8.14748527410289,7.89101346930767,7.9165560210266,7.83833171604019,8.69093062719783
"K20456",5.30943722411522,5.26059181866354,5.1831251469365,5.37885481819573,5.98763345888716,6.06171372036782,5.51689988862175,5.37698484624884,4.76616749378603
"K20462",5.30943722411522,5.26059181866354,5.1831251469365,5.37885481819573,5.98763345888716,6.06171372036782,5.51689988862175,5.37698484624884,4.76616749378603
"K02735",8.46984123038677,8.67921512595781,8.87284644155225,9.15832022799447,8.81694331036599,9.03516534169815,8.09944056020177,8.19737598211903,8.14271567789809
"K00951",9.12979093966609,8.96273448454105,8.94218937035358,8.71846864190503,8.62403711390455,8.51133335922903,9.50946382334809,9.27131174449096,9.68245491186881
"K16487",8.03823026641985,8.00418531109481,8.07328033748502,7.57623027948728,8.16282018965585,8.02695942089636,7.26514862377069,7.04225280729637,7.71585343299643
"K12581",10.3256043745093,10.429854811872,10.712284585975,10.6661757339405,10.4232460889419,10.6231670306329,9.6348905854237,9.7393964435873,10.0406112941538
"K10526",8.05510912235813,8.44480247582211,7.27089091964765,7.90601601144269,7.3756252826994,7.30034137188413,7.71479624476631,7.82571599191621,7.42786637603348
"K10580",8.40998124730118,8.4551580303223,8.57016700667562,9.10687919737566,8.99557683446,9.04937315541224,8.03677651453474,8.10141447049691,8.44284221968708
"K00432",8.50295863156897,8.55480196860503,7.89264009789467,7.77966729170578,7.56558849003829,7.73632875307144,7.58017472395469,7.55430830962354,7.57915643838588
"K12375",10.5624754801289,10.472434721526,10.8169142712068,10.2518769582094,11.2878088927511,10.7256032351191,11.0932678772419,10.8364452470279,11.4872408970314
"K14560",5.78628760502312,5.31841345019191,6.58806374047133,5.72067809765893,5.80059684136544,5.73641092359976,5.3295475601826,5.69913463836962,5.29493496786928
"K03129",9.73288971092754,10.0920051903272,8.92065047422707,9.21328356222713,9.17472207961336,8.92195657990057,9.6179317185687,9.64256887492395,9.28236756630656
"K08718",6.10012158333915,5.87393433194204,6.44940440651494,6.42374316765194,6.75099453594328,6.42590414705483,6.50647539447441,5.94981919153626,7.13886489902283
"K14429",7.04833954816536,6.87792344480979,7.07397374645056,7.80810283447485,8.02970858601705,7.80528887333471,7.63216413909119,7.425971164032,7.44230816232051
"K03252",9.99489452760696,9.79124907591872,10.0922278632903,9.77667621795936,10.1695706892816,9.96126882749567,9.13329896471869,9.09685920767587,9.52677021128376
"K04960",8.00964835988291,7.9828232066905,7.65109463858914,7.56958673579919,8.12155631235854,7.53758435714174,8.49824790921384,8.47215271369631,8.50558888844629
"K12026",7.52630501596326,8.13898289517853,6.84458142895629,7.20292808298426,7.51843789066715,7.16152219601713,7.88128353457463,7.48355548729858,7.19135118057932
"K13366",6.12301716518889,5.93976897324573,6.49050749157883,6.77110183930122,6.99170645276208,6.95455724373987,6.10731692640027,6.33647338557678,6.79703487796161
"K14515",8.26781348568317,8.74816022171059,7.47372957270726,7.96017570049045,7.94345667618461,7.49111658773901,8.23950721029413,8.16776136767009,8.03319738074994
"K03773",10.2834350694558,10.2664078132269,10.9722453724675,11.1404762610216,10.954163882994,11.0647030147372,10.2123295050642,10.2716695656727,10.4909304793534
"K11796",7.18907547666735,7.31846862786922,6.51059427025518,6.58848264180242,6.92012601748341,6.36789494925277,7.37134483442669,7.25667922255257,6.57454160769106
"K11088",9.0283791891403,9.03000075963093,9.17524086353546,8.9341084948398,8.71336726857508,8.79907436593057,8.23950721029413,8.02083062390754,8.44284221968708
"K15891",7.50177015310031,7.50086918724137,7.17589010242309,7.24545353815022,7.0597775051286,6.96223093553522,6.23099895861291,6.74828705460635,6.92752160575946
"K01519",8.15240256436828,8.03909430553645,7.51295844742429,7.97026296217014,7.34885276977347,7.89101346930767,7.16218852160646,7.26611538468645,7.20841855973596
"K05747",7.79846135231986,8.03909430553645,7.45369963623262,7.55620554789848,7.3756252826994,7.10742731203095,8.28330966784332,8.05900205783968,7.35335537936261
"K05860",5.81577449675631,6.27513692278353,5.74483833867861,6.0665201500987,6.44128557173689,5.90139829627412,6.63414961297887,6.77532680776303,6.67794087315646
"K14291",5.15862565161623,5.60954849818133,6.17157339616234,5.28266408483737,5.34326784872759,5.07715082476454,5.6762341279122,6.04650747879363,5.21271847302884
"K14323",6.37002395672128,6.84614805852498,7.32716200192311,7.07649242222041,7.48610911788273,7.33593715076986,6.56268072649778,6.77532680776303,6.60114141472037
"K08903",9.92954871452191,9.37307548830836,9.269092056708,9.77452897004173,10.4680102647697,9.89795621224926,9.35936863662512,9.44752277008316,9.99284568137565
"K03166",8.14716743722741,8.33130351211748,8.63336894149311,8.51537388901824,8.72372320762791,8.43211268582131,7.76216524350947,7.62169730921386,8.63592651134199
"K18749",10.9943485049091,11.0288281723867,11.1320959636979,11.0918839206572,10.8549714893113,10.8864390511211,10.0304885596387,10.279739358334,10.4892103740175
"K18595",5.21168312492363,5.60954849818133,5.45456057440311,6.13495359617271,5.82916066478096,5.98415316198367,6.36532328044602,6.13626070564404,6.27457552655711
"K21956",6.14550746399886,6.32339994578932,6.62519048743706,6.86780948750721,6.89541920065478,6.74738628061616,6.05426873687063,5.92441498820773,5.97205637093832
"K22075",6.14550746399886,6.32339994578932,6.62519048743706,6.86780948750721,6.89541920065478,6.74738628061616,6.05426873687063,5.92441498820773,5.97205637093832
"K10523",11.850963220193,11.9388262799461,12.0395938448967,11.8538869133183,11.8872751175543,11.8046709616249,11.0153075998054,11.072379183164,11.3318199533656
"K21991",8.55519683460264,9.00558267196794,7.84749628620039,8.17370390444717,7.98435623200123,7.78835932032484,8.52127367089094,8.4961509799711,8.26879071940602
"K13416",8.49475061692545,8.39725501357821,7.53217273608285,7.41865232935928,7.53432969290491,7.87907806000953,7.8080090585206,7.51543826092487,7.66765322283617
"K00495",5.43984038971845,5.6914522523291,5.30094685988732,4.68630851651948,5.42758116612426,5.03827193250563,5.6762341279122,5.08550533726367,5.97205637093832
"K00512",5.43984038971845,5.6914522523291,5.30094685988732,4.68630851651948,5.42758116612426,5.03827193250563,5.6762341279122,5.08550533726367,5.97205637093832
"K07408",5.43984038971845,5.6914522523291,5.30094685988732,4.68630851651948,5.42758116612426,5.03827193250563,5.6762341279122,5.08550533726367,5.97205637093832
"K07418",5.43984038971845,5.6914522523291,5.30094685988732,4.68630851651948,5.42758116612426,5.03827193250563,5.6762341279122,5.08550533726367,5.97205637093832
"K11868",5.43984038971845,5.6914522523291,5.30094685988732,4.68630851651948,5.42758116612426,5.03827193250563,5.6762341279122,5.08550533726367,5.97205637093832
"K20617",5.43984038971845,5.6914522523291,5.30094685988732,4.68630851651948,5.42758116612426,5.03827193250563,5.6762341279122,5.08550533726367,5.97205637093832
"K20526",7.29802482865732,7.72395345718365,6.71379041886307,7.00373275630567,7.0597775051286,7.03672150178686,7.88128353457463,7.6930042853016,7.32241275554774
"K03453",8.70850987804545,8.94082230203471,7.83983142414698,8.30881423159719,7.94937165838347,7.86300725627485,8.37723046948324,8.4518430998192,7.97512356365038
"K11453",6.90445550984628,7.0266929622697,7.06069485889983,6.58848264180242,6.17162036873266,6.57605197042064,7.13824371199736,7.18878853299393,7.45660389780241
"K03155",8.94357791372054,8.88453599512305,9.15694194778734,8.52734791192989,8.88309590117289,8.8547634920275,8.14172761794652,8.00415421425167,8.89725110643034
"K05516",5.97893982646385,6.45839415827505,5.62957387794057,5.81072030506389,6.21373644878957,5.49615558450082,6.52547317834136,6.15774063394083,5.50699608330568
"K07759",6.92949716022885,7.29537251897999,7.17589010242309,7.51528695794567,7.23636291432761,7.62618593665089,8.01742906741298,7.96446872897497,7.92485779987113
"K12624",7.43418522210041,7.27189097729506,7.55112995997496,7.91388003326783,7.70533357174401,7.69146811576177,6.97170680745763,6.77532680776303,6.98841796862556
"K03802",5.62646840561735,5.52112512623226,6.14549531044892,5.77297494461456,5.54243142132904,5.83087923009627,6.10731692640027,6.49373895489406,6.54740633541965
"K08654",8.03255941460259,7.87093999614208,7.51295844742429,7.54946729780001,8.14748527410289,7.60212418842357,8.48893321807849,8.53141271781633,8.23624055034213
"K18182",7.69432384963013,7.50086918724137,8.17407200924036,8.17152245718137,8.21768378681137,8.24070915625425,8.00438375047151,8.25951493570341,8.88682388779911
"K05663",7.25937746477025,7.51089958424848,8.09915149554043,7.8469828852594,7.66987036379954,7.74951572585153,7.99781616954721,8.30100843069342,8.50558888844629
"K03853",4.82477877306939,4.89529336619183,5.45456057440311,4.68630851651948,5.54243142132904,5.49615558450082,5.09717438578368,4.61597313661308,4.58266331654662
"K20877",5.47985586433139,5.06129174442032,4.133579141782,4.94155888668375,4.81798836337156,5.07715082476454,5.27668584746325,5.3342341438843,5.02130679844054
"K14798",8.29171854611522,8.38104919850884,8.89142104677898,7.77102475676272,8.28460277540663,7.94161040640043,7.88840812094501,7.65779801525583,7.85137279919458
"K16831",9.62630412140125,10.0483134984078,9.09099989858697,9.00670067041404,8.93153207430994,8.8907268139154,9.25351344493833,9.16571337721893,9.60194460762776
"K11756",6.46060931936202,6.22501515808004,5.66930404537611,5.46663802782124,5.5055116084466,5.49615558450082,6.02688048257726,6.02303160672272,5.37066553745892
"K01756",8.68346532013229,8.63438242392549,8.6854140784852,8.78405896020183,8.56764604428446,8.83643897041605,7.90957091600671,8.01529340961408,7.89382642087558
"K16944",8.68346532013229,8.54998060203791,8.8426190430896,9.03809018414856,9.34523700385728,9.18262406645064,9.32581150104021,9.27823734525224,9.81747672451741
"K04445",5.6602685545812,4.67528254057127,5.1831251469365,5.72067809765893,5.80059684136544,5.27955518817207,5.27668584746325,4.81268266273366,5.37066553745892
"K05760",6.16760807924654,6.50050468853944,5.405904506574,5.62300954093829,5.54243142132904,5.52029545897012,6.08107178873294,6.15774063394083,5.56908784779687
"K06269",10.7895027402473,10.7628135125515,10.8101051977094,10.9312695901942,10.6122560430002,10.734414997429,9.88924941094376,9.9834178607196,10.2419931257108
"K01008",8.43164751961106,8.51577012039916,8.58851016461837,8.38039322253211,8.60174556530169,8.50618582520136,7.77761102875979,7.7205548844099,7.72765252868047
"K14549",6.14550746399886,5.87393433194204,6.90558864278346,5.91727941801963,6.10572699115085,6.09144118713685,5.91084528590182,6.61950242548933,5.68367528529582
"K12826",8.57089524833308,8.69676384980542,8.75606114416987,9.03569975928746,8.86450352392659,9.03873046340214,8.08092788528271,8.1221583672331,8.13390257068224
"K14163",10.2606717451431,10.6209102396091,9.95431440039307,9.84238596425403,9.8474187637829,9.78052527689399,9.36953859897326,9.56919384858701,9.51328651911473
"K09595",7.96269408957215,7.99710003053944,8.29643405933529,8.29084923534983,8.56380675932366,8.54685856229662,7.50775153237239,7.60699609803545,7.78522407358168
"K04989",6.46060931936202,6.72876598607698,7.29367007608953,6.16319001443452,6.47566804143951,6.54526328887586,6.38643119777511,6.40868212127681,5.88343358867994
"K13219",8.21377528384412,8.20190144494757,8.63336894149311,8.5119343215738,9.00692121778264,8.87085827934117,9.28877683032946,9.12786823650025,8.91275159948614
"K01490",7.82499174594562,7.63522009747604,8.01330035027208,7.19860377648521,7.47791023229501,7.28220014050458,6.79792526602475,7.14846487649094,7.76247402411242
"K19476",8.0991692363357,8.53053164825319,7.4435772676339,7.96774781653138,7.4446310881642,7.39333567356587,7.84511690211794,7.95870830500034,7.48476904891795
"K01893",9.40371496063752,9.33440156924175,9.57262762160025,9.53084753258133,9.29061125569008,9.62805011647642,8.57507447869417,8.79257378845428,8.82262179479419
"K00592",6.16760807924654,6.69329210232897,5.84969361959438,5.93973674570405,5.5055116084466,5.84890085969934,6.1829487821272,6.22010055868127,5.44106979019712
"K02356",8.40122231039146,8.03218036578482,8.65092756010207,8.35564884414551,8.77772937681321,8.29549414985876,7.74655007717426,7.6143657323235,8.36222882058821
"K02636",9.00836271875045,8.73123142609568,9.21410840428093,8.96584821418212,8.73400508620098,8.66239269997976,8.0684516625696,8.31006836173383,8.22798616036881
"K01802",12.6215259920077,12.7551030460498,13.1483095435433,13.2852549803015,13.0736327559925,13.1904304354707,12.2558213091701,12.3148258910692,12.5953634887331
"K00228",8.43594179895461,8.28558837506894,8.83111798329079,8.6776283770354,8.66402796986899,8.87085827934117,7.80047013554087,8.01529340961408,8.06137294605815
"K16459",7.61279872394584,7.60748240731871,6.99233175074368,6.59520646970805,6.7088150477075,6.92343024811211,7.08908751221813,6.74828705460635,6.65282110496417
"K19788",10.6238431824269,10.610549538468,10.8052218189744,10.7667938153897,10.7793424328994,10.7867137639679,9.88571200909173,9.95633959584817,10.0891184143069
"K06018",6.96623027474092,6.65686949877722,6.81303397228742,6.65426272390952,6.8575098471392,6.9468408307072,7.35073640262559,7.11744081656408,7.87275752406933
"K03386",4.48164902292176,4.98281363742684,4.78501096032376,5.32228041696452,5.67882423908948,5.54390486792041,5.22071216726815,5.37698484624884,5.44106979019712
"K12132",8.40998124730118,8.39725501357821,7.54168304297484,7.56291192551208,8.2610602082077,7.61179787978616,8.37723046948324,8.36325789317446,8.09809725861741
"K10397",7.25937746477025,7.34119204192853,6.53038429299053,6.2873342483995,6.33244065060493,6.43720729744857,6.63414961297887,6.51011834021196,6.84191758465984
"K12618",8.58255749425215,8.22631483772251,8.15570624125322,8.33437265223248,8.51293911327573,8.3044248310063,9.22858453107491,9.03821429354466,8.90760330017811
"K21110",6.40700442508973,6.72876598607698,5.97661224990951,6.12540072316585,5.85705573945199,5.56701138437097,6.70203739726704,6.37307190359419,6.30782987201892
"K00845",10.1012261388173,10.0969623958376,10.7007608094318,10.6163058597066,10.5775243794698,10.5901730970669,9.62855437182772,9.81433850182104,10.292183554647
"K22470",6.56176303694044,6.81362209720167,6.44940440651494,6.86230511863524,6.87026239867285,6.8915868236743,7.71479624476631,7.00874439140159,7.33796899831541
"K03106",9.8450795774143,9.72447200362184,9.85192704486914,9.76230044404175,10.0111552006607,9.69053562163792,8.85778818657868,9.09162547860207,9.44034977595257
"K13806",6.31253056314035,6.45839415827505,6.24677412368665,6.6348619775498,6.7088150477075,6.88350995792945,7.30859286535446,7.06415190311592,6.20539925521324
"K13197",7.10415891895852,7.10886494070106,7.83983142414698,7.36196645160198,7.34885276977347,7.47528214059698,6.68538053070006,7.20852336747898,6.60114141472037
"K17391",7.10415891895852,7.10886494070106,7.83983142414698,7.36196645160198,7.34885276977347,7.47528214059698,6.68538053070006,7.20852336747898,6.60114141472037
"K17392",7.10415891895852,7.10886494070106,7.83983142414698,7.36196645160198,7.34885276977347,7.47528214059698,6.68538053070006,7.20852336747898,6.60114141472037
"K01414",8.13663940053081,8.05282269700071,8.67257840428008,8.69440730408936,8.38383038078678,8.67620260344655,7.61504502517805,7.98728092855324,7.98496789438433
"K19045",7.34488780080039,6.98371364699483,6.03547028413122,6.39289382922527,6.42375528631845,6.40300476865129,6.73475284261611,6.49373895489406,6.51971211176284
"K02605",6.33197609927743,6.96908649499417,7.60652689431812,6.96842990139235,7.08174797688284,6.97745209982872,6.56268072649778,6.542288543516,7.13886489902283
"K14191",7.0137419762171,6.74616313530782,7.58830054663718,7.00373275630567,6.9443992892352,6.70191768306128,6.73475284261611,7.20852336747898,6.20539925521324
"K09486",9.57864967731513,9.43182598786255,9.58408184451775,9.49564387536909,9.78952373034806,9.79428981055106,8.70137218981517,8.94840688505055,9.09134421543013
"K07404",5.5916155145683,5.06129174442032,5.88268873040026,6.2873342483995,5.74130526635109,5.75592272638365,6.32206405938347,5.87195903838904,6.05473329265943
"K16862",8.50295863156897,8.54028904481021,8.15570624125322,8.09299901813494,8.40545595445781,8.15109292445621,9.08781119660985,8.98274468959506,8.92808688903757
"K03070",7.69432384963013,7.3964480207752,7.4435772676339,6.77698299462936,7.02615825113452,7.06543551348553,7.20888384126087,7.11744081656408,6.40281374203074
"K16911",9.20958205175751,9.29753596697222,8.75606114416987,8.1974830532391,8.30776495968131,8.48540915217404,8.70137218981517,8.93677643258797,8.51239444154228
"K17794",7.30752302203094,7.70664423719818,7.87775032541339,7.87948517606112,7.63349968134467,7.80949001924132,7.05104984256945,6.87845536639466,7.19135118057932
"K11318",5.30943722411522,4.98281363742684,5.62957387794057,5.98345427227477,5.57813515747254,5.79399603480514,5.37970407614454,5.45742290105385,4.76616749378603
"K01530",9.68508913039995,10.0050156567229,8.80783625238734,9.27435708082795,9.28828960581492,8.9953549119976,9.73068501414598,9.63179794725414,9.52341109775069
"K10361",7.12587625708707,7.23591642755204,7.23601473864426,7.41494326498627,7.61122170454022,7.28827324670741,8.04316791902851,8.10141447049691,7.92485779987113
"K08716",4.62464498030338,4.51773943897777,4.96997424857993,5.17565827384932,5.42758116612426,5.03827193250563,5.51689988862175,5.45742290105385,5.50699608330568
"K18952",6.77193513103234,6.63828536760909,6.36317441352672,6.75330532041659,6.6049960127167,6.90760022861534,7.38153722336309,7.49958661917947,6.54740633541965
"K18693",6.99018930394043,6.76334174656512,7.34905552574656,7.48733612235129,7.58858854113398,7.40454039652763,7.31924754708779,7.62899122583195,8.08900417984218
"K06104",7.12587625708707,7.23591642755204,7.23601473864426,7.41494326498627,7.61122170454022,7.28220014050458,8.03677651453474,8.10141447049691,7.92485779987113
"K08834",7.12587625708707,7.23591642755204,7.23601473864426,7.41494326498627,7.61122170454022,7.28220014050458,8.03677651453474,8.10141447049691,7.92485779987113
"K12559",7.12587625708707,7.23591642755204,7.23601473864426,7.41494326498627,7.61122170454022,7.28220014050458,8.03677651453474,8.10141447049691,7.92485779987113
"K07520",7.40798404837398,7.42859217356472,6.38526447999476,6.80601629619457,6.52563681571024,6.78270296544147,7.17400905533264,7.29404973477907,6.9481191051668
"K11000",8.85025433552316,8.60679573407391,8.15570624125322,7.65988036445892,8.12677981478018,7.86704196224529,8.03035641249748,8.12729770111762,7.80761650565529
"K19525",9.78420613073278,9.86479087062322,9.43517766755567,9.42984331233153,10.4628759489268,9.94427563615531,10.4831476281955,10.0550271900215,9.77008597999203
"K01835",7.53438977263765,7.42859217356472,8.03357451783675,8.29486095517627,8.37069683144719,8.09381381825571,7.61504502517805,7.64346763551367,7.38363343550909
"K14775",8.7013987013664,8.89216927741347,9.163067459947,9.14396787174595,9.25776260684179,9.16479282670809,8.23950721029413,8.36760258915814,8.58520146794566
"K01555",7.29802482865732,7.21141098572073,6.79698450094675,6.62833288089257,6.55794387773687,6.89961672545736,7.08908751221813,7.40055537568377,7.70395566460693
"K01800",7.29802482865732,7.21141098572073,6.79698450094675,6.62833288089257,6.55794387773687,6.89961672545736,7.08908751221813,7.40055537568377,7.70395566460693
"K13855",10.5546176194878,10.2202082804275,9.59091093425063,9.70256653816425,9.83634200168643,9.60780458540943,10.3483158391435,10.409386913227,10.3176081956581
"K02858",6.57790515230861,6.4796154293782,6.73083901765202,6.56124708231813,6.27444150461754,6.68329715455396,7.47010231969433,7.00874439140159,7.19135118057932
"K02183",10.6934803342171,10.6638530228814,11.3011784208348,10.9056715716998,10.9223505590181,10.9094783475454,11.1540613119073,11.1865200977711,11.8983169427555
"K20407",6.33197609927743,6.4149088037513,6.24677412368665,6.39289382922527,6.17162036873266,5.93517417464883,7.150267334033,6.93920076333556,6.54740633541965
"K14848",7.29802482865732,7.29537251897999,7.79295608772016,7.40000882609977,7.4361874663869,7.63094974003971,6.5809056955972,6.81491197276627,7.38363343550909
"K00344",8.90387862533871,8.95182009884287,8.15570624125322,8.15615856245542,7.87049668064946,8.01611178368755,8.26157576273022,8.43538594786837,8.13390257068224
"K13856",10.3755243566542,10.0686435244778,9.44274821810352,9.56272482196865,9.63736705087802,9.43199824773241,10.1635068723452,10.270513043007,10.1578678718183
"K03258",9.35021710905741,9.41868240487686,9.46025966672344,8.99567359431041,8.96099710126089,9.07390432534556,8.48425311394136,8.86187544970795,8.42130201315692
"K07168",7.47680263281619,7.29537251897999,8.28522039879792,8.03655069400008,7.81321876064779,8.02335267971899,7.28703845352571,7.31236917979643,7.87275752406933
"K09834",4.82477877306939,4.67528254057127,5.30094685988732,5.54763705445637,5.74130526635109,5.54390486792041,5.51689988862175,4.96159621489383,5.50699608330568
"K02969",10.8028313820631,10.9341501050982,10.789482969056,10.5488270021853,10.173347850925,10.2837054265252,10.0606039434335,10.0934706326941,9.910399480391
"K13347",9.44682743004067,9.73299027958375,8.62450852104463,8.95450239268534,8.69242887147667,8.64377063199187,9.10313402222042,9.117605919622,8.88682388779911
"K14856",7.42550537618398,7.38556860857896,7.86270351678049,6.74732135050978,6.88289811306036,6.93127784362511,7.27613613329255,7.36593985019605,6.7506346747278
"K17966",7.62797369258772,7.42859217356472,8.27958050378797,7.8874963470633,8.0128696334001,7.85896110527408,7.36107826489271,7.13819981085731,8.07985294070054
"K02132",12.4816958912249,12.5151853440417,12.6687984862584,12.2473566138163,12.1800359706773,12.1644837079422,11.5195624920705,11.7107073731169,12.3643793314099
"K09649",6.7295495609499,6.99818828626244,6.66132648309665,7.14113842391073,7.09260478475162,7.13473631679366,7.7699090758521,7.5846547825104,7.49864415471352
"K13103",6.29279168333714,6.22501515808004,6.11887291587944,5.87108079038335,6.29406206886018,6.17665637427192,6.87301064140479,6.95103623036321,5.92854868748811
"K03545",9.04250814798924,8.8219662859396,8.32955825082659,8.19318883269867,8.37946587611233,8.31624653164397,7.97123978361657,8.13241864822114,7.89382642087558
"K18626",8.9938928735666,8.99144120901742,9.41991617777465,9.54855102399567,9.3430018121978,9.34256325094272,8.45584751041444,8.58086497691383,9.10489842461271
"K01951",9.39933190321312,9.34555760604814,9.52587803902628,9.23323542539832,9.40859351983378,9.25181995253274,8.56624645305678,8.47618038422826,9.22973624460515
"K17616",7.8638839563191,8.20190144494757,7.53217273608285,7.43705298418694,7.48610911788273,7.41010959038432,8.37217090160509,8.22159554192295,7.87275752406933
"K21358",7.58195326682513,7.54057151772355,7.60652689431812,7.72998448298964,7.7467543778675,7.77552881080717,8.29405428924751,8.16776136767009,8.61711383859921
"K16616",6.75795199071833,6.90898352295957,6.67904011258087,6.72312004683993,7.19677231091831,6.99250812764168,7.24291249781979,7.24717926525893,7.87275752406933
"K12436",5.5556273632746,5.37299456110319,5.1831251469365,4.72999696018658,5.82916066478096,5.39363976078252,6.05426873687063,5.41799180452198,5.37066553745892
"K03885",8.08828076864184,8.02523283001493,8.08627439342693,8.07676376467945,7.64084868446416,7.89101346930767,8.58384858640114,8.50800135868226,8.83352310843345
"K01411",8.53932495851288,8.31433067389279,8.49921522993979,8.54932394759756,8.8104814541649,8.60096716401013,7.6490793658439,7.93543143588286,8.05204263521921
"K05012",8.31523154092078,8.40795809080029,8.89142104677898,7.77966729170578,8.29854493973108,7.94161040640043,7.95776387787105,7.75425951959649,7.86210523744428
"K05531",8.97043420799369,9.49329816438259,8.41945767028808,8.36139708533752,8.63139144023691,8.24070915625425,8.59691008646804,8.71636401931469,8.66063301080869
"K10981",7.67254948828622,7.54057151772355,7.83983142414698,7.63783950594813,7.94937165838347,7.7451336279692,8.58384858640114,8.05900205783968,8.50558888844629
"K14401",8.55519683460264,8.44480247582211,7.92919876039526,7.63466271038704,7.95526224460732,7.6777292974288,8.40226408573449,8.51192985189529,8.47106871412856
"K01262",10.8842397749955,10.9679086699472,11.8009501350969,11.6307981538001,11.8020313328396,11.6032539371094,11.028997908946,11.0683922865539,11.19501954471
"K16755",6.00413591966734,5.97140164774887,6.17157339616234,5.77297494461456,6.49253252692356,6.35598092095746,5.47313912465008,5.37698484624884,6.09410915548194
"K16465",10.7658770822967,10.7216888808492,11.2073161680639,11.0745405254569,11.210891023281,11.0355896430906,10.3197680203269,10.2198841993944,11.1147477265968
"K20726",7.75771582032336,7.61678864013812,7.95778630132758,7.69078591978153,7.81969779866528,7.59238411198209,7.13824371199736,6.98594820447177,6.96841488077965
"K18134",7.13660967429573,6.81362209720167,7.43338189548633,7.46600471003536,7.33981442008474,7.28827324670741,7.46053139095183,7.74087328753775,8.15147486262791
"K02337",4.73358356907874,4.133579141782,5.30094685988732,4.99980537917116,5.25106945831841,5.33824848083272,4.77099430454408,4.89113578491211,4.9053253777895
"K03320",11.6930681865282,12.0405097411771,11.5426936311046,11.1982010739338,11.1836885382569,10.9283205921846,11.6777092965775,11.7907218271508,11.9137857169819
"K13539",6.70054393941119,6.52107286500909,5.66930404537611,6.53344915918159,6.23428922669676,6.49232670154399,6.93026735792395,6.74828705460635,6.20539925521324
"K20474",6.05304688280014,6.22501515808004,5.58838271314611,6.03601458243382,5.5055116084466,6.19032207233971,6.56268072649778,6.06955144842487,6.60114141472037
"K06877",6.91703300890406,6.81362209720167,7.38127122041461,7.21582157353484,7.54220925262226,7.5527410010576,7.83038947100185,7.53111445832919,7.90424535335988
"K15333",5.69308894373688,5.80429390870521,5.35481071809175,5.66589954606639,4.96800864765658,5.1142860711269,5.91084528590182,6.09218093961559,5.73689857651799
"K14792",7.99805363802529,7.97563094411143,8.25104328915658,7.1456435562661,7.39319544983742,7.38204129866959,7.36107826489271,7.53111445832919,7.44230816232051
"K05642",7.96269408957215,7.90164326141746,7.74448585974994,7.75941918186991,7.93155270138298,7.70958247566386,8.74503518639956,8.53141271781633,8.28479273327139
"K10393",10.4140352611424,10.6220568479704,9.60896520441215,9.65744356539946,9.64282753205777,9.67344850790002,9.91550683746803,9.72595583499612,10.0845683580031
"K14165",9.80257366458897,10.1182488446024,9.2111555536457,10.1930813005291,9.79607253285623,9.59697010637134,10.3938448403554,10.2728251615922,9.85536752552583
"K11459",7.43418522210041,7.22371719188527,6.8600880918266,7.02841097189795,6.89541920065478,6.85899176002879,7.99781616954721,7.425971164032,7.30668276853142
"K12261",6.83978961664458,6.19920674927696,6.27089955195708,6.30413764953225,6.6354777766904,6.81713279283994,7.31924754708779,6.7886491530569,6.98841796862556
"K20884",6.56176303694044,6.39261965568873,6.17157339616234,7.21582157353484,7.02615825113452,7.19429960163916,6.88754883531602,7.05324538370293,6.6272277214496
"K17904",4.82477877306939,5.31841345019191,5.0473390372453,4.87826891966893,4.61977634887411,4.85947606715072,5.27668584746325,5.19329223190541,4.133579141782
"K05048",6.90445550984628,6.58095202859066,6.14549531044892,6.3532910882019,6.65046529101443,6.29473341288352,7.2203186461564,7.04225280729637,6.9481191051668
"K01586",8.8662347268573,8.67921512595781,9.05850475782803,8.92767567033891,8.58669005215971,8.90642642485922,7.99121826834919,8.2406806599657,8.26879071940602
"K01889",8.89143977636367,9.01958654568561,8.78814271949289,8.69743708748376,8.76441680039196,8.74114174050701,7.87412319347449,8.15272118967879,8.47106871412856
"K09540",9.60362654060025,9.41073831485695,9.66180946136982,9.86476188949263,9.84109961058484,9.94237508087623,8.94203049459779,9.32134275215094,8.98784425645374
"K19269",8.13134620409598,8.04597497546572,8.90975890397884,8.72738882577018,8.6959398514682,8.71239324364515,8.08092788528271,8.28731027857826,8.97805542243214
"K03940",7.66521661955504,8.05963778689487,8.04693265453872,8.3633080583849,8.26579975681841,8.05901711455418,7.32982222184945,7.37467366854424,7.76247402411242
"K03854",8.95557596164026,8.81395018340385,8.78018917282681,8.98580031734174,8.82978057853316,8.89269865935782,9.61366063781118,9.56542517649446,9.63032536439393
"K04082",6.2317140453621,6.22501515808004,6.03547028413122,6.32894465468928,6.44128557173689,6.33182414816128,5.78254589438551,5.49542052731084,6.7506346747278
"K08585",8.6245269708926,9.12696788555689,8.07979211841439,8.32851485580491,8.08444801209686,8.07303752760699,8.75671669883955,8.55825221242424,8.17743542902449
"K00788",6.25239407329096,6.78030750715982,5.88268873040026,5.95081270433397,5.54243142132904,5.79399603480514,6.40720713825108,6.24023398527104,5.97205637093832
