"","add_backA","add_backB","pFe21_9A","pFe21_9B","pFe21_9C"
"K01674",7.46543877828356,7.6163372550055,6.34149722247785,6.29148978949597,6.53994284437069
"K11592",7.73406629280349,6.49598872905919,6.67418812197595,6.0235947294197,6.99435598789575
"K01580",5.32921623383898,5.07904409713312,6.47353771924188,5.66202354146683,6.43677041220446
"K16681",5.73344415386834,6.1909803196086,5.13064407973324,4.50160808203664,5.43306453861736
"K09123",6.00921134558835,5.81342798766347,4.96364372347378,5.46479385378611,4.45248931077015
"K03596",4.95359282904083,5.39998336945209,4.96364372347378,4.82779331672917,6.3709551322364
"K06047",4.59429187527291,4.3820293047644,5.8159102807857,5.66202354146683,4.9896702175954
"K07399",5.91245694898765,5.59404529440202,5.72487977503772,6.06254082769985,7.18262777056895
"K00502",5.52531969890261,4.9116754276186,5.98088867393638,5.02518853376076,4.3129310755871
"K10251",5.84377302300943,6.05810154100878,6.7499641379957,6.77824963024915,5.28620525291273
"K00002",9.37560171759522,8.77995329600263,8.32295122294005,8.03469947339292,7.78067232554179
"K03236",7.50856297241591,7.61174308283435,8.10673247374809,7.64032383222664,9.03225002171037
"K06671",8.52860197752552,8.02118879106401,7.0420113365794,7.35187625591371,7.16997790309374
"K00951",8.63419160372602,9.00609847321312,9.62437661238214,10.067371268916,8.64898764657263
"K08066",4.87578354527503,4.3820293047644,5.59246583817259,5.73793140326089,4.45248931077015
"K00819",5.47918544753275,5.13925661935453,6.12761352519965,6.27518470959719,6.70831372687449
"K04560",5.27469902521208,4.83615645068614,3.67844254253069,4.31946232981219,4.9896702175954
"K11793",7.49790338735761,7.52152630434272,8.54063522550265,8.53268072312744,7.2075945091823
"K07755",6.86083501112279,6.89052849024437,7.27382129756868,7.04752086573251,8.37562350762338
"K03217",7.10634300845331,6.66737153535949,7.61624215497131,8.17841178387884,8.00984669069258
"K00545",6.62407959593435,6.58431590564272,7.79667296698847,7.86438794991397,7.51771591251878
"K15711",7.48716364934366,7.09640039390098,6.12761352519965,6.13719827350971,7.15721433760205
"K07507",6.56324219433668,6.61255425380141,5.40435523311453,5.49496470547456,5.43306453861736
"K02365",7.40963441291074,7.1225843952475,5.92815891056828,6.45911819553431,7.27996708046264
"K01255",9.82932321249692,10.004832664191,11.1160153881458,11.1948071104148,10.3734623987463
"K12598",7.01919600741686,6.6763021674876,6.17316752705143,6.0235947294197,7.55698932092293
"K00948",7.36336381460271,7.59787135932506,7.20067647785687,7.02853577103626,8.61694617581938
"K08513",8.43149011220657,7.92094063800685,9.27094002026837,9.40882070088507,9.06313976528406
"K00645",4.14209729734576,3.99558467284597,5.22929527098121,5.3014560031656,5.05575971112334
"K00589",6.23750564229648,6.30036345412621,6.15058239142809,6.27518470959719,7.63244054829165
"K22145",7.68797715911901,7.44087022341284,7.93141261917602,7.86969672071602,9.06313976528406
"K11594",6.98891255979526,7.44604694301147,8.27819611762986,8.24928795128582,8.41343836646614
"K21396",7.20167593540235,7.01481383578209,7.83844066980621,7.82666580720131,8.59831140736683
"K00826",7.44337819470766,7.48176765587177,6.95547500935712,6.90893848896595,8.46064114434829
"K12329",7.12036038098517,6.26486855244087,6.96816641905123,7.02853577103626,8.01688966997612
"K02704",8.75502705801239,8.30857379012375,9.19281030469489,8.358907033075,9.79947968676713
"K17790",5.43124225068087,5.16817235202944,6.28078023225146,6.37022484555369,5.05575971112334
"K02892",5.1572429064455,4.9116754276186,5.59246583817259,4.64737739426387,6.22902838597204
"K20493",7.52964645301877,6.89052849024437,6.32155574622977,6.47339288083878,5.89078944764357
"K00488",4.14209729734576,4.12605534633647,5.18105281432452,5.433857203932,4.3129310755871
"K07438",4.14209729734576,4.12605534633647,5.18105281432452,5.433857203932,4.3129310755871
"K17951",4.14209729734576,4.12605534633647,5.18105281432452,5.433857203932,4.3129310755871
"K07401",6.77443883429848,7.3275790658348,7.40971860974963,7.15638096885919,5.89078944764357
"K02206",8.44813741269668,7.75606657504823,8.29825943975586,8.14380891496968,9.42464012109604
"K10848",9.18370234128291,9.011321239491,8.15705981382871,7.80465610995515,8.02389826686061
"K16555",6.21098969782659,5.86289964106987,5.69304694002561,5.433857203932,4.56879682671555
"K12319",6.56324219433668,6.64023196025484,7.7316461840259,7.43323147000465,7.89983160705802
"K12584",5.94549975039002,7.04938121684548,6.28078023225146,6.15523394861896,5.33720855366723
"K14559",5.87856433428235,6.27680292202644,5.84488731433877,5.22920019898273,6.90531075790247
"K10611",6.26351517670892,6.17826540492153,5.13064407973324,4.93131202429753,5.95345373255561
"K18684",9.35517178106759,8.75525642572062,9.75333655642234,8.82221336718339,10.2052713646218
"K10747",7.75209451113021,7.06972365878418,6.23875044720938,6.33927098227315,6.67261378393986
"K00274",11.3950963508247,11.1633484357943,12.4831409329215,12.4088070524045,11.4686442257809
"K01903",4.69830499975328,4.71027026666336,4.39839081080696,4.41665236607476,5.89078944764357
"K03509",5.65425898106029,5.91056996035028,5.18105281432452,5.06915185096681,4.3129310755871
"K21682",7.67857858876696,7.94301974330502,6.77916345802706,6.47339288083878,7.40378988404908
"K10956",8.1888781818464,8.22702882635094,8.65778839260989,8.75510320168323,9.71125877219558
"K02906",6.64378267251053,6.65838347062078,6.77916345802706,6.38544427436847,7.95222310803345
"K14662",6.71992895436933,6.25282890727867,7.24293300868097,7.35946701967091,7.84545374762232
"K15192",7.29101306775575,7.11608357768156,6.50905604798165,5.94211316062543,7.39296739991892
"K12734",7.31554059725463,6.16543006701232,5.90098369327637,5.96295699664171,5.85830161374345
"K00933",7.42097124537258,7.3498638740531,6.54368733376625,5.96295699664171,6.57915541749807
"K11600",5.43124225068087,6.60320491785559,6.61046439328825,6.44469461959823,7.09161557440362
"K10297",6.0700158754455,6.15247186369434,6.62667015046431,6.59565472958521,5.11800218345946
"K08081",4.95359282904083,5.30260791008198,5.69304694002561,5.46479385378611,4.12888631590356
"K09563",6.75650325531666,6.53594020664389,7.11219450230192,7.32885828922219,5.75568145547098
"K03800",8.27230187696278,8.0953206280902,8.49357847062401,8.26144064662911,9.60568057090001
"K06142",5.56979313229606,5.51155217492729,5.55706884000262,5.433857203932,6.87433487863227
"K01641",7.76989866688326,7.71384787133745,6.56068445874163,6.73183898755303,6.61729345018745
"K09511",7.24065235527405,6.68517611832395,7.40971860974963,7.16508652964834,8.34240021943654
"K10317",4.59429187527291,5.30260791008198,4.50698671372368,4.64737739426387,5.92249353757786
"K01736",4.69830499975328,4.4476987685762,5.55706884000262,5.06915185096681,5.92249353757786
"K08228",4.69830499975328,4.75417449615362,4.96364372347378,5.02518853376076,6.17823710477302
"K08229",4.69830499975328,4.75417449615362,4.96364372347378,5.02518853376076,6.17823710477302
"K11547",7.16160022704048,7.09640039390098,5.8159102807857,6.08159735404677,6.74312594879508
"K01204",5.27469902521208,4.6640740995174,4.09696227315042,4.57782240058452,3.67844254253069
"K14654",5.09355012730526,4.98188693461485,5.07781919944062,4.93131202429753,3.67844254253069
"K01594",4.33138786895726,5.07904409713312,5.95478613079218,5.55317305555049,5.23285992439363
"K21027",5.32921623383898,5.55348298727866,4.96364372347378,4.41665236607476,6.01328647184852
"K01006",7.8723146852719,8.00728921949657,7.27382129756868,6.81207759067181,6.67261378393986
"K08334",6.64378267251053,6.811951740257,6.62667015046431,6.80089186042183,5.38609728057304
"K03006",9.67070223507093,8.55753390580093,8.36159691870651,8.60117793908151,8.0854822373088
"K15103",4.33138786895726,5.1095646689466,5.66039966061274,5.87753156892309,5.43306453861736
"K15106",4.33138786895726,5.1095646689466,5.66039966061274,5.87753156892309,5.43306453861736
"K04345",9.06650177091014,9.16136827403654,9.82067688650685,9.69040925326583,10.5689843366327
"K03377",7.43221870153996,7.06972365878418,6.7499641379957,6.75523624447072,8.19506120127738
"K05681",7.22777858194727,7.17354585010196,7.95057474538415,7.9166115974083,8.63534281229414
"K19306",5.43124225068087,5.16817235202944,5.66039966061274,5.6087765235755,6.74312594879508
"K07007",5.94549975039002,7.04938121684548,6.28078023225146,6.15523394861896,5.38609728057304
"K02956",4.59429187527291,4.50774719949961,5.40435523311453,4.82779331672917,5.92249353757786
"K09935",7.56069964440494,6.64023196025484,6.17316752705143,6.11891842852987,6.97989950617881
"K06678",6.68237400024149,6.811951740257,5.48309292012255,5.73793140326089,6.51991363290662
"K09885",7.8048567398337,8.13099938656963,8.79815063207532,8.3626715788962,9.33469103611315
"K10773",6.64378267251053,6.13938827384972,5.27558102510326,5.3694975508816,5.43306453861736
"K01902",4.59429187527291,4.94738602799047,4.26827976268732,4.50160808203664,5.79079722877154
"K01597",7.18844259563808,7.46656808773801,6.00648831770799,6.50150812590508,6.43677041220446
"K00616",6.8269108451579,6.50608499596698,7.74635379331393,7.79910046910392,7.63244054829165
"K15040",8.62933532008991,8.02464275871055,8.2932697937059,8.0060757583437,9.44040820345023
"K03167",8.17560287729904,7.76436302568431,6.92974478808165,7.23287456340331,6.74312594879508
"K02035",4.47482678629452,5.01527542107586,4.60172908585742,4.93131202429753,5.98370674228903
"K02217",4.69830499975328,4.4476987685762,5.69304694002561,5.66202354146683,5.5639867583281
"K09645",7.65959426682065,7.75606657504823,8.52370116339322,8.37017124026504,9.10332232728496
"K16298",7.65959426682065,7.75606657504823,8.52370116339322,8.37017124026504,9.10332232728496
"K01590",6.87749538929926,7.50178531121178,7.06579410260662,7.13880802709957,5.92249353757786
"K04565",5.84377302300943,5.77937024302117,6.84961186201578,6.20794270081647,7.09161557440362
"K14832",6.8269108451579,6.64933720648405,7.11219450230192,6.85595145148158,8.13161945658725
"K12192",7.20167593540235,6.87516003649063,7.64793772186873,7.4757262825363,8.45028465416237
"K02705",11.5430129584935,11.972258736922,12.734207116039,12.8033715774456,11.6709242492649
"K17679",7.12036038098517,7.02874226394325,7.30405336328232,7.04752086573251,8.42406251920304
"K02706",11.8223859545498,11.8936499813786,13.1397039736107,12.7978293004266,12.0569606233988
"K00995",6.95796615325168,5.55348298727866,5.98088867393638,6.04320949141377,6.79377567664145
"K05916",7.2147871758656,6.20357717771208,6.39964145571352,6.32352832115028,7.50772654623697
"K12828",8.63419160372602,8.81423110736639,9.20347555141466,9.5490724890826,7.99565621709654
"K12815",11.4790618225443,11.2742494931839,12.531006181846,12.4537737843122,11.5502071600172
"K04575",10.9431717915983,9.46774671175154,10.3106406608326,9.95357525817577,10.700261466538
"K13065",5.84377302300943,5.30260791008198,5.44436287773177,5.66202354146683,6.79377567664145
"K04567",6.45552512099899,6.65838347062078,6.56068445874163,6.40049727414936,7.81342898050759
"K19977",4.47482678629452,5.39998336945209,5.27558102510326,5.40210870050266,6.12546776017723
"K13366",7.26605550779032,7.28193532874416,6.77916345802706,7.01894686251771,5.85830161374345
"K01647",6.60409421533915,6.95038020862642,6.03160543611473,5.83264228641981,7.2075945091823
"K15706",5.52531969890261,4.6152407787949,4.09696227315042,4.82779331672917,4.12888631590356
"K15715",5.52531969890261,4.6152407787949,4.09696227315042,4.82779331672917,4.12888631590356
"K09648",5.02588888990416,5.01527542107586,5.18105281432452,5.76226709852435,4.12888631590356
"K02933",4.87578354527503,5.1095646689466,4.96364372347378,4.64737739426387,6.15210985238812
"K18533",6.21098969782659,5.77937024302117,6.84961186201578,7.02853577103626,5.79079722877154
"K01595",5.52531969890261,5.30260791008198,5.72487977503772,5.3014560031656,6.70831372687449
"K10896",8.66773453048229,8.36411289197121,7.94421576077942,7.9319150109458,7.11822020003924
"K12823",8.01340867721222,8.46660993256374,8.71856372434728,8.3513482524889,9.56310691726715
"K21989",10.3226061635735,10.3906199816412,11.3707415219347,11.1389135802991,11.6170388673091
"K07447",7.81346462785757,6.71146517302617,6.7499641379957,6.41538760153826,7.46705541495758
"K15014",6.66321155524304,6.95768631425295,7.60012707595941,7.68923132518356,6.34829835273524
"K02320",8.80755191789137,8.50663525363366,7.37219496549628,7.75959596263951,7.8612018147356
"K03263",7.6500068320975,7.77261171066449,8.8934705323913,8.55916067438725,8.79521597708355
"K14846",4.69830499975328,4.79606199602062,5.13064407973324,4.77154189782209,6.09828879315049
"K05288",6.8939610543728,6.74576674930793,6.91670161168612,6.87738596443054,5.5639867583281
"K14550",7.90488977974568,7.97907968980049,7.88567984609598,7.22457578507635,8.85920822207505
"K00681",7.44337819470766,7.34432526315553,8.03077556110572,8.21636935178991,8.75793027248129
"K01940",6.18394607034569,6.45485115524137,6.38053183675277,6.58258922951781,7.65973935340765
"K00574",4.33138786895726,4.83615645068614,4.83512069440809,4.97931512757711,5.92249353757786
"K20372",6.86083501112279,7.16727482308094,7.82465288497952,7.74232623002814,6.45802920008609
"K12311",6.8939610543728,7.0561945465617,6.32155574622977,6.20794270081647,5.60472124783916
"K22262",6.77443883429848,7.06297525505707,7.38166885459547,7.44040238158393,6.01328647184852
"K10742",6.68237400024149,6.88286521495568,5.8159102807857,5.49496470547456,6.15210985238812
"K19327",6.70127743034258,5.87898279352696,7.29404717784192,7.17373904124498,7.13133767166513
"K14379",5.91245694898765,6.16543006701232,5.69304694002561,6.15523394861896,4.76072937099034
"K03885",6.12818334132767,6.60320491785559,7.4994248744064,7.44040238158393,6.8265550283734
"K16743",10.365541889905,10.0169948426206,9.01047001727689,9.15278163612079,9.85346983313065
"K00891",5.80802947019962,5.27694989116179,5.18105281432452,4.82779331672917,6.30183083334536
"K07456",7.8723146852719,7.45120495382622,6.56068445874163,6.58258922951781,7.39296739991892
"K21480",6.0994139279437,6.45485115524137,7.06579410260662,7.60251399224144,6.92054717636846
"K04913",7.22777858194727,7.36087693302927,8.6224401348223,8.16121450604338,7.71282294756423
"K04915",7.22777858194727,7.36087693302927,8.6224401348223,8.16121450604338,7.71282294756423
"K12761",4.14209729734576,5.1095646689466,5.13064407973324,5.3014560031656,4.12888631590356
"K19008",4.14209729734576,5.1095646689466,5.13064407973324,5.3014560031656,4.12888631590356
"K01735",6.21098969782659,6.25282890727867,7.25330380142358,7.48961470765335,6.72582795611069
"K15382",7.04884482603557,7.38265101818539,7.79667296698847,7.88550613071171,6.47896609402011
"K00812",5.77127482300213,5.32771432877915,5.13064407973324,4.82779331672917,6.30183083334536
"K17623",6.71992895436933,7.01481383578209,7.85209711999198,8.01088618444416,6.97989950617881
"K03782",5.94549975039002,6.39075325879385,6.47353771924188,6.58258922951781,7.51771591251878
"K09580",8.10732183842295,7.61174308283435,6.642689811464,7.08474414732741,6.97989950617881
"K09416",5.09355012730526,4.98188693461485,5.40435523311453,5.63568057562324,4.12888631590356
"K00111",6.86083501112279,6.88286521495568,5.95478613079218,6.24197851247529,5.5639867583281
"K09496",6.71992895436933,6.41245182422993,6.00648831770799,6.1003872786681,7.42519158056498
"K11463",5.1572429064455,4.83615645068614,4.76384816909741,4.88091360239582,3.67844254253069
"K01868",7.55042336512568,8.02808843704858,8.43590630818538,8.37763200143983,9.10001624432786
"K14674",7.8723146852719,7.94666678741775,8.59433417095112,8.32843059193436,7.09161557440362
"K01206",6.00921134558835,5.94141757074093,6.80776786390528,6.97000222000426,5.68243699846091
"K11209",6.12818334132767,6.32352521328697,5.78627307151874,5.68783086107103,4.84316232334717
"K00347",4.69830499975328,4.71027026666336,4.50698671372368,4.41665236607476,5.82498665949384
"K02372",5.09355012730526,4.9116754276186,5.69304694002561,5.83264228641981,4.45248931077015
"K01834",8.58988379274196,8.75940209324887,9.4246822240778,9.42868693952249,8.10543705075073
"K13025",5.43124225068087,6.08574665767376,5.69304694002561,5.6087765235755,6.85858776466487
"K00235",6.7383353849926,7.47671908994015,7.43722740396354,7.43323147000465,6.20387015969532
"K00856",4.59429187527291,4.56332704865078,5.40435523311453,5.49496470547456,5.82498665949384
"K12402",6.60409421533915,7.03565540407072,6.47353771924188,6.93980051032892,5.60472124783916
"K00387",9.16033952778693,8.82613699317153,9.09596090289045,8.82221336718339,7.75560388739247
"K02493",5.97773750808579,5.32771432877915,4.60172908585742,4.82779331672917,5.64417579330099
"K01719",4.47482678629452,4.6640740995174,5.52063498719863,5.78615238585175,4.84316232334717
"K14647",6.0994139279437,6.28863393450153,6.87683227301322,6.78961637042519,7.5472716861245
"K10402",6.75650325531666,6.17826540492153,5.36296868083951,5.83264228641981,5.47827597911027
"K17387",6.75650325531666,6.17826540492153,5.36296868083951,5.83264228641981,5.47827597911027
"K03453",5.97773750808579,5.39998336945209,6.61046439328825,6.77824963024915,6.51991363290662
"K14358",5.61273501759994,5.30260791008198,4.76384816909741,4.88091360239582,4.12888631590356
"K00729",6.66321155524304,6.82000983236032,6.23875044720938,6.48752183787641,5.38609728057304
"K00789",7.92090404990185,7.97907968980049,8.46724746560226,8.35513260832057,9.32622855858215
"K00762",6.45552512099899,7.16097597858469,7.21135895501635,6.82317501454708,7.97410395333786
"K22378",10.1838993353247,9.81886138709859,9.14658136011899,9.00178875222497,10.1820172861312
"K07515",8.38036024396888,8.52866973339679,8.80517238499437,8.88633545000315,7.47733230782007
"K13648",7.77871846011665,6.9282322738629,6.56068445874163,6.65920628649683,7.64159813843991
"K12392",7.30332964604044,8.15640210761642,8.04866403975611,8.09934942658958,8.89016892262855
"K08057",8.84990529280064,7.66592281714205,7.66352605375398,7.81570320252694,8.59361477898754
"K03634",4.59429187527291,4.83615645068614,5.07781919944062,4.0505550105181,5.5639867583281
"K01601",10.748859170421,10.4793060760786,10.290781507551,9.40882070088507,10.7901485323916
"K09579",9.29821373597306,8.21196769436119,9.41094560790227,9.19768676236678,8.37562350762338
"K12185",9.29821373597306,8.21196769436119,9.41094560790227,9.19768676236678,8.37562350762338
"K11883",5.3813189996722,5.19635896354035,5.52063498719863,5.15205674084878,6.51991363290662
"K15687",5.09355012730526,6.00103717177196,5.32008796873408,5.40210870050266,4.45248931077015
"K00649",6.31409363795437,5.65253124494612,5.69304694002561,5.78615238585175,4.76072937099034
"K07560",7.50856297241591,6.33496092863863,6.23875044720938,6.11891842852987,6.59835493298172
"K14642",4.69830499975328,4.6152407787949,4.60172908585742,4.88091360239582,5.92249353757786
"K17427",5.69446554420968,5.74439175517017,5.27558102510326,5.26589309955018,6.63597819686666
"K10777",8.50227721461874,8.41232809814624,8.01266139626042,8.15253806586446,7.10498028332595
"K10884",6.98891255979526,7.43567465734881,7.14602483397261,7.57022385678555,6.15210985238812
"K13946",4.14209729734576,4.8746426569992,3.67844254253069,4.41665236607476,5.05575971112334
"K02983",6.54235735147839,6.40164525029659,7.28397016374523,7.05691879133742,7.76400886260315
"K08850",6.58381804400558,6.1261766938486,5.13064407973324,5.55317305555049,5.71958233824899
"K03252",6.47774868715574,6.95038020862642,7.5920009299743,7.7538624863082,7.67765348989704
"K21770",4.79126066965824,4.50774719949961,5.27558102510326,5.66202354146683,4.3129310755871
"K04551",10.8356601268275,10.8503765375025,11.4506565824361,11.5077721827187,12.1766824298279
"K03267",5.52531969890261,5.57392889400869,6.12761352519965,5.78615238585175,6.87433487863227
"K22399",5.52531969890261,4.9116754276186,4.68656463017917,4.0505550105181,5.1769014504202
"K13420",9.46819675625375,9.00260608228026,8.30818708820759,8.4607599380215,9.5043131240124
"K20318",4.69830499975328,4.79606199602062,4.76384816909741,5.15205674084878,3.67844254253069
"K12157",8.07907403637608,7.19835670120298,6.98074483676775,6.58258922951781,7.03685938982074
"K17065",5.97773750808579,6.49598872905919,5.32008796873408,5.52441167726889,5.11800218345946
"K00348",4.59429187527291,4.71027026666336,4.83512069440809,4.41665236607476,5.82498665949384
"K02541",7.17508482587727,7.69660562647386,6.36115310880863,6.59565472958521,6.53994284437069
"K07198",8.32133278288045,8.65645556400006,8.88355419998704,9.06778793291719,7.66872444780423
"K09529",5.1572429064455,4.6640740995174,3.67844254253069,4.71163430555347,4.3129310755871
"K15333",6.54235735147839,6.08574665767376,6.65852773443368,6.06254082769985,7.41453086699037
"K20405",6.00921134558835,5.76199950226622,5.69304694002561,5.98347825262344,4.67012260157213
"K10443",5.27469902521208,5.55348298727866,4.26827976268732,4.57782240058452,5.33720855366723
"K17361",5.32921623383898,5.89487121766401,5.22929527098121,5.92093560250574,6.59835493298172
"K03353",6.71992895436933,6.66737153535949,5.72487977503772,5.63568057562324,6.65441609617084
"K17500",7.49790338735761,7.11608357768156,6.65852773443368,7.01894686251771,6.04222431165021
"K00417",5.80802947019962,6.56516708646574,7.33365685597902,6.78961637042519,6.69057762475673
"K20408",7.20167593540235,7.53615508235168,6.79353846671297,6.80089186042183,6.07054938987917
"K19219",5.73344415386834,5.94141757074093,6.43708379256735,6.70804446146353,5.33720855366723
"K14788",5.80802947019962,5.01527542107586,5.18105281432452,4.88091360239582,6.15210985238812
"K08735",5.97773750808579,6.04406221515594,4.96364372347378,5.02518853376076,5.05575971112334
"K20417",5.27469902521208,5.77937024302117,5.78627307151874,6.04320949141377,4.67012260157213
"K11811",5.32921623383898,4.50774719949961,4.60172908585742,4.0505550105181,5.28620525291273
"K06632",7.18844259563808,6.811951740257,6.03160543611473,5.89941255371716,6.70831372687449
"K01630",7.22777858194727,6.44437273054127,6.28078023225146,5.87753156892309,5.92249353757786
"K02510",7.22777858194727,6.44437273054127,6.28078023225146,5.87753156892309,5.92249353757786
"K01246",4.47482678629452,4.50774719949961,4.50698671372368,4.82779331672917,5.75568145547098
"K05864",7.79619684218162,7.41997348028585,7.30405336328232,7.55710080910415,6.3709551322364
"K12848",7.29101306775575,6.45485115524137,6.05625912238641,5.89941255371716,6.59835493298172
"K00888",6.64378267251053,7.44604694301147,7.9881480586387,7.87498591155234,7.78067232554179
"K08738",6.52115374467989,6.85962207565407,6.62667015046431,6.64672539823454,7.84545374762232
"K11548",6.23750564229648,6.01553351548792,5.18105281432452,4.97931512757711,5.38609728057304
"K06617",4.14209729734576,4.6640740995174,5.18105281432452,5.58128392298613,4.84316232334717
"K03687",5.84377302300943,5.94141757074093,6.89024773438219,6.93980051032892,6.79377567664145
"K17451",6.80963695845629,6.65838347062078,6.21723926055366,6.1003872786681,5.43306453861736
"K21991",9.72856569043233,9.26555942880055,8.96103702394879,8.71151369221731,10.0288178570339
"K07126",4.87578354527503,5.07904409713312,4.90145720338745,5.11138918472879,6.17823710477302
"K09503",8.56466600662317,7.96116297413239,8.39923137388089,8.36642629751732,9.42464012109604
"K00459",7.90488977974568,6.74576674930793,6.82185464350367,6.63413194516324,7.41453086699037
"K03942",7.37507299711932,7.0897781365402,8.10673247374809,8.11283233925315,8.33678761913236
"K19828",6.21098969782659,5.84661649504341,5.95478613079218,5.433857203932,6.88990791222306
"K11267",8.73708427952072,8.73223944676545,7.44628039900527,8.03941510018314,8.21967393927921
"K14676",7.17508482587727,7.04253494470138,7.96320879776219,8.0581242532603,6.92054717636846
"K13806",6.7383353849926,6.85962207565407,7.69420246565325,7.70120149307585,6.59835493298172
"K20792",6.8939610543728,6.64023196025484,7.60012707595941,7.49650859574685,7.95222310803345
"K16054",8.07192441949611,8.1720537321036,7.34338953078602,7.32885828922219,8.54091444684114
"K01694",6.8939610543728,6.99366062575243,7.79667296698847,8.13502640634437,7.23213020981274
"K01276",7.13424058732,6.88286521495568,5.92815891056828,5.98347825262344,6.53994284437069
"K13998",6.31409363795437,5.9565755478974,5.44436287773177,5.26589309955018,6.49959107022642
"K02639",7.88052808169501,7.74772179843989,8.44042563091882,9.0066045518778,8.69794067969076
"K11279",4.33138786895726,5.27694989116179,5.02227611752237,4.77154189782209,5.75568145547098
"K08144",5.56979313229606,5.57392889400869,5.92815891056828,5.78615238585175,4.56879682671555
"K17757",5.87856433428235,6.35755036942569,6.17316752705143,6.06254082769985,4.9896702175954
"K10326",7.30332964604044,7.24075990730314,7.17906752456338,6.94993968250985,6.01328647184852
"K02874",4.79126066965824,4.94738602799047,5.07781919944062,4.20325058555849,5.68243699846091
"K01101",5.91245694898765,5.91056996035028,4.90145720338745,4.82779331672917,5.1769014504202
"K02685",5.91245694898765,5.91056996035028,4.90145720338745,4.82779331672917,5.1769014504202
"K16570",6.70127743034258,6.9282322738629,5.8159102807857,5.71312615525529,6.30183083334536
"K18914",7.01919600741686,6.93565359754505,7.93782847021165,8.11729866736277,7.38206215388316
"K05956",6.70127743034258,6.66737153535949,7.70929764589289,7.65886054265132,6.77709469406173
"K02213",7.44337819470766,7.41470112036207,6.30131984094777,6.45911819553431,7.06450204227454
"K00736",4.59429187527291,4.71027026666336,5.62689013486972,5.55317305555049,4.56879682671555
"K16308",4.59429187527291,4.71027026666336,5.62689013486972,5.55317305555049,4.56879682671555
"K14805",6.95796615325168,6.57477443332499,7.32385723262321,7.265593733899,8.01688966997612
"K12735",6.7383353849926,6.3463021064669,5.48309292012255,5.55317305555049,5.98370674228903
"K11412",6.77443883429848,7.0561945465617,7.87234097778173,8.02996830828637,7.39296739991892
"K07953",8.82888426804454,8.50910025524416,8.34722619814781,8.27349147585867,9.57505957404874
"K09667",8.53380963777389,8.19980411739349,7.48192891416141,7.72484574349207,7.23213020981274
"K06910",6.38662498717957,6.17826540492153,6.28078023225146,6.69599383653401,5.28620525291273
"K06990",5.21748736801146,5.46814362766301,5.07781919944062,5.3014560031656,4.12888631590356
"K19366",5.21748736801146,5.91056996035028,6.41848965642034,6.38544427436847,5.52187500354697
"K10750",8.42589793066623,7.89474473470826,7.43722740396354,7.25748422572185,8.35910778852795
"K15181",7.07788553748935,6.76260784883233,6.83580170592157,6.93980051032892,5.75568145547098
"K07090",4.47482678629452,5.51155217492729,5.13064407973324,5.11138918472879,5.89078944764357
"K11137",7.38668679120221,7.04938121684548,6.28078023225146,6.78961637042519,6.12546776017723
"K07820",7.00413533856304,7.11608357768156,6.23875044720938,6.51535470563617,5.85830161374345
"K18080",8.42028392766876,7.79707662989081,7.32385723262321,7.27365728405851,7.14433497871092
"K20276",10.0845975322545,9.98904334564678,11.0015639115607,11.144928857291,10.6804860617562
"K01137",6.03995914149354,6.56516708646574,5.7559418203827,5.433857203932,5.23285992439363
"K14607",6.00921134558835,6.49598872905919,5.66039966061274,5.3014560031656,5.23285992439363
"K18468",9.39001927951324,9.05074568916972,9.77672962570984,9.82048869027395,8.56989899609925
"K01049",5.91245694898765,5.97156208320517,6.39964145571352,6.50150812590508,5.1769014504202
"K01050",5.91245694898765,5.97156208320517,6.39964145571352,6.50150812590508,5.1769014504202
"K01404",7.86405397807617,7.79707662989081,7.100736014481,7.42602433997842,6.59835493298172
"K11269",7.76989866688326,7.89851642264443,6.82185464350367,6.76679011110105,7.39296739991892
"K20674",6.92632647848545,7.50674619360669,7.2324860368691,7.63409117958416,6.32526145791798
"K01415",5.21748736801146,6.13938827384972,6.21723926055366,6.59565472958521,5.75568145547098
"K13509",4.14209729734576,5.04763630696955,5.40435523311453,5.33596750755048,4.67012260157213
"K10380",7.99083544369198,8.18445343737634,7.06579410260662,7.27365728405851,7.11822020003924
"K01379",8.75947803943092,8.64080811274349,9.73691614875919,9.6933979518217,9.46374161373051
"K21249",4.69830499975328,5.16817235202944,5.55706884000262,5.85527947040736,4.67012260157213
"K14548",4.14209729734576,4.50774719949961,5.02227611752237,4.82779331672917,5.52187500354697
"K08511",9.27042740359766,8.57880841559099,9.81199392313031,9.87678401722076,9.42728014016638
"K01462",4.33138786895726,4.3820293047644,5.40435523311453,4.77154189782209,5.38609728057304
"K19069",5.61273501759994,5.86289964106987,5.02227611752237,4.97931512757711,4.56879682671555
"K03083",6.97352407218369,7.24075990730314,7.28397016374523,7.53048763068556,6.17823710477302
"K18041",6.21098969782659,7.0897781365402,7.15712472919492,7.41149993168382,6.39324468979932
"K10260",6.18394607034569,5.57392889400869,5.22929527098121,5.02518853376076,6.12546776017723
"K01850",4.47482678629452,4.71027026666336,4.96364372347378,4.77154189782209,5.82498665949384
"K00871",4.79126066965824,5.81342798766347,5.13064407973324,5.33596750755048,4.45248931077015
"K06640",9.2001612072627,9.20304022495483,9.92098838445281,10.0696730622345,8.85920822207505
