"orfs","add_backA","add_backB","pFe21_9A","pFe21_9B","pFe21_9C"
"NODE_14736_length_1597_cov_850.561680_g3780_i1.p1",5.87778508333223,6.23037441474993,9.77534972499571,10.3397937554279,12.762423821196
"NODE_7268_length_2481_cov_333.559801_g11_i126.p2",3.98772054983012,5.0451819554273,10.297074652928,10.0091399923984,6.04074025977908
"NODE_1512_length_4510_cov_275.919089_g25_i4.p1",2.8385128487479,5.2090280556509,9.1143048595471,9.59254871845593,5.07895221967576
"NODE_26598_length_821_cov_1174.183155_g16178_i0.p2",2.8385128487479,2.8385128487479,8.23145200221433,7.95433797529726,2.8385128487479
"NODE_23911_length_979_cov_425.235099_g11419_i1.p2",4.27136325472001,4.78381834066825,9.94301252190049,9.96632751967562,5.31176891923312
"NODE_8008_length_2353_cov_305.160526_g3717_i1.p2",8.56529852324345,8.78213462447948,3.39860554651201,2.8385128487479,6.97229136285005
"NODE_25203_length_898_cov_334.906667_g15099_i0.p1",3.44111609306402,3.57238770629567,8.6904621237633,8.95710337647789,4.07931158231285
"NODE_11200_length_1922_cov_160.194700_g5388_i1.p1",3.69144020087749,3.77742367789701,9.08098228072206,8.93574449842159,4.33625415860086
"NODE_18447_length_1307_cov_158.627229_g10557_i0.p1",3.70158657347082,4.14033615550722,9.03267146020015,9.50767363008068,4.94879526435833
"NODE_24894_length_917_cov_198.253555_g14056_i1.p1",2.8385128487479,3.77947305192663,8.20104092569501,8.67559673039112,3.7289973816342
"NODE_2748_length_3784_cov_46.135274_g1364_i0.p1",2.8385128487479,4.53698359724814,8.53869923589905,9.06114310368619,4.72094585481213
"NODE_7391_length_2458_cov_103.186164_g3881_i0.p1",2.8385128487479,2.8385128487479,7.57094623986154,7.50057816269747,8.08963542593712
"NODE_15139_length_1563_cov_194.709396_g8455_i0.p1",3.44710382532664,3.77691837884763,8.36563401020982,8.6904692554526,3.72831885409434
"NODE_236_length_6958_cov_79.277560_g126_i0.p2",3.70348280983358,2.8385128487479,7.93021809770733,8.536032497563,3.72778452095734
"NODE_21875_length_1092_cov_217.276742_g12830_i0.p1",4.02893388222603,4.01424709541049,8.66215348140324,9.03026588981597,3.92023071140263
"NODE_3395_length_3521_cov_43.088747_g1531_i1.p1",8.04128045130495,7.44328189030289,7.54083025604876,2.8385128487479,2.8385128487479
"NODE_24671_length_929_cov_1967.151869_g12408_i1.p1",7.08323433394979,7.00714996233524,11.7558128975253,11.6698110304953,6.53613557714667
"NODE_2393_length_3971_cov_1654.749872_g1202_i0.p3",8.01642581104405,2.8385128487479,2.8385128487479,2.8385128487479,7.30880797520913
"NODE_103_length_8131_cov_80.799826_g57_i0.p1",7.3361462944304,2.8385128487479,8.22624266954101,7.35601780371271,2.8385128487479
"NODE_17371_length_1387_cov_446.958904_g8289_i1.p1",5.14310530802987,4.13981176011795,9.46581191884312,9.93487819709047,5.86564282887006
"NODE_13828_length_1674_cov_180.253592_g6630_i2.p1",6.88181975976887,2.8385128487479,2.8385128487479,2.8385128487479,8.20906737350596
"NODE_24962_length_913_cov_196.500000_g14924_i0.p1",3.44564350021392,4.14499123596082,8.3486905466442,8.6608423352156,3.72844650365063
"NODE_330_length_6580_cov_99.108191_g147_i2.p1",2.8385128487479,8.71582652200746,7.61719056045905,8.05893081308267,9.43166185033725
"NODE_18779_length_1287_cov_72.475288_g10773_i0.p1",3.70348280983358,3.85931489168778,7.74483739561654,8.5296064391569,2.8385128487479
"NODE_2026_length_4170_cov_172.811814_g1015_i0.p1",2.8385128487479,6.80926396585441,8.75072879123223,8.91020761789686,8.78164569622895
"NODE_28686_length_703_cov_1392.344444_g16245_i1.p1",5.98262186113506,6.62622669913781,10.7535619226142,10.8193562320904,5.72551081014641
"NODE_1172_length_4849_cov_102.898032_g378_i3.p2",2.8385128487479,6.13981721347641,7.77389342837361,8.12193284255933,2.8385128487479
"NODE_13633_length_1690_cov_100.914657_g7556_i0.p1",3.70614644677378,4.07550540647378,8.95164377172169,9.11520140451375,6.69402717843586
"NODE_8265_length_2312_cov_159.100045_g4038_i1.p1",4.40989124614336,4.13776635192694,8.77551601748304,9.36610763940784,4.72161222470588
"NODE_3058_length_3644_cov_220.537104_g1393_i3.p4",2.8385128487479,5.54145632262498,2.8385128487479,6.20838750797998,8.92213730688965
"NODE_10390_length_2014_cov_541.414735_g4894_i1.p2",2.8385128487479,4.21101459124285,7.83443324047886,7.82157269798482,2.8385128487479
"NODE_6255_length_2683_cov_50.884291_g3232_i0.p1",3.71218357131292,3.85624077430671,8.69371689600271,8.7523631950756,5.01513166264005
"NODE_6896_length_2556_cov_62.892066_g3366_i1.p1",3.46067275537198,4.07312337915313,8.52837792043626,9.01714230168976,6.3384967971101
"NODE_13366_length_1714_cov_181.092017_g2451_i3.p1",2.8385128487479,8.10614729532636,8.5396977850365,8.47461547966752,8.49978805199312
"NODE_4467_length_3139_cov_161.367254_g2279_i0.p2",3.67233558488074,2.8385128487479,8.16090292909223,8.10262067336432,4.80774747207442
"NODE_20424_length_1180_cov_333.117435_g11876_i0.p1",2.8385128487479,3.68120926931668,7.76853859393054,8.02827859096993,3.72842528442324
"NODE_23872_length_981_cov_153.751101_g10868_i3.p2",2.8385128487479,3.86476772662837,5.62278083046874,6.4768943238998,9.21925944774084
"NODE_22823_length_1039_cov_587.627329_g11908_i2.p1",9.90598826611911,9.68762929866123,6.30651711156047,4.99417100078983,10.5385923542768
"NODE_24531_length_940_cov_804.429066_g14613_i0.p1",3.99857475539601,2.8385128487479,7.82564679942082,7.42918997945969,2.8385128487479
"NODE_22354_length_1065_cov_189.549395_g13153_i0.p1",10.1277022690021,5.64519258989799,5.87310487958852,4.86142508550409,9.65101223556233
"NODE_1953_length_4219_cov_80.062952_g981_i0.p1",8.57385605372213,6.41887308216659,2.8385128487479,5.57477410062222,2.8385128487479
"NODE_24454_length_946_cov_91.735395_g13661_i1.p2",2.8385128487479,3.56994831489876,7.79348701122324,8.0689903524938,4.21486684669124
"NODE_3309_length_3548_cov_111.645180_g1290_i1.p1",2.8385128487479,8.89180693903291,6.98390217552378,6.39128664827316,8.75828998975529
"NODE_6808_length_2572_cov_52.735094_g3549_i0.p1",7.65580638291914,7.40321252022519,2.8385128487479,3.67208069356659,2.8385128487479
"NODE_21570_length_1109_cov_415.566602_g12027_i1.p1",2.8385128487479,5.07107555726681,7.7041568143002,7.73250805997144,2.8385128487479
"NODE_10131_length_2046_cov_48.095793_g5447_i0.p1",2.8385128487479,2.8385128487479,7.79817765878138,7.38348186796221,6.4128932661614
"NODE_6187_length_2697_cov_123.384146_g2451_i2.p1",8.72408062357765,4.66444976671688,7.93690752156954,6.97847031607113,2.8385128487479
"NODE_18899_length_1279_cov_275.854892_g10854_i0.p2",3.43555302753965,2.8385128487479,7.74574094663456,7.98538253277148,4.33879188272652
"NODE_23075_length_1026_cov_230.584470_g13607_i0.p2",3.42852645971152,4.02034539356834,8.3234905827414,8.32336681981639,4.34058093887302
"NODE_19555_length_1235_cov_179.376936_g11294_i0.p1",7.77850487383354,2.8385128487479,6.22962968690382,2.8385128487479,7.4093537585182
"NODE_17329_length_1391_cov_161.484825_g9817_i0.p1",7.70825777933722,6.93436350850903,2.8385128487479,2.8385128487479,7.04162056465033
"NODE_8719_length_2246_cov_117.490566_g4614_i0.p1",7.6134960064592,7.56222432413173,2.8385128487479,7.51775591074787,9.25594537121034
"NODE_10544_length_1995_cov_176.200832_g5694_i0.p1",8.57485820229448,6.01795401718176,2.8385128487479,5.58837077736839,2.8385128487479
"NODE_3976_length_3294_cov_19.963055_g2027_i0.p1",3.71326271590248,3.56518010322279,7.53256486898626,7.92868759251479,2.8385128487479
"NODE_7002_length_2531_cov_84.950773_g552_i2.p1",5.70994350918987,4.96553599102641,2.8385128487479,2.8385128487479,8.66731809229699
"NODE_4713_length_3065_cov_86.408088_g2402_i0.p1",2.8385128487479,6.31840886687209,5.54265839191827,2.8385128487479,8.47570107357476
"NODE_88_length_8405_cov_39.481757_g48_i0.p3",5.79035300570564,6.49986830628898,2.8385128487479,2.8385128487479,8.35948366422467
"NODE_22038_length_1083_cov_216.611881_g11435_i1.p1",4.88575664721746,4.74215348718155,9.38609559608844,9.45936721817424,5.63703643323376
"NODE_6531_length_2626_cov_56.446142_g1306_i2.p1",2.8385128487479,6.25206368997293,7.2778026722374,2.8385128487479,7.66716634115836
"NODE_49_length_9410_cov_57.771126_g23_i1.p2",7.0934329967532,8.11454247044169,7.93064495692103,8.72660590240526,2.8385128487479
"NODE_655_length_5616_cov_37.224427_g307_i1.p2",2.8385128487479,2.8385128487479,7.11067990828929,7.77200584269356,4.07712617807709
"NODE_9322_length_2154_cov_125.433926_g4614_i2.p1",2.8385128487479,6.38844568749795,7.73427632087567,2.8385128487479,2.8385128487479
"NODE_3045_length_3647_cov_1056.978735_g1533_i0.p3",7.25234285246745,7.46795281226891,8.9923894449063,9.45522686931209,3.47485911600126
"NODE_9272_length_2161_cov_218.182950_g3245_i2.p1",5.60370108202487,4.36149841827833,9.57830739130465,9.42354630080073,6.15208280906847
"NODE_5548_length_2858_cov_91.487253_g2855_i0.p5",3.66106130446483,3.2660930980711,7.72717101778019,7.27861280414072,2.8385128487479
"NODE_25261_length_895_cov_477.621655_g13460_i3.p1",3.44644602831691,2.8385128487479,7.56525024895793,7.73674092450973,4.0784999093521
"NODE_1542_length_4485_cov_51.019719_g767_i0.p1",2.8385128487479,5.185844730472,6.33097889315548,2.8385128487479,8.28152650338813
"NODE_8248_length_2315_cov_60.888938_g4349_i0.p1",4.7684598562162,4.73429354511329,8.55345050017304,8.95318477621853,4.07719580844846
"NODE_3947_length_3305_cov_147.163057_g961_i2.p1",2.8385128487479,5.88988509210489,8.46801877200148,7.82859510463306,8.06494941007975
"NODE_18121_length_1329_cov_189.863854_g10308_i1.p1",4.37167654206004,4.78541239025884,8.69031578825376,8.69268901747088,4.21597733646182
"NODE_279_length_6738_cov_95.335634_g147_i0.p1",9.19153813736397,5.20813005862287,5.98871785343295,2.8385128487479,4.72074184699438
"NODE_12150_length_1828_cov_44.850712_g5752_i1.p1",5.77694991628989,5.28723237437285,2.8385128487479,2.8385128487479,8.40071505289974
"NODE_1943_length_4225_cov_68.175819_g975_i0.p1",7.59585487386846,2.8385128487479,6.87866628208934,2.8385128487479,6.57129105925789
"NODE_1356_length_4665_cov_121.645470_g667_i0.p1",8.10627504062895,7.41017072178454,7.42114247615899,8.63165715624025,2.8385128487479
"NODE_12745_length_1770_cov_100.765468_g6992_i0.p1",7.42009375945919,2.8385128487479,6.88043932716109,2.8385128487479,6.82573895774507
"NODE_706_length_5533_cov_27.830586_g349_i0.p1",4.31577051885885,4.00472917766806,8.63153869334792,8.86858296567558,6.02984292175557
"NODE_23338_length_1011_cov_91.304904_g13773_i0.p1",3.45005847670185,3.77557765556992,7.80532197347055,8.25809467370781,7.21618949511698
"NODE_19078_length_1267_cov_118.885260_g10969_i0.p2",5.21041664900537,2.8385128487479,8.0810166798855,6.52887107560402,2.8385128487479
"NODE_6987_length_2536_cov_40.362566_g3640_i0.p1",7.57681349349323,7.25287330982816,5.50971395015506,2.8385128487479,2.8385128487479
"NODE_2794_length_3763_cov_212.267480_g1393_i0.p4",2.8385128487479,2.8385128487479,7.0496777953996,2.8385128487479,6.96469054613478
"NODE_1148_length_4872_cov_62.488227_g543_i1.p1",8.52406901473034,7.82617706883155,7.72153967452476,2.8385128487479,7.31864975260478
"NODE_21717_length_1101_cov_338.024319_g12722_i0.p1",6.69780390147184,2.8385128487479,2.8385128487479,2.8385128487479,7.27689364259308
"NODE_6680_length_2598_cov_307.900198_g3477_i0.p1",7.34162085120759,2.8385128487479,2.8385128487479,2.8385128487479,6.57872525811555
"NODE_22800_length_1040_cov_590.581179_g13435_i0.p2",4.34972703873445,4.08760215906873,8.06058295281202,7.39759274294205,2.8385128487479
"NODE_1163_length_4857_cov_90.077341_g561_i0.p1",7.52523961624764,7.64657459504381,7.95780481397028,8.2616821021313,2.8385128487479
"NODE_3889_length_3325_cov_28.523985_g1975_i0.p1",3.90245548317663,3.67465117552574,7.85875254776022,8.25211555960025,4.33443475360876
"NODE_19872_length_1216_cov_84.034996_g3549_i7.p1",7.10062549304641,6.9968903144383,2.8385128487479,2.8385128487479,6.73307150059423
"NODE_9071_length_2191_cov_87.310670_g4823_i0.p1",2.8385128487479,5.19137753940125,7.39418858500153,2.8385128487479,7.2555178973306
"NODE_8036_length_2349_cov_273.920475_g3717_i2.p2",7.75562428334737,7.88055260554421,3.39860554651201,3.33521738402524,6.217204924911
"NODE_24441_length_947_cov_59.232265_g14553_i0.p1",2.8385128487479,2.8385128487479,6.9812299698264,7.4245334423177,3.92089670775367
"NODE_3_length_23009_cov_392.641873_g2_i0.p5",12.4644619536163,11.9377818557731,9.78273590924587,8.82512719891885,14.4796230612799
"NODE_9606_length_2114_cov_31.118079_g5134_i0.p1",3.45953857666254,3.26144587892342,7.76749512229118,7.89824498208196,5.4104210866639
"NODE_3066_length_3642_cov_149.489773_g611_i2.p1",2.8385128487479,7.29213657698348,7.72327125375903,8.08506475504008,8.06433068065211
"NODE_15643_length_1522_cov_57.768806_g8780_i0.p1",4.04561520114584,3.26237442669111,8.01414376315581,8.1518105089292,5.67717091563819
"NODE_12114_length_1832_cov_126.240478_g6373_i1.p1",7.98135639881997,4.00753738931349,6.17373029832137,3.67319206224353,8.56448276111898
"NODE_1060_length_4986_cov_109.919398_g513_i0.p2",7.80783344028289,6.5390310446303,2.8385128487479,5.47919046727607,2.8385128487479
"NODE_827_length_5295_cov_121.157219_g403_i1.p1",8.0272771220521,2.8385128487479,6.90307558081972,7.41826304817874,8.28889049337361
"NODE_9303_length_2157_cov_29.958253_g4928_i1.p2",2.8385128487479,3.43511563703388,6.95212407666123,7.17548322822699,2.8385128487479
"NODE_21157_length_1133_cov_715.956604_g4336_i2.p3",8.94984269507465,5.86703011223921,8.77792352869002,7.49745736638133,11.8885037352229
"NODE_8909_length_2218_cov_40.076923_g4732_i0.p1",3.89897420195492,3.67549855158303,8.03794668862138,8.34582012951548,5.82894487061641
"NODE_17241_length_1398_cov_37.272453_g9160_i1.p1",2.8385128487479,2.8385128487479,6.37529047244746,7.27790352109268,2.8385128487479
"NODE_850_length_5259_cov_19.446973_g419_i0.p1",7.45854075758499,6.45581211911999,2.8385128487479,2.8385128487479,6.48160796763668
"NODE_5433_length_2887_cov_184.454869_g2800_i0.p3",4.89699088708876,4.08754266535586,8.38518753870502,8.67310304348913,4.7274045399916
"NODE_9025_length_2197_cov_275.811676_g4495_i1.p1",6.81474136966938,5.86565706426079,10.1757959595805,10.3819535340014,6.31460569982053
"NODE_6746_length_2587_cov_14.624105_g3509_i0.p1",3.4608018150476,2.8385128487479,6.78012842568376,7.22627636904721,2.8385128487479
"NODE_14629_length_1606_cov_45.136986_g4408_i2.p1",3.70641853504094,2.8385128487479,7.47120051627979,7.63699493617193,6.03111373872441
"NODE_8295_length_2307_cov_1285.510743_g87_i2.p1",9.64074575731301,7.11147901419023,9.47789706733538,5.41164654569988,10.8008287436017
"NODE_9720_length_2096_cov_40.764706_g5208_i0.p1",6.73360982395082,4.90831595024889,2.8385128487479,2.8385128487479,7.57555491107769
"NODE_16030_length_1490_cov_249.701482_g9019_i0.p1",2.8385128487479,6.53441520751779,7.6799467102376,6.96090505612209,8.48435018927697
"NODE_4565_length_3113_cov_145.255921_g2281_i2.p1",6.996497082872,6.23688260796741,8.29306847562314,7.89974971843443,2.8385128487479
"NODE_7941_length_2363_cov_150.006987_g4184_i0.p2",7.96994363843373,2.8385128487479,6.67255534750203,6.16309402083007,8.28763430958878
"NODE_26154_length_846_cov_61.256145_g15839_i0.p1",2.8385128487479,2.8385128487479,7.06720557496492,6.89703636486178,3.47335951931673
"NODE_7380_length_2460_cov_58.578550_g3875_i0.p1",6.86586655073655,2.8385128487479,2.8385128487479,4.00451312776817,7.28141050521247
"NODE_12881_length_1757_cov_156.027316_g3065_i3.p2",2.8385128487479,6.77493312689447,7.81278100298645,7.15904983342481,8.26517336036104
"NODE_7807_length_2389_cov_31.652850_g3606_i1.p1",2.8385128487479,3.68008986413097,7.37373520833059,7.33932592109793,3.92000036947534
"NODE_4192_length_3222_cov_99.273738_g2142_i0.p1",6.81699436982695,5.91694213640301,7.27481339353981,6.60178518542023,11.355281461793
"NODE_8102_length_2338_cov_107.140397_g4270_i0.p1",2.8385128487479,2.8385128487479,6.95747687214294,2.8385128487479,6.55035354688637
"NODE_17484_length_1378_cov_63.488123_g8598_i1.p1",2.8385128487479,4.50041726607373,7.06244926489453,7.16587399703859,2.8385128487479
"NODE_19487_length_1240_cov_154.268209_g9460_i1.p1",7.9000245778373,5.54951249787843,2.8385128487479,5.61814360748198,2.8385128487479
"NODE_6029_length_2734_cov_90.506952_g1593_i1.p1",6.72370871993761,7.61824400428291,8.09881840089986,7.58159109322862,2.8385128487479
"NODE_15183_length_1559_cov_231.244953_g8485_i0.p1",6.09014700892217,5.48697410535033,9.83202441708267,10.0400080282609,6.78903779079538
"NODE_3650_length_3422_cov_37.653031_g1846_i0.p1",2.8385128487479,2.8385128487479,6.55744559038227,6.48917362070175,7.11514263144064
"NODE_23540_length_1000_cov_374.135922_g13915_i0.p1",3.84398073920608,4.15131275781608,7.80076497952396,8.17162566168746,4.34098124822231
"NODE_12761_length_1768_cov_151.585841_g436_i2.p1",2.8385128487479,6.29673157169896,7.11013471268996,6.54415647228068,8.62889095448785
"NODE_6343_length_2666_cov_201.256074_g962_i1.p1",6.37293381313974,5.96741777144998,8.5817475472547,8.53669907746328,11.2641858783735
"NODE_4818_length_3039_cov_36.413351_g2460_i0.p1",2.8385128487479,4.13546128144,6.47383799849294,6.17894863788954,8.26176396893051
"NODE_12297_length_1812_cov_50.298447_g1496_i1.p1",6.16190437112141,2.8385128487479,6.86821238505157,6.96105959639349,2.8385128487479
"NODE_2020_length_4174_cov_26.669349_g1014_i0.p1",3.71458094031116,4.73206773997071,8.00584961380297,8.53103142019205,5.19858520494447
"NODE_7512_length_2435_cov_42.746401_g3694_i1.p1",4.41466297198605,4.93490499811062,7.28666244448311,7.96610028753799,2.8385128487479
"NODE_1061_length_4986_cov_40.448606_g242_i2.p1",8.29869555959652,6.92922812286987,7.0297546359005,7.22270741346854,2.8385128487479
"NODE_8038_length_2349_cov_25.292179_g4163_i1.p1",6.72420985192424,6.44307665419667,2.8385128487479,2.8385128487479,6.80724588298776
"NODE_8226_length_2319_cov_338.136242_g4336_i0.p3",7.7647847912118,4.51254021542481,5.96792713496335,4.69308920389303,9.40578508805902
"NODE_1991_length_4196_cov_392.964104_g941_i1.p3",7.12178171846117,8.10010740115256,11.296525751526,11.499943029665,7.69036616036782
"NODE_14997_length_1576_cov_42.226880_g7790_i1.p1",4.6781758938536,3.77297720741171,7.08264893692903,7.63876586815411,2.8385128487479
"NODE_10039_length_2055_cov_144.006559_g5388_i0.p1",3.67054022530581,3.68544666838925,7.70272531298331,7.91412821734655,5.14817650912622
"NODE_23147_length_1022_cov_548.728135_g12594_i1.p1",7.04157498624628,2.8385128487479,6.51268000114652,2.8385128487479,6.24437426700065
"NODE_156_length_7423_cov_21.149524_g86_i0.p2",6.18740497407824,6.72010715732785,5.81358982997255,2.8385128487479,8.5853556629382
"NODE_6806_length_2572_cov_79.927571_g1171_i4.p1",6.66590679979952,6.45869445992037,6.75273024766499,2.8385128487479,2.8385128487479
"NODE_9596_length_2115_cov_247.215475_g4854_i1.p1",6.57940964053154,7.91229077797652,9.04672423769685,9.00945800937291,4.07732431385901
"NODE_4954_length_3001_cov_171.511270_g2430_i1.p1",2.8385128487479,6.38170511000176,5.74205964281296,2.8385128487479,7.30975923069949
