"","add_backA","add_backB","pFe19A","pFe19B","pFe19C","pFe21_9A","pFe21_9B","pFe21_9C"
"K03521",11.1650555962202,11.259926218937,10.6321548964754,10.635018774438,10.6290447259781,11.0721780638918,10.8474410598926,10.9240604790427
"K14512",6.71149595745123,6.73411067026759,7.28803825432439,7.33350956343716,7.29908462856493,6.91360028848046,6.95034609636642,7.12847763531535
"K14323",7.35003610355012,7.04418733296224,6.9602591957768,7.0216051902367,7.18945598448667,6.9442069822941,6.91832096579254,6.47438592905748
"K08246",7.82415545987832,8.21576954079468,7.94544074075132,7.72488990742614,7.51914714564097,8.04447796526959,7.90175216384147,8.28949440127313
"K11699",7.60215686284161,7.88879992975937,8.04685951833427,7.89748272529509,7.8967841022578,8.29229837726496,8.35934017937495,8.20621873358844
"K00901",7.70661768662128,7.82336527150708,8.22976935626348,8.20925692813441,7.87270112670148,8.28688288281414,8.37549493859926,8.25539842483375
"K02084",7.6840995029892,7.95800386555539,7.95497638284523,7.62051451888531,7.45430193775974,7.87994542502929,7.84008834311212,8.28274148895684
"K02492",8.39411113111005,8.41384803219294,8.85288045277087,8.44402133865982,8.19977794250819,8.1199120940725,8.30410414912524,8.74568348234946
"K01493",6.83003563302519,6.66030981501611,7.02030845968692,7.13233450073492,7.18124573687445,7.0454784757318,7.5112222227829,7.14448843702588
"K02113",9.37258600247285,9.15672007664391,8.8645142399522,8.99974009339645,9.00374352224323,8.61445734551121,8.70778277325753,8.74568348234946
"K13988",9.59592951654009,9.49604021892728,9.2507165589881,9.15391161343166,9.11426397484407,9.79950598100403,9.51563982992603,9.68302903669285
"K17497",8.20578151367091,8.53486815276113,8.38213781834369,8.15533283057742,7.89200140352112,8.35052439319722,8.28709886242464,8.73098820780336
"K03099",6.28119097644187,6.6410333509751,6.83003172694611,6.6072233752776,6.61030251777994,6.81658207810989,6.93444324475032,7.11225538181721
"K01721",5.9432722680367,5.85107928214351,6.20858893337459,6.25726299698973,6.25412241385119,6.5715964182534,6.43721938645265,6.47438592905748
"K22186",6.24120089719579,6.40053869962201,6.91134238144075,6.66836537043822,6.86278647456605,6.41067412218245,6.83414983723761,6.75260007084561
"K12800",7.95109396288339,7.82336527150708,7.61074775977308,7.40475677976005,7.17298087302088,7.41456841318495,7.5509507739749,7.72300898828191
"K00626",8.94763478926233,8.7303323490621,8.42343728876459,8.57670336534379,8.49571031614028,8.28144631279196,8.16187594104833,8.38076398072331
"K07240",7.44868012539813,7.69860891858215,7.63504353248586,7.14549502053371,7.26872323265896,7.34014984725238,7.40628101227705,7.91256813970725
"K15448",6.35596340146056,6.07134553980093,6.45868337233615,6.59667475480724,6.4164998473055,6.03993194931504,6.17081707590048,5.85496394606869
"K12197",6.97757749095014,7.22136034394315,7.54369563984659,7.72488990742614,7.60487289168013,7.43506627039008,7.15324896040645,7.32211213567125
"K00088",9.38950564809654,9.34274309684249,10.0308267540143,9.97689408882871,9.84002230995877,9.71057077791889,9.73770073403501,9.60508411536114
"K10771",7.32040490333034,7.34482105896834,7.39354402490306,7.52194498342367,7.29156216376674,7.85049109889197,7.86354064912551,7.80204069100618
"K08994",9.53036828341188,9.66714885886151,9.81954031912661,9.85285985618309,9.58241268172415,10.2456177774272,10.1217826294721,9.78549902209556
"K10661",7.1263408202043,7.33407999514524,7.16719142308532,6.80752844873828,6.89460011813106,7.24943252894669,7.24334245889136,7.6061375502304
"K02934",5.59432771813846,6.2070309372222,6.02901715753841,6.08772929279747,5.93830662787646,5.73387913805059,6.01603397167986,6.3827679338781
"K10590",7.62608763900421,7.88879992975937,8.02295104873656,7.93741387264136,7.77186234447856,8.34011645090319,8.21091674927222,8.26228457458894
"K21749",8.20578151367091,8.02388196005882,7.89343051084742,7.72069945361572,7.46753087222763,7.93000786277571,7.69014386627853,8.15523713035906
"K22276",7.03553773048516,7.03049027411476,6.85278687905789,6.5196025876234,6.62376954278138,7.0863903108689,7.02679756775063,7.26564579810002
"K21777",6.28119097644187,6.40053869962201,6.90418357396609,6.97730671600561,6.83006168671697,6.84984594530159,6.81654353909367,6.68375392740156
"K07575",6.80731740780232,6.91483315497157,6.71725412248737,6.87518997024856,7.03256933023467,6.71038901288498,6.32877456245044,6.3827679338781
"K03105",7.10871389038423,7.2562438328263,6.98732353379893,7.12570105747593,7.15628396424778,6.61316742805664,6.74320668632136,6.65979016784124
"K10595",7.82415545987832,7.90993134689489,7.52638690192693,7.52194498342367,7.70754023869094,7.91589050657144,7.96795048336486,8.2759557682966
"K14768",6.89558488195746,6.49492732776378,6.88973169508185,7.14549502053371,7.11352532345732,6.61316742805664,6.64401099559962,6.58443254412931
"K10276",6.97757749095014,6.94482910162254,6.95339495218851,6.83337703220282,6.88409310949115,7.24943252894669,7.57037487434197,7.22157660781091
"K10367",5.71197548704316,5.99238781116182,5.99078185863166,6.00714271842492,5.99732782603843,6.41067412218245,6.3846081699604,6.35008987006822
"K13335",5.71197548704316,5.99238781116182,5.99078185863166,6.00714271842492,5.99732782603843,6.41067412218245,6.3846081699604,6.35008987006822
"K07204",6.93729973001006,6.71612867102482,6.67398221740907,6.6176654074002,6.68862841708055,7.16431468183973,7.25569942182999,7.06225352910678
"K14793",6.28119097644187,5.94896658665952,6.2647214045397,6.27238834599872,6.3828845213209,5.79906604700584,5.86997237739807,5.78248057012522
"K10582",6.91662944563439,7.03049027411476,7.2180449550456,7.16497622648687,7.08713534050988,7.35104844202784,7.57998093222938,7.59498678808846
"K07117",6.91662944563439,6.94482910162254,6.70873777008455,6.82482652644366,7.02322984621605,6.48292594469663,6.29947675832045,6.6352711644771
"K09549",6.93729973001006,6.86833235844494,6.42532272615685,6.87518997024856,6.85198249244376,6.3045761054852,6.51103293286983,6.50306632251136
"K14820",6.91662944563439,6.73411067026759,7.05240842852733,7.11903157490191,7.03256933023467,6.5715964182534,6.53444597225504,6.53093107248925
"K12836",8.08429629669966,8.30261354111128,7.91968289636664,7.94810492430308,8.12093173043045,7.66743919218981,7.67240353644996,7.61719546434095
"K09586",7.51481962314509,7.64867023234179,7.66283982091755,7.78623122760861,7.80801493908889,8.25948584734878,8.11103931733024,7.75319094620004
"K14521",6.89558488195746,7.04418733296224,7.10812396511865,7.24603650719111,7.37196567682099,6.69164256980154,6.83414983723761,6.70719234626925
"K09564",7.2900689179205,7.29018815470651,6.81460331394029,7.00702136301455,7.26872323265896,6.84984594530159,6.86856309538919,6.65979016784124
"K02579",7.16085408250492,7.00261734049405,7.02679747879977,6.84186341902702,6.92556045446709,7.37257173101367,7.40628101227705,7.51418273675423
"K18740",7.8939705820799,7.91690312408789,7.59430028667504,7.69099440707853,7.83825317836733,7.41456841318495,7.40628101227705,7.26564579810002
"K05666",7.6840995029892,7.47687392482957,7.57764626869314,7.58846682828771,7.48062703746043,8.06372607637148,7.93156955400227,8.05527737947399
"K19400",8.49226029442312,8.26528254593624,8.09346853762159,8.12756463562424,8.26710938321677,8.64001397296001,8.50822532386317,8.7841425246942
