"","ko_id","add_backA","add_backB","pFe21_9A","pFe21_9B","pFe21_9C"
"826","K15032",7.39904294608832,7.49233272554947,6.70990870668805,7.32783593748432,6.26628925471627
"827","K02910",4.8923121109086,4.58399009042699,5.3064976690926,5.41182591790744,5.97174188535799
"828","K17433",4.8923121109086,4.58399009042699,5.3064976690926,5.41182591790744,5.97174188535799
"829","K08066",4.39263495101978,4.02422750140824,5.0121970410637,5.12982355180122,4.02642423347296
"830","K14556",7.32758738602149,6.51824443568666,6.64798553011259,6.37009134856729,7.56799184815711
"831","K00852",5.91824464210367,5.94740665964946,6.70990870668805,7.16403506297651,6.35942912976739
"832","K03083",6.95253978215644,7.22342381114374,7.25591170972427,7.50924348937204,6.14022944713685
"833","K21053",5.61839489874792,5.1061007136197,6.09105402288695,6.17368163813405,5.05203436412845
"834","K00555",4.96753229051424,5.4818806505845,5.64599459981377,5.16896488493101,6.33672624783352
"835","K11412",6.78391340527488,7.00872079260108,7.85345640756213,8.01021979972636,7.36228727216349
"836","K01465",4.8923121109086,5.04553964561123,4.5188794157104,4.41509804166835,5.74401945735001
"837","K00888",6.52936619845223,7.34491885886208,7.77679789466864,7.75303750180659,7.68741115895448
"838","K20161",7.25236495604387,7.12982765834115,6.40675102437658,6.63340067424326,5.97174188535799
"839","K06047",4.24248029124479,3.88822128085024,5.118850391344,5.04727931817133,4.48357267540089
"840","K09645",6.346040340884,6.41502581042958,7.0923251626283,6.95898461466199,7.62434780406621
"841","K16298",6.346040340884,6.41502581042958,7.0923251626283,6.95898461466199,7.62434780406621
"842","K16681",5.10402685054191,5.50326346573917,4.60694776098886,4.10460334357608,4.8464905387215
"843","K09533",8.87095672564553,8.41547596579494,8.54551048870906,8.86247540165649,7.58702466269024
"844","K06872",5.28238434647821,5.3452504837182,6.32938318208337,6.3547506283435,6.05860253388828
"845","K14816",5.28238434647821,5.7528710214785,5.57805172495794,4.86098055203478,6.26628925471627
"846","K17907",6.13463477015197,6.23201167952305,6.11451935352116,6.58194322981746,5.17052691483665
"847","K18468",9.40494298575707,9.04631796965013,9.77157960453888,9.81802192952923,8.56853452497631
"848","K00685",6.37032383960565,6.03499136093171,5.26230027835682,5.71754650429292,5.1128156296294
"849","K20359",7.93531082800948,6.9946040059274,7.04532679327162,6.54206964157545,6.81620556466079
"850","K12878",8.21074248114474,8.12182584892288,7.21409298721236,7.04647548485708,7.58702466269024
"851","K15637",6.87073932073569,6.7129753964495,5.67866877200224,5.88019387956967,6.11356092517988
"852","K00280",6.13463477015197,5.86978179385767,5.21640424711893,4.86098055203478,5.77904836700286
"853","K13754",6.37032383960565,6.92183117161687,7.35538897946114,7.46775895322021,6.38176574452804
"854","K06640",9.21438866597322,9.19762944813796,9.91794316348363,10.0665666257604,8.84957239030251
"855","K09480",6.80171107946379,7.09059453501433,6.76922038906677,6.81114167847342,5.74401945735001
"856","K01379",8.77170615578623,8.63461105000721,9.73346389447447,9.69063433269387,9.45615131478248
"857","K15562",6.21777044533226,6.14359578492092,5.46882136588332,5.61463939545178,6.76660372508283
"858","K17583",6.69138808640216,6.25626071803814,6.40675102437658,5.85814795800193,7.24714317966617
"859","K11583",7.39904294608832,7.40996663076309,6.44387473001268,6.76589451207529,6.31364437966052
"860","K11518",5.33634239027148,5.6810762564702,5.88704664080197,6.02510959840554,6.73253881021287
"861","K11927",6.8366468639583,6.40426985188504,5.67866877200224,5.69257492828106,6.50872943685454
"862","K06316",6.55067423956248,6.38250455617452,5.74165169058026,5.78972206106747,5.27805127496567
"863","K06685",7.35180538811624,7.84524391071242,7.86022649498428,8.08055165120129,8.77293699370286
"864","K08286",6.67212977558581,6.29185146739621,6.84001407345349,6.62071235079932,7.66967446821418
"865","K07222",5.95136613077494,6.47787026209856,6.90742828451038,7.28064089464786,6.33672624783352
"866","K01265",8.480599301594,8.82079925312038,8.96148808545296,8.37719966833399,9.68021248688817
"867","K15255",8.02812098065863,7.91768280782177,7.76962147259973,7.52954318792776,8.88449807610779
"868","K14439",7.11743580581879,6.86079387083916,5.96721623141564,6.02510959840554,6.71519222774146
"869","K10297",5.38800856862424,5.4601273103727,5.85921697330701,5.83573001522197,4.58866638384722
"870","K00661",5.84943080793358,5.29610466200889,4.89410238791289,4.91067669111484,4.48357267540089
"871","K07298",6.24439814487663,5.62450062131471,6.36860716816119,6.50102473572579,7.05484415637272
"872","K00658",9.18450864752304,8.63912119925581,7.93266340396662,8.0245642662813,8.63842559856119
"873","K00273",6.92038461592053,7.22342381114374,8.19061664908896,7.92100808688752,7.49931041661702
"874","K16603",4.24248029124479,3.88822128085024,5.06678671728081,5.04727931817133,4.48357267540089
"875","K10572",5.84943080793358,6.38250455617452,5.06678671728081,5.4428805373646,6.03026509927525
"876","K02975",7.72023416650516,7.34491885886208,8.05567843548315,7.74727762335128,8.71374012951778
"877","K22262",6.01525531204274,6.25626071803814,6.53257073481859,6.59498585832246,5.32838592714973
"878","K01733",5.43759348076095,5.77022052848488,6.46207138433528,6.62071235079932,6.42538783999601
"879","K00845",4.81128276715313,4.98150523328996,4.95476509530233,4.56654935774168,5.91055480961441
"880","K00872",5.57555028556207,5.1913237661891,5.39033238788853,5.83573001522197,6.50872943685454
"881","K01205",6.63280231248382,5.93223803281032,6.13758716350514,6.33923798255651,5.27805127496567
"882","K00026",6.95253978215644,6.82925771563771,6.30934586964823,5.83573001522197,7.04105026723518
"883","K21249",4.62618933199912,5.07622608897654,5.43019661152795,5.7661018927498,4.58866638384722
"884","K10380",7.58402102536351,7.72285668711941,6.66372408877396,6.82223031075935,6.71519222774146
"885","K15362",6.88748208240578,6.80513466504845,5.74165169058026,6.08274352082791,6.03026509927525
"886","K14546",4.72317897075127,4.63194490561005,5.39033238788853,5.5316691468628,5.77904836700286
"887","K17890",4.24248029124479,5.3452504837182,4.42045262106673,5.31366801705313,4.68256538194776
"888","K01079",5.53121790106434,5.13521286171646,5.39033238788853,5.37997196548673,6.44669568069034
"889","K03098",6.39418901738455,6.29185146739621,6.86736668791717,7.23183052855904,5.94149742359783
"890","K07390",6.72913099244982,5.7873440067078,5.99290902204522,5.34727041009464,5.77904836700286
"891","K09504",8.10823198130777,6.75561461561436,7.39331665377511,7.15532908315569,7.61510780484071
"892","K08874",9.36997423480525,8.90932188671142,9.93083253931508,9.91599236793219,10.1459356061314
"893","K01975",5.65985784708021,5.24486836115781,4.42045262106673,4.56654935774168,4.91947261339932
"894","K07508",7.2132112799028,7.876191176768,8.20131007304631,8.31247362351613,7.30587645024698
"895","K00411",8.2238745813866,8.23349381322117,9.23014952772261,9.1892579940368,8.97369502865479
"896","K09489",9.02129327060997,8.80282483040635,9.39505415228941,9.1527818157223,10.1119716057564
"897","K01847",5.53121790106434,6.85297557809945,6.48003325484933,6.54206964157545,6.14022944713685
"898","K10611",5.57555028556207,5.4818806505845,4.60694776098886,4.49430599338631,5.27805127496567
"899","K21777",7.91113994841367,7.87235906236481,7.13781910459619,7.04647548485708,6.81620556466079
"900","K01011",6.65260376811474,5.97723905706786,5.54267793592626,5.41182591790744,6.1920528983653
"901","K17906",7.33974774355194,7.4721817401595,8.0497715225505,8.35468615084782,7.17331136575018
"902","K01462",4.24248029124479,4.29080567469706,5.34913478802708,4.6954021343974,5.17052691483665
"903","K01875",5.88428192821371,6.0629675832054,5.3064976690926,5.50276370479315,6.5873718099236
"904","K06179",4.62618933199912,4.67750171443367,4.42045262106673,4.80877831604263,3.55742645821109
"905","K14304",10.3459199809308,10.1781696310167,11.2016499109531,11.2379908793866,11.0393085609701
"906","K03163",7.93531082800948,7.49732642369824,7.1819031993004,7.14656951725744,8.30752327368373
"907","K01490",6.76588822632998,6.66004129896794,7.47514301335783,7.68836929574023,6.62509533264135
"908","K20276",9.17102720415397,9.07488577466168,10.0344847431044,10.1721481898488,9.78862498528599
"909","K22395",7.27788242733998,7.3504541107455,6.99671941422799,6.6707914014484,8.01672386193985
"910","K15289",5.10402685054191,5.77022052848488,5.21640424711893,5.31366801705313,6.31364437966052
"911","K10740",6.37032383960565,5.94740665964946,5.3064976690926,5.34727041009464,5.22551092492833
"912","K06215",7.19991725856756,6.84511378729462,7.54414396875855,6.98875190502118,8.09180009105142
"913","K14815",5.91824464210367,5.39249174972194,6.32938318208337,6.63340067424326,6.46768205263459
"914","K03168",8.16381212808025,7.41525591404925,7.68821548187594,7.215181765282,8.4016752581075
"915","K05761",7.49994264789211,8.39694776329737,8.49428589384302,8.28495159772569,8.85349509233191
"916","K08775",9.03624290756921,8.85026710894284,7.97692693904788,7.94635003800542,8.33023730242162
"917","K12403",7.81016876268184,7.33378355042949,6.72497252494787,6.86573417042512,6.60636052083505
"918","K12189",6.67212977558581,6.2682267848503,5.67866877200224,5.41182591790744,6.16638670717464
"919","K13907",5.57555028556207,5.36909863052453,4.30754495639944,4.86098055203478,4.8464905387215
"920","K19269",5.53121790106434,5.52428959920399,6.59968188344064,6.29162715549708,6.33672624783352
"921","K14009",7.67305915515158,6.92183117161687,8.13033756253317,7.99573066691225,8.05133636731043
"922","K17600",7.97471298044898,7.49732642369824,7.1489688079783,7.44655651116431,6.62509533264135
"923","K07305",4.72317897075127,5.29610466200889,5.39033238788853,5.47317975751711,6.11356092517988
"924","K12812",8.44180425867168,8.35642253017316,8.52863731849596,8.38462657847326,9.52660789218067
"925","K14521",6.71038612197025,5.88567209561034,6.42543684992296,6.02510959840554,7.09543991538822
"926","K09540",7.39904294608832,6.74718944461118,7.9454499440302,7.83133760457876,7.82992165132079
"927","K12819",6.46341768219593,6.33792075775222,5.3064976690926,5.98527525575089,6.48835683285466
"928","K22182",6.87073932073569,6.84511378729462,7.10383583307825,7.23183052855904,8.05815993392206
"929","K10370",9.60865509555983,9.04461974558316,9.83979943771141,9.53930664294496,10.4042789587809
"930","K22030",9.60865509555983,9.04461974558316,9.83979943771141,9.53930664294496,10.4042789587809
"931","K01493",8.6261008732242,8.33711296575968,8.12473022617544,7.83133760457876,9.12413265972661
"932","K21737",6.16291187117176,6.7387135718336,7.2455714973321,7.32007770470517,6.48835683285466
"933","K02725",8.24335061096142,7.70571991048212,7.46627907731274,7.78149494133871,8.70508129234817
"934","K13811",7.57377737279095,8.17563988448938,8.11344950785129,8.40302788063677,7.19834958503348
"935","K04498",12.9103499030514,12.1855232859708,13.0335613997621,12.7127580582063,13.5395920502856
"936","K01889",6.67212977558581,6.7129753964495,7.31642628385783,7.215181765282,7.86927711417457
"937","K20404",7.33974774355194,6.88399260179008,6.22615089332171,6.41512041958085,6.1920528983653
"938","K02996",6.16291187117176,6.02078331235302,5.54267793592626,5.58757703222129,6.74967424407023
"939","K13411",4.39263495101978,5.21839966897571,5.06678671728081,5.66711445634019,4.68256538194776
"940","K12483",8.26256644320221,8.30339575363684,9.21441869405714,9.0280176512878,9.25442251739245
"941","K06270",5.33634239027148,5.60507679206164,6.04287095145227,6.24231344664789,5.05203436412845
"942","K00759",5.43759348076095,5.1061007136197,4.30754495639944,4.75372824621111,5.46803794898329
"943","K17759",6.48574892881727,5.82093775772188,5.71054050846043,5.66711445634019,5.1128156296294
"944","K15109",8.33696144386503,8.3315480155489,9.2091367035686,9.03510872670487,8.09180009105142
"945","K12200",7.5530675284454,7.45174274462739,7.22466327477637,7.35845395651686,6.33672624783352
"946","K00011",6.72913099244982,6.77231530835908,6.18258519730405,6.10142329390821,5.59365005445202
"947","K17725",5.03786956801004,5.07622608897654,5.3064976690926,5.47317975751711,6.24198683857538
"948","K02077",6.5077280064404,5.77022052848488,6.04287095145227,6.02510959840554,5.17052691483665
"949","K14571",5.70003353408294,5.66249130458901,4.95476509530233,5.00361471998943,6.08635961532299
"950","K03553",7.41061223671263,6.95868469112633,6.86736668791717,6.93878662311878,8.0237133870282
"951","K12811",8.13629063183799,9.01196736674596,9.16344075107618,9.19981294714993,8.3800696421474
"952","K17081",8.18411296598336,6.90681693795105,7.75516000099476,7.6762914690411,7.27092753315178
"953","K14647",5.43759348076095,5.58535441664937,6.09105402288695,6.00533946414034,6.67984380413349
"954","K01259",5.70003353408294,5.66249130458901,4.76100181182174,4.6954021343974,5.42321758078649
"955","K09828",4.24248029124479,4.12791171371368,5.06678671728081,5.16896488493101,4.36283628142527
"956","K17680",5.53121790106434,5.54497207294723,5.06678671728081,4.95814477325265,4.36283628142527
"957","K00710",5.53121790106434,5.1061007136197,5.71054050846043,5.88019387956967,4.68256538194776
"958","K13143",6.39418901738455,6.49820345368598,6.24742585360925,6.06380324671906,5.27805127496567
"959","K07114",11.0633939047597,10.6902133443765,10.6031864613456,10.4160851514209,11.6411877123219
"960","K08860",7.72023416650516,7.48229272154878,8.24330596038503,8.43198919065794,7.30587645024698
"961","K07238",6.9040289759062,7.00167995976004,7.77679789466864,8.02931410592188,7.40586436672425
"962","K02227",5.88428192821371,5.77022052848488,4.89410238791289,5.16896488493101,6.00132097388958
"963","K03438",5.16655295494437,4.72094833134751,4.42045262106673,3.94549118821088,4.98776228308096
"964","K14793",6.13463477015197,5.91689563575765,5.57805172495794,5.69257492828106,6.7998646541647
"965","K14137",5.84943080793358,5.43798870556159,5.61247227323637,5.85814795800193,4.68256538194776
"966","K11808",6.19061580524785,6.19481581914396,5.50629021951148,5.50276370479315,6.60636052083505
"967","K00763",7.53205364430994,7.98309395562152,7.68821548187594,7.72400392728967,6.71519222774146
"968","K10875",6.52936619845223,6.2682267848503,5.34913478802708,5.58757703222129,5.87887863103518
"969","K06188",6.78391340527488,7.74818383013501,8.03788435092119,7.2564445880239,7.32870899546665
"970","K01098",4.96753229051424,5.54497207294723,5.83079190301704,6.1198500204419,5.1128156296294
"971","K06182",4.96753229051424,5.07622608897654,4.17215695432161,4.6954021343974,5.46803794898329
"972","K08576",7.41061223671263,7.26508281614135,7.4927077570663,7.72985786180921,6.46768205263459
"973","K16195",7.84462114909249,7.48229272154878,8.24330596038503,8.43198919065794,7.30587645024698
"974","K20286",9.21438866597322,8.41547596579494,8.30903762805915,8.15196249731953,7.96682121208
"975","K14809",6.67212977558581,6.14359578492092,6.76922038906677,5.98527525575089,7.1606251726295
"976","K01899",7.45597498691299,7.37238300295596,6.75462499999936,6.50102473572579,7.5964470319685
"977","K13126",7.77486869432858,8.49974761605938,9.00786144935224,8.87306824324494,8.58750631049562
"978","K14376",10.022954502486,9.27207804145838,9.0229934647495,9.2412765029488,8.7309031996057
"979","K01001",7.70155004975488,7.76068160820672,6.90742828451038,7.07448034917875,6.69762909714255
"980","K20989",9.51306700773572,10.0427140934264,10.6370041601008,10.6579620672469,10.0620208060769
"981","K06632",6.37032383960565,6.03499136093171,5.34913478802708,5.2435182937729,5.94149742359783
"982","K00252",4.39263495101978,4.87775604998184,4.30754495639944,4.10460334357608,5.27805127496567
"983","K08269",7.48907679844211,7.67522858118123,8.26894404133787,8.32024131721858,7.24714317966617
"984","K06664",5.53121790106434,5.58535441664937,4.89410238791289,5.41182591790744,4.48357267540089
"985","K10578",5.7390063932307,6.07674208280167,6.13758716350514,6.48707033992456,5.22551092492833
"986","K14440",8.40193456351993,7.6883757978541,7.27636984238006,7.24828703617941,7.87702034969657
"987","K09257",6.21777044533226,5.86978179385767,5.57805172495794,5.64114362080156,6.73253881021287
"988","K13254",6.39418901738455,6.61435229600318,7.13781910459619,7.15532908315569,6.05860253388828
"989","K01915",10.0341641017107,9.94326575473102,9.93563651175421,9.7735041696874,10.9651563297259
"990","K02324",9.22421260727247,9.09471571099586,8.09636068625884,8.37719966833399,8.78941300569511
"991","K07374",8.59613587209992,9.48861174088616,8.96775809876291,9.11089129083959,9.82901023273914
"992","K02087",6.74762951425637,6.88399260179008,5.941022685451,6.17368163813405,7.04105026723518
"993","K17500",6.63280231248382,6.30351370824735,5.88704664080197,6.20842685478619,5.37671692152797
"994","K14011",4.39263495101978,4.80240625900027,5.46882136588332,5.47317975751711,4.76792658999639
"995","K10579",6.46341768219593,7.1490457018528,7.37447871153988,7.2965466731828,7.76461768297153
"996","K01630",6.4176505667967,5.71746728153304,5.57805172495794,5.2435182937729,5.27805127496567
"997","K02510",6.4176505667967,5.71746728153304,5.57805172495794,5.2435182937729,5.27805127496567
"998","K11717",5.22588640199925,4.53327631451442,5.0121970410637,4.63325078458395,5.70802794235146
"999","K15210",5.10402685054191,5.27076060217293,5.43019661152795,5.16896488493101,4.21783279435769
"1000","K19219",5.10402685054191,5.3452504837182,5.74165169058026,5.94422626621548,4.76792658999639
"1001","K01652",6.37032383960565,6.57669765167741,6.56652874065298,6.65843815322421,7.57753988097252
"1002","K19476",8.84995456957296,8.19722621383722,8.97400095031492,8.85447934896418,9.53151118409679
"1003","K01869",6.32132298153061,6.66004129896794,7.36496574343431,7.43941857602478,7.05484415637272
"1004","K06641",6.8366468639583,6.42569910587611,6.09105402288695,6.08274352082791,5.55314573012023
"1005","K09834",6.78391340527488,7.37781301345233,6.11451935352116,6.40027253180882,6.62509533264135
"1006","K01769",7.57377737279095,6.93668784584021,7.73319063576481,7.55616914729565,8.26099021296694
"1007","K01770",5.10402685054191,5.3452504837182,5.96721623141564,6.27538468552492,5.8131688941419
"1008","K12275",5.77685230285336,5.60507679206164,6.18258519730405,6.68303695672497,6.56812201725818
"1009","K01866",7.17295104682182,7.00167995976004,6.75462499999936,7.04647548485708,7.99554891805557
"1010","K09419",9.77603309253325,9.85594006447396,10.8091612255995,10.6518270920945,10.5011750681066
"1011","K09142",4.62618933199912,4.29080567469706,4.60694776098886,4.80877831604263,5.55314573012023
"1012","K14012",4.39263495101978,5.4818806505845,5.06678671728081,5.34727041009464,5.55314573012023
"1013","K15104",6.21777044533226,6.53800174820985,6.38781023928006,5.78972206106747,7.082036451658
"1014","K00869",6.5716623516415,6.37149243837478,6.40675102437658,6.1198500204419,5.37671692152797
"1015","K13728",4.04408578705513,4.53327631451442,5.118850391344,5.20683209797208,4.68256538194776
"1016","K07820",6.37032383960565,6.4468029001097,5.67866877200224,5.88019387956967,5.32838592714973
"1017","K12323",7.30295134910324,6.41502581042958,6.86736668791717,6.84414969489298,7.6426509010159
"1018","K20175",5.03786956801004,5.24486836115781,5.88704664080197,6.17368163813405,5.37671692152797
"1019","K09747",5.57555028556207,4.58399009042699,4.42045262106673,4.49430599338631,4.8464905387215
"1020","K13726",4.81128276715313,5.64363569721486,5.16864973262454,5.04727931817133,4.36283628142527
"1021","K17451",6.04609973617166,5.90137515276238,5.50629021951148,5.41182591790744,4.8464905387215
"1022","K07146",4.8923121109086,4.80240625900027,5.0121970410637,5.08930216618671,5.97174188535799
"1023","K12947",7.14546415893096,6.0629675832054,6.59968188344064,6.22547469246099,6.99884565263133
"1024","K10866",8.68422292917307,8.07594400697445,7.7981142263428,7.69437025666803,7.45853089328781
"1025","K01807",5.65985784708021,5.52428959920399,6.38781023928006,6.55548755774607,6.35942912976739
"1026","K04505",7.05966499662675,7.63504735205009,6.85375656072866,7.07448034917875,7.98125688015432
"1027","K08059",6.69138808640216,6.60503310600236,5.88704664080197,6.3076805336598,5.59365005445202
"1028","K10807",8.15698098502759,8.43116962306314,7.37447871153988,7.38842920792451,7.72223939545542
"1029","K03007",5.95136613077494,6.360392093777,6.09105402288695,5.7661018927498,5.1128156296294
"1030","K06443",6.72913099244982,6.21972476110733,7.35538897946114,7.3122770652129,6.7998646541647
"1031","K01594",4.04408578705513,4.58399009042699,5.3064976690926,4.95814477325265,4.68256538194776
"1032","K13368",5.16655295494437,5.39249174972194,5.57805172495794,5.64114362080156,4.48357267540089
"1033","K17917",8.29403317956552,8.23050620104404,9.07908837423022,9.18713769753522,8.33023730242162
"1034","K10402",5.98368972153603,5.4818806505845,4.82972244769657,5.20683209797208,4.91947261339932
"1035","K17387",5.98368972153603,5.4818806505845,4.82972244769657,5.20683209797208,4.91947261339932
"1036","K03002",5.98368972153603,6.07674208280167,6.04287095145227,6.00533946414034,7.06850536245461
"1037","K01276",6.32132298153061,6.09037821534406,5.26230027835682,5.31366801705313,5.77904836700286
"1038","K05609",6.5716623516415,6.47787026209856,5.80174328641202,5.71754650429292,5.55314573012023
"1039","K12846",5.88428192821371,5.13521286171646,4.68711828408656,4.80877831604263,5.17052691483665
"1040","K20784",5.98368972153603,6.3150782165673,6.01812101795188,6.13803082525029,5.1128156296294
"1041","K06210",5.48527779249995,5.29610466200889,4.89410238791289,4.32675018106028,4.68256538194776
"1042","K11498",8.15011723134787,7.743993583148,7.93907090511941,8.04815799140449,6.98449376332553
"1043","K01437",7.77486869432858,7.15539446356221,6.99671941422799,6.56877792954041,7.50932619174042
"1044","K03348",7.51072658616311,7.30555916721568,6.44387473001268,6.56877792954041,7.13490840642553
"1045","K15029",6.21777044533226,6.37149243837478,6.72497252494787,6.94892161338304,7.38424198831067
"1046","K01634",5.10402685054191,4.98150523328996,4.30754495639944,4.86098055203478,4.02642423347296
"1047","K11137",6.55067423956248,6.24418966458024,5.57805172495794,6.00533946414034,5.42321758078649
"1048","K09969",9.02129327060997,9.32619429637282,9.99053155705289,10.0256337078581,9.98190339096762
"1049","K12859",5.16655295494437,5.16360708284081,4.42045262106673,4.10460334357608,4.68256538194776
"1050","K15103",4.04408578705513,4.63194490561005,5.06678671728081,5.2435182937729,4.8464905387215
"1051","K15106",4.04408578705513,4.63194490561005,5.06678671728081,5.2435182937729,4.8464905387215
"1052","K04097",6.19061580524785,6.97316180968548,7.00902823933632,6.91829642649727,6.05860253388828
"1053","K11155",5.91824464210367,6.55748355211796,6.20454108726241,6.63340067424326,5.51130896750917
"1054","K06628",6.61271730675869,6.60503310600236,5.88704664080197,5.61463939545178,5.84643053830942
"1055","K13420",8.02812098065863,7.64856668165288,7.06902031720778,7.15532908315569,8.04448024499007
"1056","K19953",7.41061223671263,7.1490457018528,6.40675102437658,6.5285216319795,6.42538783999601
"1057","K20072",5.65985784708021,5.43798870556159,4.60694776098886,4.6954021343974,5.27805127496567
"1058","K12606",5.33634239027148,5.86978179385767,6.30934586964823,6.51484090047559,5.77904836700286
"1059","K10756",6.39418901738455,6.32654668417075,5.3064976690926,5.64114362080156,5.77904836700286
"1060","K09273",6.13463477015197,5.91689563575765,6.16027138443357,6.45873520849555,5.22551092492833
"1061","K04802",8.62114980517007,8.37276982257513,8.09636068625884,7.86362948785296,9.05428765153584
"1062","K01047",5.53121790106434,5.6993989270187,5.64599459981377,5.85814795800193,4.68256538194776
"1063","K07407",8.01306306921154,7.91768280782177,8.19597330064848,8.26093482482504,7.10871817319294
"1064","K12199",8.66028979977952,8.01471536939064,8.75220577694959,8.41395677823131,9.27503699463092
"1065","K01930",4.39263495101978,5.07622608897654,4.5188794157104,3.94549118821088,4.98776228308096
"1066","K17497",6.10575896336293,6.04905171206448,6.93351946209176,6.60790814460655,7.05484415637272
"1067","K05349",8.36092882597776,8.51209638235462,7.62596531912601,7.58876991230993,8.45947084102243
"1068","K12194",10.3247757251986,9.26188383698837,9.97816705244981,9.87180366718992,9.28378232605746
"1069","K02327",7.04484765975213,7.37781301345233,6.64798553011259,6.81114167847342,6.14022944713685
"1070","K09493",7.08884391024096,6.86079387083916,6.20454108726241,6.3547506283435,7.27092753315178
"1071","K10847",8.99475235473669,8.25423512216082,8.77025720480735,8.14760175169066,9.20923028364044
"1072","K06669",9.68650564827358,9.16517697572323,8.68528090095076,8.60724258717747,8.683203695339
"1073","K17794",5.61839489874792,5.54497207294723,6.01812101795188,6.08274352082791,6.69762909714255
"1074","K01829",7.75688746359415,7.37781301345233,8.52012599620425,8.28097654396269,7.73081583891021
"1075","K10206",5.16655295494437,5.27076060217293,5.99290902204522,6.24231344664789,5.63291253819398
"1076","K20897",7.36376205786903,6.65102174201777,6.51527711545078,6.63340067424326,6.08635961532299
"1077","K20899",7.36376205786903,6.65102174201777,6.51527711545078,6.63340067424326,6.08635961532299
"1078","K20908",7.36376205786903,6.65102174201777,6.51527711545078,6.63340067424326,6.08635961532299
"1079","K12373",6.46341768219593,6.1694455975482,5.99290902204522,6.04459466594866,5.22551092492833
"1080","K12265",6.29615530620199,6.18218948662737,5.39033238788853,5.90188080456722,5.27805127496567
"1081","K11353",7.01474083908158,6.56712359052032,6.88084703016691,7.10194388770836,5.97174188535799
"1082","K14555",6.72913099244982,6.63280684729985,6.67928821243484,6.22547469246099,7.48922402184702
"1083","K10326",6.37032383960565,6.32654668417075,6.30934586964823,6.08274352082791,5.27805127496567
"1084","K00820",7.13151901392873,6.92927899291024,6.22615089332171,6.4298112438257,7.29432169076065
"1085","K01855",5.16655295494437,4.72094833134751,4.60694776098886,4.10460334357608,5.22551092492833
"1086","K00817",5.48527779249995,5.01398648652132,6.16027138443357,5.96490750826209,5.42321758078649
"1087","K11497",8.0355911690263,8.05582294823944,7.13781910459619,7.13775569244055,7.6961978686759
"1088","K06972",9.10520995792402,9.36208444499096,9.78050820094478,9.96135015045054,8.86519952474781
"1089","K14826",7.08884391024096,6.85297557809945,5.99290902204522,6.40027253180882,6.1920528983653
"1090","K13535",7.41061223671263,7.32818315155284,7.74787421198963,8.0574880703515,8.42296131712282
"1091","K05283",4.04408578705513,5.04553964561123,5.118850391344,5.08930216618671,4.68256538194776
"1092","K01534",6.21777044533226,6.62360993310165,7.23515572764027,7.04647548485708,6.26628925471627
"1093","K13091",5.48527779249995,6.32654668417075,6.56652874065298,6.06380324671906,5.63291253819398
"1094","K01495",4.62618933199912,4.53327631451442,5.0121970410637,4.63325078458395,5.63291253819398
"1095","K06180",6.39418901738455,6.82925771563771,6.30934586964823,5.85814795800193,7.01305378267247
"1096","K00357",4.51754979962815,5.4601273103727,5.26230027835682,4.41509804166835,4.8464905387215
"1097","K01922",5.81363975183613,5.32092659636721,5.0121970410637,4.56654935774168,5.1128156296294
"1098","K02684",7.5530675284454,7.88762651964861,6.82613657200762,6.87640404838036,7.42716441221317
"1099","K13712",6.27051986808997,6.04905171206448,6.36860716816119,6.73097966043476,7.21070553251227
"1100","K07375",10.7108966173826,9.84817523568958,9.85847154043317,9.62480761259381,10.4281345150522
"1101","K09250",7.52142984903444,7.25330395455018,7.02123119583689,6.4298112438257,7.52914982255495
"1102","isip_1a",5.61839489874792,5.52428959920399,4.68711828408656,4.6954021343974,5.37671692152797
"1103","K03969",5.43759348076095,5.50326346573917,5.99290902204522,6.45873520849555,5.42321758078649
"1104","K21437",4.24248029124479,4.76251873374632,5.06678671728081,5.31366801705313,4.36283628142527
"1105","K13886",5.91824464210367,6.94405814338037,6.97177656937537,6.9689766601562,6.60636052083505
"1106","K21419",5.7390063932307,4.80240625900027,5.3064976690926,5.27910583564793,4.58866638384722
"1107","K04082",4.96753229051424,5.4818806505845,5.54267793592626,5.78972206106747,4.68256538194776
"1108","K12614",7.2132112799028,7.27676517259323,7.33604056454898,7.97125254959652,6.69762909714255
"1109","K02212",8.00547451573734,7.8914181472302,7.13781910459619,6.9689766601562,7.47906599589665
"1110","K02256",5.16655295494437,4.63194490561005,5.21640424711893,4.63325078458395,5.70802794235146
"1111","K14554",5.33634239027148,5.07622608897654,5.0121970410637,5.12982355180122,6.11356092517988
"1112","K03688",4.72317897075127,4.87775604998184,4.76100181182174,5.27910583564793,4.02642423347296
"1113","K05523",6.04609973617166,5.50326346573917,6.36860716816119,6.73097966043476,6.24198683857538
"1114","K11519",4.81128276715313,4.42156964009715,4.95476509530233,5.00361471998943,5.67101422119431
"1115","K14779",6.39418901738455,5.97723905706786,5.39033238788853,5.4428805373646,6.21724699225661
"1116","K00294",7.74781159624346,7.95076074697169,8.63493606650595,8.56538828153322,7.68741115895448
"1117","K01611",6.88748208240578,6.86856915377044,7.05722296105223,6.91829642649727,7.93008421231745
"1118","K08955",8.55518721289425,8.19722621383722,9.03796825148364,9.11312667125083,8.15680684152031
"1119","K03253",5.03786956801004,5.24486836115781,5.88704664080197,6.06380324671906,5.87887863103518
