"","ko_id","add_backB","add_backC","pFe21_9A","pFe19A","pFe19B","pFe19C","pFe21_9B","pFe21_9C"
"14","K03403",10.9750905408865,10.6353071538567,6.33024015370252,5.48591489642736,6.26427573498178,6.0719245708939,10.8486688623524,11.207548206685
"15","K14565",3.2704927687288,4.20171422164154,9.59351941137567,9.0088170116233,9.73752789655528,8.92795291918473,8.86236999392752,8.76887690192309
"16","K02115",11.1345281357501,10.7302549008143,6.30005534707862,5.92287443547905,5.98218071962694,5.82082557562346,10.3471472439268,10.5690576590002
"17","K01749",5.65436293562874,5.44248933054265,4.26125715635484,3.38215086031603,2.71827869300912,3.22407973613999,8.84149353028232,9.18534020132033
"18","K03404",7.05930922951272,6.83715097929317,5.26719254439961,3.6492062402105,3.9475271791568,4.01887512658513,9.4561239346438,9.83441344220654
"19","K03428",6.27624140889771,5.99398897026091,2.71827869300912,2.71827869300912,2.71827869300912,2.71827869300912,7.70766998984168,8.16917736024352
"20","K01845",6.8851134651532,6.55957796981806,5.65413812783622,4.01379929287045,4.64134179111593,4.61277633118604,9.88687629179997,10.3665790280304
"21","K08907",8.41967270714091,8.27655209794568,4.51402974045441,2.71827869300912,4.12466798416602,4.32077430308287,8.24880045467125,8.08094636755025
"22","K08906",10.650087600874,10.7237919759903,5.70154973307548,5.57622891738065,5.85997048091752,6.01781710811656,9.5100315595564,9.67424344866745
"23","K14857",3.10993723233681,2.71827869300912,7.9246545085369,7.66529386603114,8.47034835400227,7.57190703484425,8.20587385305093,7.67813014458187
