"ko_id","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"K00001",8.09726912256366,0.206465321359638,0.340579754264257,0.396581504971778,0.595024967090744
"K00002",127.463455437467,-0.000176970462838364,0.164807024723864,0.999045240939917,0.999754790116721
"K00003",62.5125943412156,0.445633518908811,0.185451226117422,0.00798643172184234,0.0339966232509844
"K00006",493.354717002805,-0.172097223244832,0.196127533439121,0.315103693411392,0.51870343253918
"K00010",114.553594921646,0.11994772455793,0.152001553765007,0.380392738337381,0.578241359553773
"K00011",63.738917742104,0.492204295693817,0.217838485532081,0.00996098487110748,0.0408787214079333
"K00012",395.606444998207,0.402985306884818,0.143720414743576,0.00290595918983655,0.015392843979247
"K00018",38.7082122858441,-0.400183244880095,0.315666028404397,0.0958254052235557,0.22794259306695
"K00019",74.4897244170152,-1.00495063821379,0.212302106938179,1.39112346574657e-07,2.77725227920957e-06
"K00020",44.9847914127328,0.417850187490175,0.248394815035796,0.0449470538376384,0.130938109284423
"K00021",324.770810222941,-0.256722702123757,0.320302542961812,0.282613202397019,0.481890280973054
"K00024",379.136971882181,0.00846756536557518,0.314485726216792,0.971207442917747,0.988257977362184
"K00026",4000.8633725751,0.451224575383077,0.167522964883752,0.00354397912520807,0.017983673183979
"K00028",65.9974973451067,0.0180744170277561,0.190407197642098,0.914092280508773,0.962837794595211
"K00029",65.9974973451067,0.0180744170277561,0.190407197642098,0.914092280508773,0.962837794595211
"K00030",8.41766960625583,0.064743590932644,0.363303346511278,0.7911744278859,0.889913333335205
"K00031",260.825037833683,-0.423933060346017,0.174280402418351,0.00784320698953028,0.0335219776994383
"K00033",37.9516303921456,0.159252167238696,0.221783968404227,0.399718522693097,0.595982432248227
"K00034",17.497239502384,-8.84231702559522,1.21590160402728,2.50809616899515e-14,1.30885463041265e-12
"K00036",60.9677070302159,-0.0341246747525285,0.243126987489273,0.86612047139032,0.937678910594868
"K00039",5.18593281765183,-0.0481224738609052,0.373179617385047,0.844195503428542,0.925608267823641
"K00045",45.682292137404,-0.0369666299260315,0.213214035352137,0.840438558813906,0.923215641399787
"K00046",10.0533719259767,-0.208452195306793,0.362063854672121,0.399523583108103,0.595982432248227
"K00049",31.9608105626489,0.262136973683974,0.228450125534189,0.176564595228739,0.355399306681847
"K00052",71.8636807529934,1.3703263486343,0.338913874229377,3.29755428765211e-07,5.83211798071359e-06
"K00053",104.075694799056,0.276401201992569,0.237949370367228,0.167049575721905,0.342609682958027
"K00058",525.010155036209,0.725744497759263,0.212380871313908,0.000128666679090813,0.00114560149977816
"K00059",205.158110114746,0.318600569997955,0.212499328114717,0.0839119343593525,0.207910754124844
"K00064",73.3239059352781,-0.0859665684982306,0.214892693263522,0.641482982530283,0.78961810342327
"K00065",10.4981718888822,-0.248988985189836,0.324716852684233,0.299883101167369,0.502196056995465
"K00074",46.1034081386616,0.369420754207405,0.222106137730387,0.0537567202148807,0.149788830816283
"K00077",14.9653960506808,0.0673069413554186,0.306514240606017,0.771869030324723,0.878967901111474
"K00078",718.720496307318,0.888118468635854,0.178352910627517,7.13597551805203e-08,1.53896778136765e-06
"K00079",94.7897022488658,0.41624162754794,0.194217457234952,0.0165732554643023,0.0601331766932237
"K00083",6.5865944177495,0.247749829035925,0.363245027783775,0.319356327597983,0.523224494866927
"K00088",532.00926434599,0.24910229761834,0.153100963299793,0.0736655320246927,0.189233980542622
"K00099",60.7666682942183,-0.382503016489474,0.213287964086639,0.0397785740969436,0.11874578581058
"K00101",19.1433974802704,-0.342272252653982,0.31135488895541,0.149409606723262,0.316591902756525
"K00102",6.60519909803037,0.00647958794052141,0.378899036200468,0.978871812674953,0.992014181773442
"K00103",22.5611159933304,-0.490482531463771,0.325893185920195,0.0464075331620824,0.13417554218613
"K00106",91.7088823774909,0.118381021132546,0.158477006280834,0.404858493895884,0.600065367729477
"K00107",321.066198798175,-2.07151314544802,0.195732222239036,3.19819594806161e-30,6.75938713622821e-28
"K00108",25.6092582007777,-0.405315676741629,0.236763098066253,0.0440711936130123,0.128919678479033
"K00114",20.6657018010781,-3.22857623927891,0.647393618032707,3.85398299907529e-09,1.0181741335682e-07
"K00116",11.1986806895804,-1.97556321314316,1.23632324061526,0.000166032901873047,0.00143521692477989
"K00118",89.9060720089723,-0.953462762398047,0.32570326192141,0.000204569007147755,0.00168560076649816
"K00121",197.811369473305,0.404006807823609,0.189721853068186,0.0176881494363362,0.0635780677443819
"K00128",486.8640431543,-0.710517923088757,0.188754356415658,3.7415909710618e-05,0.000393425498375081
"K00130",21.6133331813743,-0.0308105574772214,0.292104400522404,0.891867020890974,0.952481530395692
"K00134",2553.97618762639,0.719924962560913,0.132107256342905,1.16580015565344e-08,2.8159070045412e-07
"K00135",31.3014018680163,-0.241261912789223,0.238052651457565,0.22715683749673,0.418423736444436
"K00138",16.9336835566133,-3.96205906893927,0.601944473257395,1.03341400569202e-12,4.28258921770607e-11
"K00142",38.7560236024622,-0.60003596132084,0.247019663978943,0.00439899693676284,0.0213730575306857
"K00145",37.445301030294,0.0512960995980052,0.279150688696527,0.816554115852006,0.909745452742864
"K00147",36.1426523234185,0.309075305855003,0.289381918059131,0.174755832270373,0.352598044394686
"K00157",20.098236047437,-0.103895299378355,0.257246762213961,0.621328185458774,0.778640450617918
"K00161",210.38314841569,0.63097928578691,0.155829025966429,1.59692909104106e-05,0.000190684160108208
"K00162",67.5286961686905,0.789527918206135,0.201434811608384,1.43862085304019e-05,0.000175752900167655
"K00164",335.982062360023,0.0302458120496017,0.139578598700376,0.811682603371224,0.90613360349956
"K00166",275.800413479526,0.249938471922677,0.17781100399309,0.114627810038544,0.260744002663231
"K00167",82.8668766399698,0.263258472128129,0.188763661985558,0.114453749449988,0.260547320492722
"K00208",92.2096474517259,1.34075742157937,0.252657856034566,1.03363014157341e-09,2.95213149218296e-08
"K00211",7.23558171145284,-0.113444631885379,0.336916153881683,0.638027135203063,0.787048387726901
"K00213",100.76362310977,-0.483387703197781,0.265867458052344,0.0274725670403433,0.0906530373766831
"K00215",18.9247584275356,0.271616726254999,0.287736358981726,0.230424248938823,0.422744487961982
"K00218",495.02072292126,-0.743535149187093,0.133631024502856,5.55624804457144e-09,1.40636290325769e-07
"K00219",20.4070669108879,0.0176665866551237,0.251883898197994,0.932109048915966,0.972857700625814
"K00222",55.2848999624884,-0.0983138337674887,0.310524931711979,0.673970080173452,0.810951189551148
"K00225",34.8331862989951,0.0955302038179772,0.264927667667076,0.655819573933183,0.800967737363642
"K00226",37.7649662398752,0.059359278236563,0.255211443362714,0.776602962615503,0.880433851342563
"K00227",652.325364644028,-0.453022171607576,0.265632902045707,0.0381881898939025,0.115719884107521
"K00228",256.483636997725,-0.366633341356354,0.264787735191381,0.0904622873608436,0.218755199470415
"K00231",28.9263169711375,-0.196141402190625,0.234762761257374,0.320597991970047,0.523635128306565
"K00232",296.168185972121,-1.11319466684914,0.248002041347113,2.46363035224154e-07,4.54749585105895e-06
"K00234",807.946374895199,0.309462363505935,0.14761798120226,0.0234748955732733,0.079382706870581
"K00235",566.052213182043,0.163288755099844,0.198175263820931,0.344652182868401,0.547069011259757
"K00236",831.747139374827,0.396844831433048,0.161124724611562,0.00774414071782915,0.0332799300958213
"K00237",25.3717165993551,-3.57768173651425,0.362453919073059,3.91443357828211e-24,5.01403355618135e-22
"K00248",289.346350116944,-0.338660468216118,0.202296741862381,0.0567822184098685,0.156363802748218
"K00249",46.9811625029932,-0.584254422287197,0.284741200301166,0.011364499738763,0.0454042914893678
"K00252",283.432923007839,0.366882981807284,0.133703219954982,0.00376700194336693,0.018888632520299
"K00253",203.65998670324,-0.673597370723058,0.261787623343612,0.00222266487383935,0.0123621110812091
"K00255",2911.66844048424,-0.350098453712992,0.236972081082601,0.0807448047811894,0.202556848551981
"K00264",561.954898940385,-0.241530349215586,0.188176471217715,0.145702160868969,0.311366549035961
"K00266",98.1036174054363,0.224288741893479,0.183339828190993,0.166700834293301,0.342392821456648
"K00274",18.5171767002531,0.532076992389345,0.315459731623695,0.0287862378248707,0.0941062856038116
"K00275",26.6046142971087,0.178787179918358,0.243869216583368,0.37828755352434,0.576994713865602
"K00276",528.673547579553,-0.272552928409042,0.219335190584709,0.147529954830013,0.314069480756212
"K00281",237.432872244707,0.312950702018147,0.165547021857314,0.0376458981699464,0.114646406026198
"K00284",30.5544929159085,0.749794900188455,0.260590725071925,0.00067241459448948,0.00461411768004388
"K00285",12.931185577587,-0.0258690934206384,0.308607689194145,0.91149283034474,0.961777382393215
"K00286",118.540185964091,0.276787119782529,0.189167002872321,0.0980572653964709,0.231687009966955
"K00287",111.57982305523,-0.332400840237391,0.169216173520591,0.030671685368267,0.0989227163521446
"K00288",122.753738162163,-0.0178013859448644,0.141997893596543,0.890304252349381,0.951275501663854
"K00293",36.4188795299714,0.00825951856049683,0.222286230746878,0.96525781166107,0.985836687315183
"K00294",204.009152474522,0.460632871655747,0.165663113286588,0.00267666354246548,0.0144481655758884
"K00295",212.114069172715,0.213609175086402,0.181606228201229,0.183925971686331,0.365671446002409
"K00297",34.1055399492027,0.652227430100007,0.249083905125968,0.00215594070916668,0.0120946191091321
"K00306",169.736230154202,-0.26052841315005,0.223574306277651,0.172162155469751,0.349437882355594
"K00308",6.90777001097508,-0.244304598815585,0.370561655941782,0.327652295584606,0.530849464712966
"K00311",398.550855999871,-0.230559822238203,0.227168405260234,0.231942586025041,0.424531101846562
"K00314",20.5500160456392,-0.494836088054095,0.301684607935875,0.0366167512540157,0.112648477111153
"K00318",7.17232367861399,-0.105613962050864,0.343642079824411,0.663047827814711,0.803527284453206
"K00323",442.039007851124,-0.123645901258662,0.135276647959376,0.312744763475172,0.517001218306434
"K00326",250.321359154433,0.693030361835219,0.164561649579119,6.26640619314166e-06,8.46265143080185e-05
"K00327",560.272580226232,-1.68587421674089,0.311387904026188,4.94062588854154e-11,1.75496013704749e-09
"K00344",25.6610371213962,0.462925849426635,0.305542501062448,0.0514627000726586,0.144925271956781
"K00354",5.90150658429278,-0.0455149662742594,0.368681026929166,0.852424147592054,0.930093572915354
"K00355",33.9989306590818,-0.117975820308466,0.365398060707838,0.630854348389209,0.783453175915733
"K00362",43.5267342667424,-4.16971980576285,0.484112329052884,1.31715359641711e-19,1.32562101239408e-17
"K00364",29.4871210228074,-0.144852786688693,0.265615359699241,0.50012258470612,0.686592453898269
"K00366",690.229786892911,-0.455877673622642,0.217001485566824,0.0163304474998506,0.0594563321118593
"K00372",11.9527114991079,-5.20576630511299,0.765892130592878,1.95467410311134e-14,1.0458743587154e-12
"K00381",58.948220255827,0.711541401354905,0.22307369999501,0.000298823930298176,0.00233480361066616
"K00382",242.446507339176,0.785891597891493,0.132818743076904,5.87159727259587e-10,1.76022990576331e-08
"K00383",152.885834752515,-0.144130148620315,0.165298363247663,0.328859936068028,0.531990413226006
"K00384",22.2205818088921,0.16995658895453,0.241499362203248,0.398956267529001,0.595827582818371
"K00387",875.491996630477,-0.35956557442349,0.230031793537397,0.0670825804830127,0.176342081904039
"K00390",64.0782342681017,0.508015002909863,0.194116145098376,0.00370841230386491,0.0187057981007601
"K00392",141.182303131707,-0.737144204708475,0.240076650124514,0.000393795914664799,0.00290501803017121
"K00411",448.719567158382,0.315710343381169,0.134867524719188,0.0126223685811761,0.0491748866291532
"K00413",622.578871361129,0.276407685279739,0.120524725982279,0.0151334783012829,0.0560150724864474
"K00416",68.7327976367171,-2.68891802385468,0.214934728329329,8.69513384230871e-38,3.34130279558535e-35
"K00417",239.51478000015,0.439784648574284,0.171409554199988,0.00524467791133323,0.0245506683623539
"K00419",319.704487367669,0.18986240289278,0.218903588075684,0.310629163183433,0.514913518735831
"K00428",447.919231411868,0.708403915703431,0.140216028612316,1.0448369174342e-07,2.12332963942037e-06
"K00430",59.9064634908698,0.021625438655604,0.211639594717776,0.90570947251524,0.959747791507125
"K00432",24.3836740726814,0.44438026282762,0.302913404800237,0.0598967556216306,0.162819026374683
"K00434",31.6521270306075,0.525998220091692,0.279724810641869,0.020601044258968,0.0715881600112103
"K00441",8.77691757293569,0.0292310602999372,0.337580351932407,0.903294803739774,0.958390345232938
"K00451",24.0236536944003,-0.260677535880735,0.265860588455761,0.226861641601122,0.418423736444436
"K00452",13.8173923055756,0.252155085833671,0.314662694240607,0.287260971678313,0.487260083179866
"K00456",25.0550474165799,-0.0450435779436804,0.236906505980552,0.820689672111027,0.912189125430794
"K00459",83.3819888695101,0.290755391547458,0.274376932206016,0.187084724949536,0.370422245844153
"K00463",88.1030363321641,-0.279968119516771,0.179961687850591,0.0813059164153967,0.203722648896196
"K00465",96.4436151270041,0.298943247335414,0.210576751689645,0.101805099043006,0.238278047427898
"K00472",1609.46904116903,-0.133285793111695,0.129455011138719,0.256427008143254,0.451443966439623
"K00474",8.14361559087853,-0.0842624050133897,0.35144760787364,0.729212607413152,0.848673373220098
"K00476",66.555238407861,-0.0310614101550949,0.19666946035414,0.856756772907035,0.932206904840973
"K00477",14.1345440648002,0.228608237060232,0.316759245693562,0.335316919990009,0.538683657798668
"K00478",126.740826726092,-0.870843841661363,0.237085536253311,2.60403527492046e-05,0.000291197277965311
"K00480",11.2989936575003,2.01147347219795,0.709103241319655,3.36467922051536e-06,4.87071885791727e-05
"K00485",361.908190616513,-0.700590474245789,0.23215972071431,0.000545535058798285,0.00384971067369007
"K00486",71.6267837541546,-0.0239379005461721,0.199183613741855,0.890512694602288,0.951275501663854
"K00493",308.929113304611,-0.540446825041014,0.23485835524395,0.00760849801258949,0.0327840174303932
"K00504",50.5845488068577,-0.313111776446244,0.209805606577972,0.0860898399349151,0.211403903132313
"K00505",201.877660914245,-0.258323076300649,0.230830431430826,0.186253697537476,0.369448324491276
"K00507",46.1280059009251,0.384811622400608,0.247388434860255,0.0633116127382108,0.169164467158291
"K00514",27.6368236382948,1.30709002520582,0.440881124192374,2.23521617248183e-05,0.000254399680072566
"K00515",8.23783704559346,-0.613170440819922,0.381013933080834,0.0214276688091855,0.0737579446713577
"K00516",209.698589733741,-0.406111603953376,0.17960119849138,0.0127559654717054,0.0495142380393866
"K00521",25.9598646542974,-0.654822434194076,0.396580600357488,0.0159890436848719,0.05854590510557
"K00525",1080.07468502381,-0.266539251492692,0.225029550003336,0.164693045616285,0.339463479807278
"K00542",10.8311395518188,-0.147820970967876,0.32638889084501,0.536236078743511,0.715975523192659
"K00544",8.53882829834159,-0.524261500927156,0.425607924441041,0.051070697027567,0.144302029636047
"K00545",193.618502229627,-0.641002605512697,0.151019902827448,6.61274769672892e-06,8.84559636521303e-05
"K00547",44.1383568435193,-0.400808664583139,0.274131740751493,0.0709828855782919,0.184302615073366
"K00548",226.092310196638,1.02037952181438,0.163526006759023,2.8126545307204e-11,1.00755005943688e-09
"K00549",111.149713267129,-0.0702355049330873,0.17680626939979,0.654750901868692,0.800356293290619
"K00550",19.9586892362393,-0.0495431082578121,0.269868328470282,0.819195867567374,0.911727470302078
"K00555",27.9971337211571,0.397692598300725,0.264629722332368,0.0668596688328743,0.175865476139739
"K00558",240.998396871759,-0.230770609184076,0.169875254836908,0.128988762475754,0.285314232854532
"K00559",274.822249079859,-0.285734698543937,0.238746029246344,0.15438826124986,0.322749347330939
"K00560",142.925781277487,-0.289708695789143,0.157524316620488,0.0439404373181754,0.128683544921682
"K00563",12.7818801888706,-0.606915199255316,0.399254768563805,0.0246324280707342,0.082635931313487
"K00564",8.89334483385043,-0.392759532713628,0.448318397425183,0.12777680300028,0.283672555820475
"K00565",47.8565797695875,-0.323118256757616,0.254764428229314,0.124678912178871,0.278992991942873
"K00568",10.1706730524358,0.160784096023169,0.325106954960604,0.500783454240473,0.686830519492045
"K00569",20.4620157795549,-0.366146297892041,0.374001570581769,0.150702317594125,0.318509348235183
"K00571",43.4795944985332,-0.0124352823129408,0.199010335182764,0.942956646216032,0.977439602203884
"K00573",112.397305434819,0.112498735188776,0.216940865276391,0.545151668091119,0.723275612373245
"K00588",5.61455505921525,-0.00326188195087434,0.365142017480325,0.989345946829775,0.99433962254617
"K00590",43.4795944985332,-0.0124352823129408,0.199010335182764,0.942956646216032,0.977439602203884
"K00592",33.9649917279897,-0.130972867305525,0.264638093148957,0.541040657409087,0.719854850131637
"K00594",13.1649679318692,-0.285643832554895,0.304584022536061,0.221773066253722,0.411938451465791
"K00597",12.4655202887441,0.109213986815617,0.293250641855828,0.630994575697164,0.783453175915733
"K00599",28.1205933507738,-0.359746188525661,0.260306836971979,0.0928238719164957,0.223084537201864
"K00600",1071.66082805041,0.470208016804233,0.120709496725922,5.13860904568945e-05,0.000519638766414576
"K00601",67.1389069289542,-0.229507647813746,0.227164150385449,0.234055084302017,0.426612366591387
"K00602",85.1760932142945,0.618756102911224,0.173642224048366,0.000115608438502365,0.00104866281019206
"K00604",6.00929440854639,-0.123212276309008,0.361818788371957,0.615450565994585,0.774819516396617
"K00605",160.726863956703,-0.0354687010760285,0.197004570378341,0.836916185415138,0.920871146949019
"K00606",81.0818320786338,-0.244233945403557,0.285891186939864,0.27839710217581,0.4777850389351
"K00611",239.553971837007,0.578262135394174,0.237661440641248,0.00474082878692297,0.0227205025876683
"K00615",59.604707278472,0.233709552443005,0.260508957732589,0.27168753283794,0.470456219603482
"K00616",17.9357068395008,-0.296068235575417,0.279260930471493,0.184003587803909,0.365671446002409
"K00620",183.335597376715,-0.251392126342098,0.184481849273011,0.123997905223696,0.277784925385943
"K00624",25.8473904798147,-0.0129026424723046,0.283424520128021,0.953857524091349,0.981192037084811
"K00626",224.062403858065,0.239665605939488,0.155288956843618,0.0886408589574122,0.21566712731191
"K00627",153.203553016606,1.39735317730298,0.206606046398941,9.58514899981092e-14,4.76663821437656e-12
"K00630",19.9138025085629,1.14227562173709,0.342440605022559,1.92400287414356e-05,0.000223427476621012
"K00635",13.8979106833196,-0.306502644165929,0.401670791976625,0.227604489986449,0.419026210441079
"K00639",40.0265609826408,0.00356565030272161,0.252824725116709,0.986315768990054,0.99433962254617
"K00640",14.9892942002144,0.0762049596905427,0.289040632106925,0.735408399121775,0.854334673028469
"K00641",9.56613816427642,-0.435760256157923,0.415071937803545,0.0966307800646787,0.229106079203889
"K00645",226.924634330686,0.372441328764722,0.147166839730584,0.00681664747273723,0.0303835781704889
"K00648",14.7638863842737,0.0125499464920277,0.281099947939101,0.954910432171482,0.981269971653441
"K00650",5.21019920978012,-0.381289865093471,0.395550987885725,0.139344634667719,0.300975866499975
"K00652",70.1550902231281,-0.0892236257874254,0.201713168466772,0.61116740451104,0.771648110040903
"K00654",159.433843210683,-0.739215569158004,0.302397608029324,0.00227525427426074,0.0125554827902091
"K00655",35.5273640266726,-0.0111297179477546,0.253106785754759,0.957336393912184,0.98267628389189
"K00657",26.2969139500864,0.540952615561552,0.336358698360876,0.0313592776472354,0.100420959556715
"K00658",99.3452494165959,0.294752000974972,0.173830795030911,0.0594204267140803,0.161732223902394
"K00665",5.04071615836175,0.0829511070201596,0.40473758503032,0.733408795336544,0.852852538621065
"K00666",27.4107688896978,0.2772590580753,0.247220292389836,0.177415394348425,0.356941871447308
"K00670",112.503333756174,0.0681282594227293,0.150938984616389,0.617012415847386,0.775554673415101
"K00671",125.742604057174,-0.0916259079528531,0.178633407890324,0.562848572985324,0.737267095757349
"K00677",11.9949934301704,-0.405397687912611,0.362881990437786,0.110915057976154,0.253837547409423
"K00679",180.459438957079,-0.182091947453598,0.206333001393081,0.308043314757374,0.511429336794744
"K00681",22.7279694079165,-0.103538150762079,0.269629479281274,0.632826028813419,0.784214489532196
"K00683",13.0002317641109,-0.475130913764274,0.371894758080667,0.0664710194601279,0.175061058727701
"K00688",13.6622045114403,-0.386007319407643,0.314961873419401,0.10732236879094,0.248304134033553
"K00695",41.8830631660758,-0.299320402541425,0.274693684166573,0.174950512491416,0.352772836336122
"K00697",30.5357995297789,-0.174058948643163,0.242778103180469,0.38948504599344,0.58846272903448
"K00698",252.155694884415,-0.0112092816952375,0.139173492116263,0.929497057308274,0.971558867765102
"K00700",35.9460211994945,-0.410853219151683,0.222523666777027,0.0328797263494778,0.103795820223482
"K00703",18.9915674294355,-0.365479862766418,0.311818613790395,0.124746347031811,0.27899619518702
"K00706",74.8225610633727,-0.520317436803486,0.216976599325936,0.00640286196531933,0.0289628595255046
"K00715",36.1709186198303,-0.467054252910175,0.22943707005472,0.0182967280977324,0.0653763902528443
"K00717",7.10892321875767,-0.172895906688038,0.377733093705112,0.485108561664149,0.672974693191452
"K00721",18.1792876804836,0.401632702775906,0.306663254208369,0.0898836611679168,0.217854492979807
"K00726",58.1810907298191,-0.665566122198437,0.212467945763019,0.000436788801758662,0.0031669061149809
"K00728",22.4471626736267,-0.287154443539532,0.363149809600269,0.250912379699999,0.446642470441734
"K00729",26.4686373752916,-0.363041277730084,0.268406490482868,0.0964627111668075,0.228943222965803
"K00734",10.7609914870116,0.107767344289642,0.367684405493382,0.660662663935322,0.802477321969714
"K00737",6.48178477154493,-0.651937724705022,0.47423086614908,0.0204483687599015,0.0711987271401183
"K00738",32.0701764839438,0.422324047612244,0.231158622664716,0.0331038700740506,0.104069270299379
"K00741",13.4678565656604,-0.132356959334345,0.384038665734967,0.591329526550515,0.757708314358111
"K00748",21.2924475861567,-0.308916853280857,0.261430196396822,0.148699982661613,0.315698054601023
"K00749",185.086125901559,0.0823790203385622,0.190345892897487,0.622372074190027,0.779486446696665
"K00750",20.2338062169316,0.00289851800838113,0.281298255301616,0.989584945294144,0.99433962254617
"K00757",10.3842233794329,0.271103053460646,0.345483248700039,0.270860691331959,0.470196362324514
"K00758",6.17293824924001,0.10548084575464,0.356056596605746,0.665943991601025,0.8044999292648
"K00759",83.9394987478984,0.32838949239821,0.2305082513776,0.0940866239528239,0.224945791543318
"K00760",25.6045076950076,-0.169127764536878,0.360037229983239,0.491961995125697,0.680472301504033
"K00761",41.6117600494404,0.251047856154241,0.275154529401158,0.254518465946407,0.449431512021975
"K00762",12.6077239558486,0.142597283605407,0.30181839139849,0.536939297024067,0.715975523192659
"K00764",111.723332900942,-0.045043661229318,0.174909173088765,0.772396600141255,0.879057714637303
