"ko_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"K00001",8.09726912256366,0.390618178578465,0.4607746716833,0.84774229701355,0.396581504971778,0.595024967090744
"K00002",127.463455437467,-0.000219764871058834,0.183655712849077,-0.00119661331330014,0.999045240939917,0.999754790116721
"K00003",62.5125943412156,0.51671685577473,0.194793222410987,2.6526428865401,0.00798643172184234,0.0339966232509844
"K00006",493.354717002805,-0.216721207563636,0.215735183333389,-1.00457053047635,0.315103693411392,0.51870343253918
"K00010",114.553594921646,0.142495515755731,0.162448608793777,0.877172890637832,0.380392738337381,0.578241359553773
"K00011",63.738917742104,0.599650494704481,0.232676926171671,2.57718074830529,0.00996098487110748,0.0408787214079333
"K00012",395.606444998207,0.441469249427682,0.1482677087328,2.97751447837691,0.00290595918983655,0.015392843979247
"K00018",38.7082122858441,-0.632601251876096,0.379840771790541,-1.66543799101413,0.0958254052235557,0.22794259306695
"K00019",74.4897244170152,-1.14140801118309,0.216733327866934,-5.26641667166142,1.39112346574657e-07,2.77725227920957e-06
"K00020",44.9847914127328,0.549842024143509,0.274214960267268,2.00514962279081,0.0449470538376384,0.130938109284423
"K00021",324.770810222941,-0.439850857525036,0.409366366604311,-1.07446750248095,0.282613202397019,0.481890280973054
"K00024",379.136971882181,0.0152154326533712,0.421550725793787,0.0360939543508561,0.971207442917747,0.988257977362184
"K00026",4000.8633725751,0.508789478269948,0.174473952717613,2.91613430168242,0.00354397912520807,0.017983673183979
"K00028",65.9974973451067,0.0233283759099379,0.216247284919838,0.107878237262427,0.914092280508773,0.962837794595211
"K00029",65.9974973451067,0.0233283759099379,0.216247284919838,0.107878237262427,0.914092280508773,0.962837794595211
"K00030",8.41766960625583,0.142416729187834,0.537856241625112,0.264785863147237,0.7911744278859,0.889913333335205
"K00031",260.825037833683,-0.484111615309009,0.182082687231259,-2.65874599430835,0.00784320698953028,0.0335219776994383
"K00033",37.9516303921456,0.212658471245079,0.252526301983876,0.842124046384114,0.399718522693097,0.595982432248227
"K00034",17.497239502384,-9.26607864817711,1.21578682713582,-7.6214665608825,2.50809616899515e-14,1.30885463041265e-12
"K00036",60.9677070302159,-0.0491638095106564,0.29162050277093,-0.168588316128359,0.86612047139032,0.937678910594868
"K00039",5.18593281765183,-0.111549193025018,0.567594267941656,-0.196529808924153,0.844195503428542,0.925608267823641
"K00045",45.682292137404,-0.0497433824543481,0.247070751741515,-0.201332541807253,0.840438558813906,0.923215641399787
"K00046",10.0533719259767,-0.431391549624041,0.512054223166719,-0.842472398638112,0.399523583108103,0.595982432248227
"K00049",31.9608105626489,0.344098728239213,0.254622280778687,1.35140855382683,0.176564595228739,0.355399306681847
"K00052",71.8636807529934,1.68373134591156,0.329781617200091,5.10559490916068,3.29755428765211e-07,5.83211798071359e-06
"K00053",104.075694799056,0.369423721388965,0.267359998884115,1.38174642029786,0.167049575721905,0.342609682958027
"K00058",525.010155036209,0.849829552590221,0.221945746288287,3.82899680125597,0.000128666679090813,0.00114560149977816
"K00059",205.158110114746,0.397253594977661,0.229835508144347,1.72842568228478,0.0839119343593525,0.207910754124844
"K00064",73.3239059352781,-0.115232527905919,0.247478540013957,-0.465626344407156,0.641482982530283,0.78961810342327
"K00065",10.4981718888822,-0.434891194674025,0.419502133478379,-1.03668410710583,0.299883101167369,0.502196056995465
"K00074",46.1034081386616,0.464334754601305,0.240738666661388,1.9287917518228,0.0537567202148807,0.149788830816283
"K00077",14.9653960506808,0.116859512003897,0.40305974433526,0.289930993224406,0.771869030324723,0.878967901111474
"K00078",718.720496307318,0.980897909453808,0.18206200873787,5.38771331951023,7.13597551805203e-08,1.53896778136765e-06
"K00079",94.7897022488658,0.491631953659151,0.205185153490617,2.39604057747596,0.0165732554643023,0.0601331766932237
"K00083",6.5865944177495,0.504240622968567,0.506376780394107,0.995781486220839,0.319356327597983,0.523224494866927
"K00088",532.00926434599,0.282721631469407,0.15806114771951,1.78868517373488,0.0736655320246927,0.189233980542622
"K00099",60.7666682942183,-0.470862212813394,0.229014030286437,-2.05604089943514,0.0397785740969436,0.11874578581058
"K00101",19.1433974802704,-0.547598571478337,0.379849458435849,-1.4416199873846,0.149409606723262,0.316591902756525
"K00102",6.60519909803037,0.0155392261079364,0.586754520904795,0.0264833513067345,0.978871812674953,0.992014181773442
"K00103",22.5611159933304,-0.768655163848763,0.385935452610143,-1.99166767046206,0.0464075331620824,0.13417554218613
"K00106",91.7088823774909,0.14209659324878,0.170589143624146,0.83297559404986,0.404858493895884,0.600065367729477
"K00107",321.066198798175,-2.13501590655059,0.186899948511307,-11.4233092280463,3.19819594806161e-30,6.75938713622821e-28
"K00108",25.6092582007777,-0.521346944854611,0.258936905300594,-2.01341305230087,0.0440711936130123,0.128919678479033
"K00114",20.6657018010781,-3.56413696023608,0.605081546644167,-5.89034152504415,3.85398299907529e-09,1.0181741335682e-07
"K00116",11.1986806895804,-3.56682502677159,0.947168779777931,-3.76577554383481,0.000166032901873047,0.00143521692477989
"K00118",89.9060720089723,-1.2805589949122,0.344856813204793,-3.71330635173427,0.000204569007147755,0.00168560076649816
"K00121",197.811369473305,0.47429968639433,0.199950770197108,2.37208231769637,0.0176881494363362,0.0635780677443819
"K00128",486.8640431543,-0.806482947457212,0.195611388067164,-4.12288341402854,3.7415909710618e-05,0.000393425498375081
"K00130",21.6133331813743,-0.0511322957349015,0.376132782040957,-0.135942141116894,0.891867020890974,0.952481530395692
"K00134",2553.97618762639,0.766172571134378,0.134306592893912,5.70465346954019,1.16580015565344e-08,2.8159070045412e-07
