File,DATE,TIME,PAR,Fo(or_F),Fm,FmDec,Fv,FvDEC,Fv/Fm,FvD/FmD,Sigma,p,Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,TauAv3,Fm(PAM),Fv/Fm(PAM),GAIN,MTF:Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,TauAv3,Fo-prime,qp-coeff,PAR,ETR,1/Tau,NPQ
04 pFe21.9.3,8/3/22,55272,500,84,93,106,9,22,0.095,0.206,259.5,0.36,0.88,71,0.01,13256,0.11,645376,--------,-------,293,70170,0,89,0.05,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,233.1,-0.06,500,334.9,3417.9,0.9
04 pFe21.9.4,8/3/22,55312,1000,89,77,86,-12,-3,-0.156,-0.04,320,0.03,0.6,60,0.04,18745,0.36,316770,--------,-------,1223,115038,0,87,-0.02,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,232.8,0.08,1000,-1099.8,817.6,1.3
04 pFe21.9.5,8/3/22,55351,1500,77,38,81,-39,4,-1.026,0.049,57,0.08,0.5,128,0.41,1197,0.09,247141,--------,-------,613,22919,0,78,0.01,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,225.3,0.21,1500,-10829.6,1632.6,3.66
04 pFe21.9.6,8/3/22,55391,2000,76,27,58,-49,-18,-1.816,-0.305,76.7,0.41,0.67,201,0.08,10826,0.25,1218108,--------,-------,1349,302989,0,72,-0.05,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,226.1,0.24,2000,-25576.2,741.6,5.59
04 pFe19-N.1,8/3/22,55478,0,25134,26795,29764,1661,4630,0.062,0.156,266.5,0.6,0.7,576,0.25,3786,0.04,91261,--------,-------,1422,5452,0,25293,0.01,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,26010.3,1,0,0,703.1,0
04 pFe19-N.2,8/3/22,55518,250,26068,25189,25066,-878,-1002,-0.035,-0.04,175.5,0.12,0.01,4213,0.8,36815,0.19,78594,--------,-------,36396,44564,0,26008,0,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,22323,-0.31,250,-496.5,27.5,0.06
04 pFe19-N.3,8/3/22,55557,500,19104,18386,18296,-718,-808,-0.039,-0.044,134.8,0.39,0.01,4253,0.71,35616,0.28,87979,--------,-------,35006,49720,0,19059,0,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,16014.2,-0.3,500,-1112.3,28.6,0.46
04 pFe19-N.4,8/3/22,55597,1000,14536,13962,13894,-573,-642,-0.041,-0.046,122.6,0.5,0.03,4403,0.49,33010,0.48,93473,--------,-------,31465,61322,0,14501,0,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,12344.3,-0.35,1000,-2339.3,31.8,0.92
04 pFe19-N.5,8/3/22,55636,1500,11819,11375,11319,-444,-500,-0.039,-0.044,119.5,0.56,0.02,4386,0.49,36295,0.48,100584,--------,-------,34947,66706,0,11817,0,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,10272.5,-0.4,1500,-3334.1,28.6,1.36
04 pFe19-N.6,8/3/22,55676,2000,10076,9669,9621,-408,-455,-0.042,-0.047,123.7,0.57,0.02,4430,0.32,45066,0.66,102780,--------,-------,42925,82552,0,10066,0,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,8925.9,-0.55,2000,-4802.6,23.3,1.77
04 pFe21.9-N.1,8/3/22,55712,0,9042,15243,15365,6201,6322,0.407,0.411,216.4,0.29,0.56,491,0.33,6152,0.11,127084,--------,-------,2576,16430,0,9660,0.06,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,9043.5,1,0,0,388.2,0
04 pFe21.9-N.2,8/3/22,55752,250,16679,16361,16281,-318,-399,-0.019,-0.024,67.8,0.7,0.11,882,0.55,15684,0.34,173966,--------,-------,13187,68089,0,16666,0,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,10128.3,-0.05,250,-34.3,75.8,-0.07
04 pFe21.9-N.3,8/3/22,55791,500,11735,11527,11471,-207,-264,-0.018,-0.023,67,0.7,0.22,1129,0.59,10625,0.2,211290,--------,-------,8067,48120,0,11742,0,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,7908.8,-0.06,500,-63.4,124,0.32
04 pFe21.9-N.4,8/3/22,55831,1000,9671,9387,9376,-284,-294,-0.03,-0.031,85.2,0.68,0.04,1046,0.91,25114,0.06,60000,--------,-------,24212,26265,0,9669,0,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6832.5,-0.11,1000,-213.1,41.3,0.62
04 pFe21.9-N.5,8/3/22,55870,1500,8315,7993,7953,-322,-362,-0.04,-0.045,88.5,0.6,0.02,1776,0.78,21984,0.2,124729,--------,-------,21408,41833,0,8303,0,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6204.1,-0.18,1500,-426.4,46.7,0.91
04 pFe21.9-N.6,8/3/22,55910,2000,7366,7054,7019,-312,-346,-0.044,-0.049,93.4,0.56,0.02,2463,0.75,23268,0.23,89146,--------,-------,22721,37700,0,7362,0,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5753.8,-0.24,2000,-622.6,44,1.16
06 pFe19.1,11/10/22,64645,0,3442,5302,5421,1860,1979,0.351,0.365,206.5,0.04,0.58,706,0.33,5296,0.1,125443,--------,-------,2360,14075,0,3649,0.06,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3455.8,1,0,0,423.7,0
06 pFe19.2,11/10/22,64685,250,5761,5964,5990,203,229,0.034,0.038,120.2,0.08,0.13,1253,0.77,9705,0.1,365344,--------,-------,8489,44566,0,5788,0,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4242.9,0.12,250,66.4,117.8,-0.11
06 pFe19.3,11/10/22,64725,500,5108,5334,5360,226,252,0.042,0.047,145.9,0.04,0.38,1903,0.55,6526,0.07,283638,--------,-------,4640,24398,0,5131,0,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3692.4,0.14,500,165,215.5,-0.01
06 pFe19.4,11/10/22,64764,1000,4419,4533,4548,114,128,0.025,0.028,113.5,0.23,0.28,1891,0.52,6149,0.19,224941,--------,-------,4649,46852,0,4437,0,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3263.7,0.09,1000,195.7,215.1,0.17
06 pFe19.5,11/10/22,64804,1500,3757,3806,3818,49,61,0.013,0.016,115.9,0.32,0.28,1639,0.47,6803,0.25,221882,--------,-------,4872,60208,0,3768,0,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3014.9,0.06,1500,150.2,205.2,0.39
06 pFe19.6,11/10/22,64844,2000,3325,3307,3308,-18,-17,-0.006,-0.005,542.8,0.04,1,10,0,6362,0,60000,--------,-------,13,16,0,3325,0,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2856,-0.04,2000,-86.9,75855.1,0.6
06 pFe19-N.1,11/4/22,64044,0,6145,9161,9433,3015,3287,0.329,0.348,252.3,0.03,0.68,704,0.24,4732,0.08,169394,--------,-------,1766,15574,0,6556,0.06,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6597.7,1,0,0,566.2,0
06 pFe19-N.2,11/4/22,64083,250,10033,10333,10414,300,380,0.029,0.037,152.5,0.26,0.15,1709,0.66,11600,0.19,200694,--------,-------,9758,46564,0,10088,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,7803.2,0.12,250,73.7,102.5,-0.11
06 pFe19-N.3,11/4/22,64123,500,8794,9151,9204,357,410,0.039,0.045,169,0.17,0.46,1750,0.39,8462,0.15,149543,--------,-------,4828,25896,0,8842,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6907.6,0.16,500,198.3,207.1,0
06 pFe19-N.4,11/4/22,64162,1000,7584,7784,7825,200,241,0.026,0.031,165.1,0.36,0.35,1589,0.45,6441,0.2,112030,--------,-------,4323,25704,0,7609,0,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6119.3,0.12,1000,260.5,231.3,0.18
06 pFe19-N.5,11/4/22,64202,1500,6379,6481,6494,102,115,0.016,0.018,134.1,0.31,0.38,1421,0.4,8112,0.22,156021,--------,-------,4862,38341,0,6394,0,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5421.8,0.1,1500,239.3,205.7,0.41
06 pFe19-N.6,11/4/22,64241,2000,5529,5579,5588,50,58,0.009,0.01,138.7,0.53,0.21,1161,0.36,10565,0.43,337526,--------,-------,7096,150031,0,5545,0,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4937.9,0.08,2000,182.7,140.9,0.64
06 pFe21.9-N.1,11/4/22,64525,0,971,1233,1376,262,405,0.212,0.294,236.2,0.03,0.48,3184,0.35,9525,0.17,60000,--------,-------,5878,15024,0,998,0.03,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1080.2,1,0,0,170.1,0
06 pFe21.9-N.2,11/4/22,64564,250,1239,1222,1216,-18,-24,-0.015,-0.02,527.6,0.04,0.01,4843,0.91,15016,0.08,90108,--------,-------,14870,20553,0,1236,0,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1088.7,-0.13,250,-53.8,67.3,0.01
06 pFe21.9-N.3,11/4/22,64604,500,978,988,997,10,19,0.011,0.019,68.4,0.63,0.05,1245,0.56,10609,0.4,669238,--------,-------,9881,271100,0,982,0,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,893.1,0.11,500,78,101.2,0.25
06 pFe21.9-N.4,11/4/22,64644,1000,836,830,826,-6,-10,-0.007,-0.012,1673.8,0.25,0.21,2509,0.68,4883,0.11,228964,--------,-------,4317,28650,0,832,-0.01,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,778.9,-0.11,1000,-104.4,231.6,0.49
6 pFe19.1,11/12/22,63557,0,8310,12273,12899,3963,4589,0.323,0.356,209.4,0.03,0.35,2475,0.55,5540,0.1,60000,--------,-------,4353,10034,0,8598,0.03,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,8776.6,1,0,0,229.7,0
6 pFe19.2,11/12/22,63597,250,13271,13458,13486,187,215,0.014,0.016,119.5,0.55,0.05,905,0.3,11763,0.65,973408,--------,-------,10166,637272,0,13379,0.01,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,10990,0.08,250,29.9,98.4,-0.09
6 pFe19.3,11/12/22,63636,500,11756,11930,11974,174,218,0.015,0.018,127.8,0.52,0.04,2568,0.52,5323,0.44,1159524,--------,-------,5135,516774,0,11837,0.01,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,10102.7,0.1,500,62.7,194.7,0.03
6 pFe19.4,11/12/22,63676,1000,9856,9986,10020,130,164,0.013,0.016,145.9,0.48,0.19,4011,0.43,4030,0.38,1218273,--------,-------,4025,461271,0,9914,0.01,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,8368,0.08,1000,111.8,248.5,0.23
6 pFe19.5,11/12/22,63716,1500,8207,8152,8112,-55,-95,-0.007,-0.012,407.5,0.04,1,10,0,57,0,780221,--------,-------,10,769,0,8196,0,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,7033.8,-0.05,1500,-87.6,99050.9,0.51
06 pFe21.9.1,11/7/22,60733,0,20639,29100,32681,8462,12042,0.291,0.368,191.1,0.03,0.01,6145,0.87,6647,0.11,60000,--------,-------,6639,12769,0,21201,0.03,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,23561.2,1,0,0,150.6,0
06 pFe21.9.2,11/7/22,60774,250,26566,26910,27002,344,436,0.013,0.016,147.5,0.66,0.03,477,0.36,11123,0.61,943125,--------,-------,10197,578586,0,26761,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,21175.1,0.06,250,27.8,98.1,0.08
06 pFe21.9.3,11/7/22,60814,500,21373,21638,21684,265,312,0.012,0.014,128.8,0.57,0.03,1320,0.39,8996,0.58,1226794,--------,-------,8414,714719,0,21517,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,16722.1,0.05,500,53.3,118.8,0.34
06 pFe21.9.4,11/7/22,60855,1000,17367,17939,17905,572,538,0.032,0.03,18.8,0.21,0.12,444,0.3,6180,0.58,887169,--------,-------,4564,514100,0,17466,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,13803.8,0.14,1000,277.7,219.1,0.62
06 pFe21.9.5,11/7/22,60896,1500,14347,14978,14996,631,649,0.042,0.043,14.6,0.52,0.12,912,0.33,7049,0.55,1011885,--------,-------,5391,554505,0,14409,0,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11805.6,0.2,1500,550.2,185.5,0.94
06 pFe21.9.6,11/7/22,60937,2000,12489,12433,12431,-56,-58,-0.004,-0.005,537.9,0.04,0.62,209,0.27,7520,0.11,485579,--------,-------,2413,55087,0,12471,0,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,10578.5,-0.03,2000,-77.9,414.4,1.34
06 pFe21.9.1,11/4/22,63576,0,1365,1854,1951,489,586,0.264,0.3,238.5,0.03,0.57,2140,0.35,11323,0.09,79222,--------,-------,5617,11921,0,1413,0.03,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1435.2,1,0,0,178,0
06 pFe21.9.2,11/4/22,63615,250,2030,2010,2104,-20,74,-0.01,0.035,97.7,0.08,1,12,0,6498,0,60000,--------,-------,18,109,0,2029,0,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1694.9,-0.06,250,-29.5,55636.1,-0.08
06 pFe21.9.3,11/4/22,63655,500,1709,1692,1722,-18,13,-0.01,0.007,550.1,0.03,1,10,0,6542,0,60000,--------,-------,15,107,0,1706,0,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1494.6,-0.09,500,-62,66476.9,0.1
06 pFe21.9.4,11/4/22,63694,1000,1399,1441,1501,42,102,0.029,0.068,27.6,0.59,0.23,1824,0.53,6353,0.24,528236,--------,-------,5001,129405,0,1405,0,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1271.2,0.25,1000,351.4,200,0.29
06 pFe21.9.5,11/4/22,63734,1500,1208,1201,1195,-7,-13,-0.006,-0.011,1314.4,0.7,0.42,1500,0.51,5714,0.07,130518,--------,-------,3799,12641,0,1206,0,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1104.1,-0.07,1500,-104.5,263.2,0.54
06 pFe21.9.6,11/4/22,63774,2000,1070,1057,1056,-13,-14,-0.012,-0.013,544.3,0.04,0.64,181,0.24,6184,0.12,279497,--------,-------,1825,34754,0,1066,0,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1002,-0.23,2000,-288.2,548,0.75
06 pFe21.9-N.1,11/20/22,69303,0,6235,9186,9737,2951,3502,0.321,0.36,199,0.03,0.31,2466,0.58,17024,0.11,60000,--------,-------,11968,17070,0,6446,0.03,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6740.4,1,0,0,83.6,0
06 pFe21.9-N.2,11/20/22,69344,250,9988,9897,9843,-91,-146,-0.009,-0.015,546.7,0.03,0.96,25,0.02,9062,0.02,72390,--------,-------,226,1401,0,9976,0,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6794.3,-0.03,250,-18.9,4422.9,-0.07
06 pFe21.9-N.3,11/20/22,69385,500,9218,9148,9141,-71,-77,-0.008,-0.008,538.6,0.04,0.55,212,0.38,10601,0.07,60000,--------,-------,4495,8236,0,9208,0,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6366.6,-0.03,500,-31.7,222.5,0
06 pFe21.9-N.4,11/20/22,69426,1000,8179,8095,8092,-84,-87,-0.01,-0.011,545.3,0.04,0.38,248,0.56,11069,0.07,60000,--------,-------,6699,10297,0,8167,0,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5830.3,-0.04,1000,-85.1,149.3,0.13
06 pFe21.9-N.5,11/20/22,69467,1500,7049,6977,6973,-72,-77,-0.01,-0.011,546,0.03,0.68,132,0.29,10484,0.03,60000,--------,-------,3194,4881,0,7043,0,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5318,-0.04,1500,-127.3,313,0.32
06 pFe21.9-N.6,11/20/22,69507,2000,6063,6003,6009,-61,-54,-0.01,-0.009,549.7,0.03,0.15,275,0.82,11859,0.03,60000,--------,-------,10045,11365,0,6059,0,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4861.5,-0.05,2000,-165.4,99.5,0.53
06 pFe 19-N.1,11/20/22,68780,0,21573,37177,37841,15604,16268,0.42,0.43,209.7,0.03,0.68,922,0.23,8093,0.09,135357,--------,-------,2729,14762,0,23297,0.07,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,21136.6,1,0,0,366.4,0
06 pFe 19-N.2,11/20/22,68821,250,44969,46419,46598,1450,1628,0.031,0.035,151.7,0.24,0.15,1844,0.64,13736,0.21,186103,--------,-------,11477,48919,0,45225,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,32751.4,0.11,250,51.7,87.1,-0.2
06 pFe 19-N.3,11/20/22,68862,500,42335,43224,43309,888,974,0.021,0.022,149.9,0.36,0.09,1540,0.67,9247,0.24,244632,--------,-------,8291,64953,0,42502,0,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,32553.9,0.08,500,68,120.6,-0.14
06 pFe 19-N.4,11/20/22,68902,1000,38426,38906,38967,481,541,0.012,0.014,86.2,0.28,0.1,1148,0.47,8188,0.42,675749,--------,-------,6941,291033,0,38605,0,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,31999.6,0.07,1000,81.7,144.1,-0.04
06 pFe 19-N.5,11/20/22,68943,1500,34183,35851,35858,1668,1675,0.047,0.047,14.1,0.49,0.14,942,0.27,8120,0.59,1033147,--------,-------,5631,613697,0,34357,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,30377.8,0.3,1500,461.8,177.6,0.04
06 pFe 19-N.6,11/20/22,68984,2000,30123,32725,32564,2602,2442,0.08,0.075,10,0.7,0.18,270,0.22,12473,0.6,1157818,--------,-------,6880,696506,0,30249,0,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,27931.8,0.54,2000,1052.3,145.3,0.14
06 pFe21.9-N.1,10/3/22,49347,0,986,1275,1338,289,352,0.227,0.263,202.5,0.03,0.23,1468,0.66,7357,0.11,60000,--------,-------,5821,11560,0,1008,0.02,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1037.4,1,0,0,171.8,0
06 pFe21.9-N.2,10/3/22,49387,250,1107,1117,1115,11,8,0.009,0.007,146.6,0.7,0.08,446,0.28,23465,0.64,705745,--------,-------,18113,456256,0,1110,0,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,839.3,0.04,250,28,55.2,0.14
06 pFe21.9-N.3,10/3/22,49427,500,799,796,792,-3,-7,-0.003,-0.008,296.2,0.04,0.85,24,0.06,7076,0.09,182762,--------,-------,485,17198,0,798,0,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,651.6,-0.02,500,-19.8,2063.3,0.6
06 pFe21.9-N.4,10/3/22,49466,1000,672,667,674,-5,2,-0.008,0.003,377.5,0.05,0.99,10,0,63,0,60000,--------,-------,10,133,0,672,0,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,577.7,-0.06,1000,-90.9,101624.7,0.91
06 pFe21.9-N.5,10/3/22,49506,1500,604,599,615,-5,11,-0.008,0.018,239.2,0.14,0.53,62,0.47,4940,0,60000,--------,-------,2335,2438,0,602,0,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,534.6,-0.08,1500,-144.3,428.2,1.13
06 pFe21.9-N.6,10/3/22,49546,2000,551,547,545,-4,-7,-0.007,-0.012,405.6,0.11,0.59,151,0.34,8853,0.07,60000,--------,-------,3369,7314,0,551,0,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,510.6,-0.11,2000,-168.5,296.8,1.33
06 pFe19-N.1,10/3/22,48935,0,548,649,683,101,135,0.156,0.197,203.9,0.03,0.34,234,0.51,2530,0.14,63293,--------,-------,1612,10427,0,557,0.02,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,554,1,0,0,620.2,0
06 pFe19-N.2,10/3/22,48974,250,697,701,702,4,4,0.005,0.006,73.1,0.7,0.18,1051,0.6,10368,0.22,230397,--------,-------,8233,57615,0,698,0,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,617.9,0.04,250,22.7,121.5,-0.07
06 pFe19-N.3,10/3/22,49014,500,662,666,721,4,59,0.007,0.082,15.7,0.35,0.93,38,0.01,527,0.07,529353,--------,-------,42,34659,0,663,0,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,592.7,0.06,500,58.1,23747,-0.03
06 pFe19-N.4,10/3/22,49054,1000,606,608,610,2,4,0.004,0.007,966.4,0.7,0.28,1104,0.62,7830,0.1,75189,--------,-------,5710,12719,0,607,0,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,563,0.05,1000,65,175.1,0.07
06 pFe19-N.5,10/3/22,49093,1500,559,555,553,-3,-6,-0.006,-0.011,154.7,0.34,0.02,5330,0.63,33927,0.35,410184,--------,-------,32898,164000,0,556,0,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,535.5,-0.17,1500,-161.8,30.4,0.17
06 pFe19-N.6,10/3/22,49133,2000,502,490,680,-11,179,-0.023,0.263,58.3,0.7,0.64,10,0.36,4291,0,81331,--------,-------,1537,1674,0,499,0,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,498.9,1.31,2000,-794.7,650.7,0.32
06 pFe 19.1,10/3/22,48557,0,1130,1863,1908,733,777,0.393,0.407,198.9,0.03,0.65,822,0.28,6426,0.07,248311,--------,-------,2498,20114,0,1216,0.07,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1161.6,1,0,0,400.3,0
06 pFe 19.2,10/3/22,48596,250,2100,2191,2204,92,104,0.042,0.047,130.5,0.24,0.06,888,0.8,11333,0.14,412950,--------,-------,10641,67625,0,2115,0.01,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1480.8,0.13,250,70,94,-0.15
06 pFe 19.3,10/3/22,48636,500,1834,1943,1958,109,124,0.056,0.063,145.6,0.04,0.24,1659,0.68,5387,0.08,372603,--------,-------,4419,35644,0,1848,0.01,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1280.6,0.16,500,188.2,226.3,-0.04
06 pFe 19.4,10/3/22,48676,1000,1658,1717,1728,60,70,0.035,0.041,154.4,0.15,0.17,1297,0.73,4869,0.11,287995,--------,-------,4207,34833,0,1666,0,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1156,0.11,1000,232.1,237.7,0.08
06 pFe 19.5,10/3/22,48715,1500,1454,1485,1493,31,39,0.021,0.026,146.9,0.52,0.11,2568,0.67,6144,0.22,352620,--------,-------,5651,82128,0,1459,0,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1074.6,0.08,1500,212.8,177,0.25
06 pFe 19.6,10/3/22,48755,2000,1287,1341,1356,54,69,0.04,0.051,33.2,0.59,0.18,1417,0.45,5541,0.36,586123,--------,-------,4347,214334,0,1294,0.01,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1017,0.17,2000,537.2,230,0.39
06 pFe19-N.1,11/12/22,64669,0,36872,64782,66149,27910,29277,0.431,0.443,216.7,0.03,0.69,850,0.22,7562,0.09,152372,--------,-------,2475,15495,0,40126,0.08,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,36727,1,0,0,404.1,0
06 pFe19-N.2,11/12/22,64710,250,77713,80764,81205,3051,3491,0.038,0.043,154,0.11,0.25,2248,0.59,12577,0.16,174458,--------,-------,9467,35348,0,78177,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,56968.2,0.13,250,62.9,105.6,-0.2
06 pFe19-N.3,11/12/22,64751,500,72386,74214,74456,1828,2070,0.025,0.028,155.3,0.33,0.08,1533,0.72,8513,0.2,226154,--------,-------,7808,52229,0,72701,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,54025,0.09,500,82.1,128.1,-0.13
06 pFe19-N.4,11/12/22,64791,1000,65891,66796,66997,905,1106,0.014,0.017,139.1,0.48,0.07,1161,0.58,9159,0.36,605512,--------,-------,8329,221126,0,66188,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,52710.9,0.06,1000,90.3,120.1,-0.03
06 pFe19-N.5,11/12/22,64832,1500,58179,58760,58882,581,703,0.01,0.012,118.6,0.51,0.1,1366,0.43,8752,0.48,620034,--------,-------,7389,300091,0,58422,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,50107.5,0.07,1500,98.8,135.3,0.1
06 pFe19-N.6,11/12/22,64873,2000,50326,52983,52911,2657,2585,0.05,0.049,12.4,0.5,0.16,795,0.26,7241,0.58,1005416,--------,-------,4770,582805,0,50553,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,45602.7,0.36,2000,668.1,209.7,0.22
08 pFe19.1,1/1/02,5433,0,11492,11361,11415,-132,-77,-0.012,-0.007,551.8,0.03,1,20,0,5167,0,814611,--------,-------,23,976,0,11485,0,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11914.3,1,0,0,42764.1,0
08 pFe19.2,1/1/02,5468,250,10658,10474,10863,-185,205,-0.018,0.019,549.8,0.04,0.92,20,0.08,3958,0,60000,--------,-------,333,340,0,10641,0,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,10826.7,0.52,250,2780.5,3002.7,0.08
08 pFe19.3,1/1/02,5504,500,10633,10488,10885,-145,253,-0.014,0.023,945.8,0.69,0.85,33,0.14,2380,0.01,60000,--------,-------,357,889,0,10617,0,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,10779.5,0.5,500,4362.9,2801.8,0.08
08 pFe19.4,1/1/02,5539,1000,10535,10323,10718,-212,183,-0.021,0.017,551.6,0.03,0.9,21,0.1,3651,0,60000,--------,-------,368,397,0,10514,0,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,10665.1,0.62,1000,12952.7,2720.4,0.1
08 pFe19.5,1/1/02,5575,1500,10288,10115,10414,-173,126,-0.017,0.012,551.7,0.04,0.93,21,0.07,4356,0,60000,--------,-------,324,491,0,10275,0,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,10447.1,0.52,1500,16192.9,3090.3,0.12
08 pFe19.6,1/1/02,5610,2000,10038,9900,10147,-138,109,-0.014,0.011,943.2,0.7,0.9,169,0.1,2533,0,147198,--------,-------,397,521,0,10018,0,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,10169.7,0.51,2000,17620.7,2518,0.15
