"orfs","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NODE_42732_length_868_cov_3630.729560_g20310_i0.p1",1868.21043269999,-8.61931087017437,0.403604458101945,-21.3558366295282,3.44153688043222e-101,1.15938494428001e-96
"NODE_5761_length_2922_cov_1080.212004_g2112_i2.p1",1191.11850239734,7.49319879802289,0.360570348672092,20.7815169095818,6.36165657385691e-96,1.07155743330046e-91
"NODE_44599_length_790_cov_843.410042_g21446_i0.p2",342.663291913827,-3.98684862561098,0.209856748352328,-18.9979529222356,1.77327033916467e-80,1.99126437285931e-76
"NODE_34013_length_1196_cov_485.551202_g15459_i0.p1",389.195127994283,-9.18165960330139,0.621149765534096,-14.7817162828783,1.92205241683308e-49,1.61875254545682e-45
"NODE_38319_length_1042_cov_3226.993808_g12640_i1.p2",1807.40322220478,2.07687089739639,0.146097202906068,14.2156787131078,7.32379158908372e-46,4.93447782106105e-42
"NODE_43071_length_855_cov_741.488491_g11492_i1.p2",294.079221526561,3.85548910939407,0.277201184429115,13.9086314415803,5.61434372634842e-44,3.15226685755376e-40
"NODE_4037_length_3270_cov_159.341883_g1596_i1.p1",358.731967359578,-3.75559377512246,0.271028884814714,-13.8568026713829,1.15714911769612e-43,5.56886278242096e-40
"NODE_39902_length_984_cov_730.714599_g18673_i0.p1",349.202699061061,-9.59625187192601,0.722283633434712,-13.2859882568465,2.7914839583646e-40,1.17549389486733e-36
"NODE_17376_length_1891_cov_220.831133_g5923_i1.p1",261.708059484354,-6.98316606689984,0.547419318782333,-12.7565210567158,2.86722949145519e-37,1.07323585675714e-33
"NODE_523_length_5444_cov_40.682927_g227_i0.p1",148.311651018554,-5.46232390842118,0.429241558562554,-12.7255243567595,4.26601282162098e-37,1.43713439934767e-33
"NODE_23104_length_1636_cov_4813.278951_g912_i497.p1",1947.18606088922,-3.54915758532801,0.281102351847075,-12.6258551805316,1.52080254088814e-36,4.65752690885816e-33
"NODE_35496_length_1141_cov_433.231273_g15297_i1.p1",224.295213047188,-2.71600588525619,0.215306867049107,-12.6145808653503,1.75488788328366e-36,4.90089930648546e-33
"NODE_40534_length_960_cov_9262.009019_g15400_i2.p3",5584.50941524996,-17.0108196746015,1.34913514041123,-12.6086847529718,1.89122806293965e-36,4.90089930648546e-33
"NODE_39671_length_992_cov_417.634385_g17428_i1.p1",99.810123442974,-6.14500154849973,0.499297387357822,-12.3072976228011,8.2747665856303e-35,1.9911452624051e-31
"NODE_34536_length_1177_cov_880.951993_g15747_i0.p1",676.746224275088,-2.92089233134187,0.241258381795173,-12.1069050932361,9.70887738239673e-34,2.18048440838787e-30
"NODE_8785_length_2535_cov_1564.560926_g3746_i1.p1",2143.78102588685,-1.57040610637244,0.131247221213288,-11.9652522305245,5.40331455418201e-33,1.13766787938302e-29
"NODE_4448_length_3172_cov_344.929332_g1415_i1.p1",348.694175387796,1.81578641768551,0.152773556880293,11.8854758294872,1.40830778848531e-32,2.79076898697018e-29
"NODE_41785_length_907_cov_287.189448_g19753_i0.p1",113.118326368195,-8.10493254664157,0.691695226184543,-11.7174909408428,1.0369789403983e-31,1.94076369689656e-28
"NODE_10606_length_2348_cov_805.345055_g4733_i0.p1",1099.91799647391,1.68648139140806,0.14608265940704,11.5447062522931,7.85092302320818e-31,1.3920099726623e-27
"NODE_26344_length_1497_cov_640.160815_g9116_i1.p1",529.210832617167,1.92118675882448,0.16687385498081,11.5128086364722,1.13713566993452e-30,1.91539132243771e-27
"NODE_31584_length_1290_cov_245.656532_g14198_i0.p2",221.011980899078,-8.16340438982429,0.714959127067816,-11.4180015063294,3.39961579950325e-30,5.45363128826979e-27
"NODE_36313_length_1112_cov_2131.029836_g13859_i2.p1",1545.99003863348,-2.49277208227155,0.219626586162733,-11.350047031303,7.41228205724894e-30,1.13502253611183e-26
"NODE_41980_length_899_cov_448.644068_g17428_i2.p1",117.191339630526,-5.69455513970314,0.507993342241979,-11.2099011269927,3.64600431469164e-29,5.34028666753618e-26
"NODE_16674_length_1928_cov_53.581671_g7515_i0.p1",72.7912294750942,-6.05530270412202,0.5463039731589,-11.0841271556353,1.4980430195288e-28,2.10275305174526e-25
"NODE_7665_length_2658_cov_1346.155899_g3417_i0.p1",1366.08063115336,13.2733962527021,1.21029748162944,10.967052690907,5.50372560089283e-28,7.41638032171511e-25
"NODE_39381_length_1003_cov_2470.333333_g912_i502.p4",745.3591934474,-3.77105717640562,0.356448901626519,-10.5795168934392,3.70865500260595e-26,4.80527575876112e-23
"NODE_44089_length_812_cov_1358.361299_g8774_i4.p1",358.840063117906,7.10072626571673,0.673982404521719,10.5354772143579,5.92818313394558e-26,7.39661605245772e-23
"NODE_28170_length_1423_cov_4580.022963_g12496_i0.p2",628.585643640557,-2.60635294366042,0.250987759584551,-10.3843826805522,2.92052529471847e-25,3.51380914744556e-22
"NODE_33109_length_1231_cov_316.791019_g13904_i1.p1",213.433527903985,1.96875007421275,0.191502780249336,10.280529983165,8.62519963644402e-25,1.00195077707768e-21
"NODE_44090_length_812_cov_1236.618403_g21131_i0.p1",503.914542475817,1.66342237039548,0.16476095807249,10.0959741303739,5.75567467349457e-24,6.4632389466895e-21
"NODE_29987_length_1352_cov_343.007037_g13372_i0.p1",157.751796475821,-6.34741141104349,0.629209426689926,-10.0879153137219,6.24823470791998e-24,6.79001712388414e-21
"NODE_21259_length_1722_cov_34.431170_g9362_i0.p1",57.215233251725,-5.09842941739769,0.505848421630432,-10.0789667405991,6.84420414275746e-24,7.20523591128791e-21
"NODE_13753_length_2110_cov_7490.127148_g2933_i3.p1",1594.29647405922,2.33788751150038,0.233674236480994,10.0049006116707,1.45037253009824e-23,1.48061059981665e-20
"NODE_24186_length_1589_cov_159.486807_g4438_i3.p1",70.9011314464773,3.89126523594251,0.389475881536081,9.99103004939738,1.66838937775632e-23,1.65307945170162e-20
"NODE_10757_length_2336_cov_72.961114_g4804_i0.p1",83.6092557068809,-5.06263956447835,0.508585186963776,-9.9543590616589,2.41373161546684e-23,2.32325116176706e-20
"NODE_1147_length_4588_cov_127.197564_g337_i1.p1",110.715811779499,-3.63575769107576,0.370079582921156,-9.824259048223,8.8522595221313e-23,8.2837477439322e-20
"NODE_23253_length_1630_cov_2174.264611_g10262_i0.p1",1559.44694225199,1.55078440411767,0.158206539926752,9.80227748382383,1.10075283956946e-22,1.00222058538962e-19
"NODE_46622_length_696_cov_498.417335_g22843_i0.p1",283.233064514663,-12.6984807214125,1.30424250309353,-9.73628806858616,2.11125752221516e-22,1.87168535285222e-19
"NODE_5456_length_2967_cov_406.861092_g1919_i1.p1",743.631711516632,1.43610640107748,0.148493837296954,9.67115152533636,3.99853293530468e-22,3.45391224421908e-19
"NODE_18749_length_1833_cov_2773.732955_g4091_i3.p3",2168.3716567431,1.76217333844929,0.182724422818964,9.64388509901153,5.21750514751888e-22,4.3941828352404e-19
"NODE_6886_length_2768_cov_50.087941_g3063_i0.p1",77.4107256618219,-7.66694552928245,0.796408543182429,-9.62690015685357,6.15584860412953e-22,5.05800555551014e-19
"NODE_29662_length_1364_cov_5466.176607_g912_i499.p1",1330.41919775459,-2.36386261374289,0.248577986212705,-9.50954125004522,1.91505183076524e-21,1.53605395416237e-18
"NODE_19285_length_1813_cov_440.095977_g1415_i4.p1",428.004689725036,1.41200481056859,0.148955048706086,9.47940216081376,2.5574405946501e-21,2.00360601750168e-18
"NODE_9916_length_2418_cov_120.263966_g3725_i1.p1",182.112474553835,-2.38048957818888,0.252983589799772,-9.40966004978015,4.97744128871853e-21,3.81091004850795e-18
"NODE_30584_length_1328_cov_699.431873_g12773_i1.p1",396.098541093423,-2.03058751478366,0.21884760234692,-9.27854586025916,1.71807228209716e-20,1.28618708976198e-17
"NODE_10053_length_2404_cov_173.709138_g2571_i1.p1",243.842990906224,-11.5066808299937,1.24281624702986,-9.2585535934962,2.07220175977359e-20,1.51757245398375e-17
"NODE_4551_length_3149_cov_1587.442783_g2005_i0.p1",189.849727781947,-11.2760705146215,1.22148676839307,-9.23143075013064,2.6704073062681e-20,1.91405704965021e-17
"NODE_17043_length_1909_cov_92.487473_g5547_i1.p2",162.489675859414,-11.881441368628,1.30259270296784,-9.12137872533544,7.41746030744334e-20,5.20582089244065e-17
"NODE_27837_length_1437_cov_191.959677_g12334_i0.p3",211.177759439006,-11.2969971023586,1.24595989048845,-9.06690270577644,1.22448170679015e-19,8.41843668129524e-17
"NODE_536_length_5427_cov_34.204146_g229_i0.p1",139.800711144568,-3.9946851972353,0.440781280246541,-9.06273786173715,1.27216492519274e-19,8.57133839997857e-17
"NODE_2270_length_3882_cov_515.839328_g823_i3.p1",144.145155273788,10.9897782377521,1.22511426070683,8.97041083450579,2.9541049848485e-19,1.95133115156032e-16
"NODE_7758_length_2649_cov_86.645186_g3457_i0.p1",119.232839490545,2.20175508817389,0.245578401027172,8.96558931471449,3.08626043268819e-19,1.99942195108461e-16
"NODE_33882_length_1201_cov_654.372340_g15401_i0.p3",328.129835844704,-1.7731516038982,0.198388454566672,-8.93777618143753,3.9708032703445e-19,2.52393246361067e-16
"NODE_26718_length_1482_cov_773.211498_g8659_i2.p1",566.667119037118,1.43751962508686,0.161860830799465,8.88120750391952,6.61384461710283e-19,4.12605921224e-16
"NODE_11355_length_2285_cov_457.074141_g5071_i0.p2",249.08004310239,2.88930233432406,0.325558889435306,8.87489922126119,6.99967666546607e-19,4.2873655910222e-16
"NODE_14095_length_2086_cov_568.976155_g3929_i3.p1",649.997978379504,1.6518540899509,0.186262178386535,8.86843536492382,7.41808026058796e-19,4.46250513961941e-16
"NODE_38192_length_1046_cov_1792.115108_g17731_i0.p1",1031.26351096222,1.79021142216615,0.202543573843875,8.83864833720216,9.68835440987911e-19,5.72598742736855e-16
"NODE_27323_length_1456_cov_1351.323210_g1164_i14.p2",1105.74772089558,1.54402780580855,0.174769005586954,8.83467752547427,1.00387422710589e-18,5.83077844185226e-16
"NODE_31930_length_1276_cov_201.039900_g14373_i0.p1",118.120403919506,-11.4300615483403,1.29852983818935,-8.80230951356357,1.34028928325084e-18,7.65282463968718e-16
"NODE_10820_length_2330_cov_545.187860_g4837_i0.p1",78.3951457382025,2.39540054647838,0.272588103843737,8.78761953548625,1.52762302389041e-18,8.57709407147004e-16
"NODE_11482_length_2273_cov_324.853636_g2544_i1.p1",467.781628508168,1.73692155436839,0.198357776816768,8.75650847797549,2.01391591042272e-18,1.11220982279214e-15
"NODE_18809_length_1831_cov_50.642776_g8364_i0.p1",63.4920205178169,-5.93507639581776,0.680039370590439,-8.72754821631089,2.60252914792737e-18,1.41409680540931e-15
"NODE_15911_length_1972_cov_69.246445_g4037_i2.p2",77.5195133955399,-10.8206933763399,1.24532659865426,-8.68904060029962,3.65513026090863e-18,1.95450838459508e-15
"NODE_3663_length_3361_cov_21.340328_g1268_i1.p1",45.551150884582,-3.97052712301979,0.457053035595318,-8.68723498980403,3.71367434389106e-18,1.95478533276566e-15
"NODE_19436_length_1806_cov_213.678592_g8556_i0.p1",189.896676778301,10.424061186235,1.20244107884338,8.66908272649991,4.35615390215935e-18,2.25769404086068e-15
"NODE_26262_length_1501_cov_530.471989_g10516_i1.p1",427.255232547325,1.58995226665621,0.184794931827834,8.60387376931693,7.7069740325568e-18,3.93382638195111e-15
"NODE_19969_length_1782_cov_308.161498_g8786_i0.p2",99.0923846794513,-2.42954974920142,0.283706857743681,-8.56359190089239,1.09404589428117e-17,5.5009280726185e-15
"NODE_38128_length_1048_cov_129.435897_g17695_i0.p1",63.1135009218749,4.27771997800727,0.500342199530009,8.54958862559564,1.2352798777275e-17,6.03293281560373e-15
"NODE_43780_length_825_cov_188.214096_g20941_i0.p4",50.5835187945821,-2.97101240117904,0.347505030135204,-8.54955221805885,1.23566956861986e-17,6.03293281560373e-15
"NODE_41198_length_932_cov_310.909197_g19394_i0.p1",121.964642066721,1.75955501019484,0.206537311578188,8.51930819061104,1.60509198376382e-17,7.72461982129078e-15
"NODE_38741_length_1026_cov_175.091291_g12959_i2.p1",141.949800846085,-10.7325057621505,1.26778111363068,-8.4655826205004,2.54875360254115e-17,1.20932973749868e-14
"NODE_5611_length_2944_cov_445.337513_g1554_i1.p2",99.5568991722656,10.4546148793697,1.23820823504302,8.44334142149072,3.08392644206013e-17,1.44293491639058e-14
"NODE_7680_length_2657_cov_171.824303_g3422_i0.p2",247.46055411593,1.5224927489746,0.181612675899085,8.38318548767264,5.15141999186785e-17,2.37727447515129e-14
"NODE_27810_length_1438_cov_192.069597_g12327_i0.p1",103.522477701695,-4.70908458526983,0.564435552104717,-8.34299782802515,7.24304969548741e-17,3.29039472881169e-14
"NODE_975_length_4759_cov_68.878361_g398_i1.p1",150.992359239017,-1.29866825510331,0.155684619393518,-8.34166059667535,7.32544540076219e-17,3.29039472881169e-14
"NODE_13480_length_2128_cov_561.786375_g2694_i1.p1",597.933343874273,1.98993449116344,0.238647324435312,8.33839011550632,7.53087665152074e-17,3.3158033015258e-14
