"orfs","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NODE_14394_length_1762_cov_2468.696862_g7379_i0.p5",3304.28908569654,-8.23750986725696,0.276371515568953,-29.8059293494801,3.27317272115216e-195,9.09221918481648e-191
"NODE_7225_length_2376_cov_602.017803_g3184_i1.p1",983.667112017103,-3.67042924578994,0.172892257432405,-21.2295755767141,5.09202941923214e-100,7.07231966037152e-96
"NODE_39242_length_700_cov_3380.387560_g23092_i0.p1",968.2415269645,4.06158763754003,0.199888715536773,20.3192442686583,8.6903862093839e-92,8.04671827080886e-88
"NODE_33356_length_920_cov_6829.727273_g18220_i1.p1",3569.04311305897,2.46615724122696,0.137428221437782,17.9450568116641,5.2456914517329e-72,3.64287042865592e-68
"NODE_37570_length_765_cov_831.205202_g21764_i0.p1",514.637262853508,-3.16061392872988,0.18040366157343,-17.5196772679884,1.01398961443692e-68,5.63332070196575e-65
"NODE_32956_length_935_cov_5245.714617_g17525_i1.p1",3424.38352621868,2.42014726951745,0.139279551706692,17.376185088634,1.24997074196823e-67,5.78694787839891e-64
"NODE_19405_length_1487_cov_2425.234088_g10171_i0.p1",2274.47217073685,1.80475984388678,0.105357494542924,17.1298667618894,8.88579761468339e-66,3.52613837343822e-62
"NODE_6837_length_2425_cov_1622.403912_g3409_i0.p1",2657.76926567328,-5.27268161703201,0.312497115162456,-16.8727369348384,7.1409610289608e-64,2.47952019328091e-60
"NODE_26703_length_1173_cov_393.477273_g14441_i0.p1",385.336526090327,4.0672628130105,0.241692295975397,16.8282683425893,1.51467537507706e-63,4.6749613965434e-60
"NODE_35380_length_847_cov_6395.288114_g18220_i2.p1",1362.7362942324,2.07369200030924,0.123700296299317,16.7638402036769,4.48684081218622e-63,1.24635464080909e-59
"NODE_393_length_5129_cov_144.874011_g180_i1.p1",535.435421051785,-3.73006239899755,0.223039102441998,-16.7238047416711,8.79224265396313e-63,2.22028105856171e-59
"NODE_10906_length_2011_cov_527.297730_g72_i5.p6",257.669730742557,4.77826200376576,0.286743655734411,16.6638804667801,2.39939214588419e-62,5.55419291903092e-59
"NODE_958_length_4187_cov_617.692027_g467_i0.p2",1863.68106745071,1.73238449592842,0.105527608877032,16.4164100216382,1.45950449908436e-60,3.11862430581272e-57
"NODE_14582_length_1751_cov_506.160310_g5953_i1.p2",711.589720422625,-2.90887688880103,0.177516802763211,-16.386487608619,2.38853206340425e-60,4.73918883266023e-57
"NODE_40217_length_664_cov_3139.683587_g23915_i0.p1",1219.24703055086,1.95222837062774,0.120989027532169,16.1355819651388,1.43449058259846e-58,2.65648529356134e-55
"NODE_24079_length_1278_cov_779.326141_g12875_i0.p2",686.517196719461,2.1045915398022,0.131216967533871,16.0390197956597,6.82226380452363e-58,1.18443027476286e-54
"NODE_27074_length_1158_cov_1292.174194_g12675_i1.p1",1207.0843662378,-9.59144276989418,0.612062659608282,-15.6706876646137,2.39968955519608e-55,3.9210927331904e-52
"NODE_15176_length_1715_cov_609.799635_g5553_i1.p1",665.242528530804,3.35990269217631,0.214819050845269,15.6406179012326,3.84974336184533e-55,5.94100950585221e-52
"NODE_24608_length_1256_cov_683.814032_g13187_i0.p1",542.11078015548,2.30303518326685,0.152149514688577,15.1366580956946,9.28116347431247e-52,1.35690609994448e-48
"NODE_14103_length_1782_cov_1064.916910_g6719_i1.p1",1106.80166071822,2.6781692672647,0.177115910009359,15.1209976964982,1.17745059353731e-51,1.63536112936397e-48
