"orfs","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NODE_42732_length_868_cov_3630.729560_g20310_i0.p1",1868.21043269999,-8.90491921751044,0.4504405267774,-19.7693561927458,5.46691252041005e-87,1.84169348987574e-82
"NODE_4037_length_3270_cov_159.341883_g1596_i1.p1",358.731967359578,-5.97358733406477,0.347672174617854,-17.1816664380193,3.64294301715446e-66,6.13617321809497e-62
"NODE_40534_length_960_cov_9262.009019_g15400_i2.p3",5584.50941524996,-10.9992078789352,0.733914049510968,-14.9870518029521,8.92268824378066e-51,1.00195840518828e-46
"NODE_34013_length_1196_cov_485.551202_g15459_i0.p1",389.195127994283,-7.05390986490769,0.498628912942502,-14.146612203615,1.95973318893089e-45,1.65048729171759e-41
"NODE_39902_length_984_cov_730.714599_g18673_i0.p1",349.202699061061,-7.34444143307083,0.556512916432001,-13.1972524198694,9.09938258750303e-40,6.13080001215604e-36
"NODE_38319_length_1042_cov_3226.993808_g12640_i1.p2",1807.40322220478,1.9131025825954,0.146721343368653,13.0390203543088,7.33940097670492e-39,4.12082900172059e-35
"NODE_43071_length_855_cov_741.488491_g11492_i1.p2",294.079221526561,3.49381153732243,0.279519053335409,12.4993680954193,7.52470187204611e-36,3.6213165237927e-32
"NODE_27837_length_1437_cov_191.959677_g12334_i0.p3",211.177759439006,-7.42033457513697,0.652938599601119,-11.3645212270649,6.28078769553285e-30,2.64483969858888e-26
"NODE_27615_length_1445_cov_423.750000_g12241_i0.p1",394.855687914654,3.31599732617301,0.294018559574581,11.2781905025689,1.68169477121209e-29,6.29477038362142e-26
"NODE_10606_length_2348_cov_805.345055_g4733_i0.p1",1099.91799647391,1.63452829768134,0.146968536291297,11.12162057899,9.84669356081467e-29,3.31715412676724e-25
"NODE_46039_length_722_cov_2581.445300_g19339_i1.p2",818.590346451514,3.06918115790052,0.282687218926108,10.8571628019121,1.84389197312574e-27,5.64700298096909e-24
"NODE_41785_length_907_cov_287.189448_g19753_i0.p1",113.118326368195,-3.01787598188947,0.285721457596113,-10.5623008061069,4.4560364045889e-26,1.25095795331492e-22
"NODE_29662_length_1364_cov_5466.176607_g912_i499.p1",1330.41919775459,-2.48833079096717,0.250095032929024,-9.94954102776346,2.53348945567873e-23,6.56524559868499e-20
"NODE_38741_length_1026_cov_175.091291_g12959_i2.p1",141.949800846085,-6.83186631448881,0.692931560934084,-9.8593666382858,6.24420189601941e-23,1.50253338195073e-19
"NODE_33109_length_1231_cov_316.791019_g13904_i1.p1",213.433527903985,1.91005765117845,0.195023678065475,9.79397819857131,1.19499504578602e-22,2.68379954016263e-19
"NODE_44090_length_812_cov_1236.618403_g21131_i0.p1",503.914542475817,1.62890452857461,0.16655696350291,9.77986446388446,1.37394409074013e-22,2.89283928305334e-19
