"orfs","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NODE_14394_length_1762_cov_2468.696862_g7379_i0.p5",3304.28908569654,-7.733972193838,0.181205418822931,-42.6806893749433,0,0
"NODE_37570_length_765_cov_831.205202_g21764_i0.p1",514.637262853508,-6.25917750220918,0.215377190328594,-29.0614688243437,1.1022703246523e-185,1.53094325390958e-181
"NODE_6837_length_2425_cov_1622.403912_g3409_i0.p1",2657.76926567328,-9.43663894006646,0.343145913735598,-27.500368100952,1.73792854825353e-166,1.60920597377955e-162
"NODE_39242_length_700_cov_3380.387560_g23092_i0.p1",968.2415269645,4.09987054623002,0.182644518967142,22.4472684393425,1.36080984054346e-111,9.45014393765404e-108
"NODE_15176_length_1715_cov_609.799635_g5553_i1.p1",665.242528530804,4.06753828907364,0.194911552134038,20.8686362841975,1.03236970203817e-96,5.73543311664327e-93
"NODE_37675_length_761_cov_312.659884_g21853_i0.p2",203.954582368717,-4.80094017699874,0.233092575729783,-20.5967099637027,2.93733251521858e-94,1.35988704346236e-90
"NODE_29963_length_1047_cov_1763.823409_g3409_i1.p3",303.5733119367,-5.83125526383855,0.285638195975427,-20.4148301802754,1.23459717813639e-92,4.8992343448961e-89
"NODE_3909_length_2906_cov_171.932933_g503_i5.p1",377.665776781114,-7.56848477042467,0.37118023212158,-20.3903228551935,2.03796712834942e-92,7.07633136141127e-89
"NODE_14582_length_1751_cov_506.160310_g5953_i1.p2",711.589720422625,-2.58200646931457,0.146022160888075,-17.6822918768725,5.74141283846558e-70,1.77205517585441e-66
"NODE_11428_length_1971_cov_363.170706_g5367_i1.p1",472.565484166041,-5.24280024023723,0.305576037281695,-17.1571052719823,5.56175101405706e-66,1.54494319668477e-62
"NODE_54_length_7380_cov_58.377309_g27_i1.p1",292.953511391204,-2.63918483070285,0.156169471871937,-16.899492577314,4.53794816277202e-64,1.14595567332256e-60
"NODE_24775_length_1250_cov_1205.690739_g9006_i1.p1",1022.69833756329,-11.2715488016968,0.66798907680632,-16.8738519731287,7.00740445322453e-64,1.62209734084726e-60
"NODE_37944_length_751_cov_2847.538348_g22053_i0.p2",1016.77842221953,1.72497031840579,0.102744670480233,16.7889031162706,2.94232652414534e-63,6.28707278366994e-60
"NODE_20423_length_1441_cov_159.014620_g10736_i0.p1",159.384509694417,-3.84163716777458,0.229154027254982,-16.7644322632827,4.44237174602758e-63,8.81430016865387e-60
