"orfs","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"NODE_10000_length_1734_cov_7.947622_g6638_i0.p1",10.9019065266074,0.128332765954575,0.555968576037546,0.692478542182794,0.859065752722655
"NODE_10001_length_1733_cov_212.025904_g6639_i0.p1",126.766170978512,-0.715566756837987,0.315351172401722,0.00899223286256369,0.0826142478734669
"NODE_10002_length_1733_cov_138.864458_g1003_i6.p1",41.3108972001872,0.0349650572705017,0.468373828210535,0.915423293906872,0.967196885499663
"NODE_10003_length_1733_cov_40.357229_g5975_i1.p2",2.64553341530077,-0.421286065748152,0.757017701784551,0.21019063860488,NA
"NODE_10004_length_1733_cov_25.593373_g6640_i0.p1",20.6837199310404,-0.5038053440747,0.48641318288277,0.136628365143476,0.396076570548096
"NODE_10005_length_1733_cov_24.875904_g6641_i0.p1",30.5870823501999,0.612065966463607,0.461299611948975,0.0682276295665682,0.273231086611926
"NODE_10006_length_1733_cov_22.527711_g6642_i0.p1",29.1172268532459,-0.066015356382644,0.41008190949491,0.835713894370344,0.933697808119005
"NODE_10007_length_1733_cov_15.900000_g6643_i0.p1",22.8731157202522,0.266785587447923,0.474851797438703,0.421418171685556,0.685444440952111
"NODE_10008_length_1733_cov_15.203614_g6644_i0.p1",24.7060884156742,0.387043877271091,0.424860817019612,0.231895662902074,0.513998939891179
"NODE_10009_length_1733_cov_13.272289_g6645_i0.p1",16.9058359979362,0.28586833773993,0.467564945354369,0.388266636300185,0.660038525823988
"NODE_1000_length_4089_cov_18.990040_g690_i0.p2",8.47517644839998,0.195809461688731,0.574931589054876,0.54616477022576,0.774137093939727
"NODE_1000_length_4089_cov_18.990040_g690_i0.p1",35.9757356095472,-1.13489857151391,0.955295636526451,0.0131991742283098,0.104926041705196
"NODE_10010_length_1733_cov_9.672892_g6646_i0.p1",13.3107032209338,-0.195681825284571,0.522439458345257,0.554106731206383,0.77883540440227
"NODE_10011_length_1733_cov_8.899398_g6647_i0.p1",9.85986356270191,-0.0658396562045452,0.550947182797831,0.838876264454173,0.934225009477265
"NODE_10012_length_1733_cov_7.660843_g6648_i0.p1",9.29510385609299,0.0273108305434255,0.486873828249266,0.934030620871306,0.973577727645928
"NODE_10013_length_1732_cov_53.299578_g6649_i0.p1",6.26044304058365,0.873082694338078,1.01016296395143,0.0400224818906984,0.203857899319859
"NODE_10014_length_1732_cov_40.661844_g6650_i0.p1",55.4034283943601,1.00592651562362,0.455957154159017,0.00288592904257784,0.0405457173729206
"NODE_10015_length_1732_cov_38.742616_g4088_i1.p1",55.6564136243093,0.867900787614277,0.454120061259849,0.00988368598497803,0.0879299745185716
"NODE_10016_length_1732_cov_30.787221_g6651_i0.p1",41.2522011078381,-0.0495298833475282,0.389147229294074,0.873574547653633,0.949967622497619
"NODE_10017_length_1732_cov_29.587703_g6652_i0.p2",11.9051702034694,-2.06946920274353,1.42764374332668,0.00218936789626246,0.0341875646457595
"NODE_10018_length_1732_cov_20.717902_g6653_i0.p1",14.3564178854717,-0.183398745165383,0.519417849728871,0.579098323663314,0.795142657326939
"NODE_10019_length_1732_cov_15.544907_g6654_i0.p1",20.6958650207899,-0.221706058798115,0.472207990898619,0.502908167561773,0.743176120525324
"NODE_1001_length_4088_cov_9.859776_g691_i0.p1",21.5374622404502,-4.46180131944932,1.87554704791801,7.12853527640284e-05,0.00348527828141896
"NODE_10020_length_1732_cov_13.735986_g376_i19.p1",15.1884369800676,0.0205952153482086,0.446122018509608,0.949718948426708,0.979473413142681
"NODE_10021_length_1732_cov_9.789030_g6655_i0.p1",12.5079275191277,-0.373420873590285,0.549187679741039,0.268533855194605,0.551352859767223
"NODE_10022_length_1732_cov_7.125377_g6609_i1.p1",5.88451789657308,-0.0145375056038524,0.622414527382066,0.962170732959627,0.983665576161833
"NODE_10023_length_1732_cov_4.029536_g6656_i0.p1",5.11829987532966,-0.213042108656263,0.558096435921104,0.515745176509641,0.752161871179729
"NODE_10024_length_1731_cov_1123.558504_g6199_i1.p3",219.775815677568,-0.440733767765761,0.423295724032937,0.173292861536017,0.445227938095087
"NODE_10025_length_1731_cov_595.012063_g2890_i1.p1",684.078591067038,0.596401095585554,0.527672496769413,0.0862520377713348,0.310792968936132
"NODE_10027_length_1731_cov_87.660434_g6453_i2.p1",78.0294721458376,-0.230826945577644,0.364786362349933,0.443516846003019,0.699828802980389
"NODE_10028_length_1731_cov_80.848010_g6658_i0.p1",48.7675167358606,-0.0948232314041698,0.418461044948349,0.76751196279446,0.899802232180612
"NODE_10029_length_1731_cov_73.332328_g6659_i0.p1",70.0156530248123,0.267789910489513,0.625456661009055,0.407279372592828,0.675091714266178
"NODE_1002_length_4085_cov_219.038136_g665_i1.p1",512.249135714426,0.513782763111349,0.489908807515842,0.129950651618407,0.38589934266602
"NODE_10030_length_1731_cov_58.247286_g6660_i0.p2",4.20863016731919,0.0893597535774226,0.563738121843374,0.78128281724114,0.907032991457705
"NODE_10031_length_1731_cov_53.437877_g6510_i1.p1",38.5548059402297,-0.110948302656809,0.435648654837897,0.732710012927966,0.880888394032
"NODE_10032_length_1731_cov_40.448130_g5975_i2.p1",41.5536389381743,0.0155286634252935,0.386725392048303,0.960093831808002,0.98316912289923
"NODE_10033_length_1731_cov_29.390832_g6661_i0.p1",39.0708275897734,-0.608464245109663,0.359534981217893,0.0416196956239346,0.208607010551235
"NODE_10035_length_1731_cov_12.430036_g6662_i0.p2",8.04907826870443,-0.739957205754726,0.879850267766442,0.059912687335272,0.25447963707025
"NODE_10036_length_1731_cov_11.042220_g6663_i0.p1",4.16142438607127,0.3058959808917,0.712378237742681,0.338103582702272,0.617426409619654
"NODE_10037_length_1731_cov_7.886007_g6159_i1.p1",2.55572186007458,-0.111499927288504,0.771367295402953,0.693570905561005,NA
"NODE_10038_length_1731_cov_7.559710_g6664_i0.p1",5.85351675332189,-0.524787641503337,0.712400419902614,0.136640220881791,0.396076570548096
"NODE_10040_length_1731_cov_6.875754_g6665_i0.p2",3.77134467020632,-0.225472067784779,0.653065941854716,0.473793039288606,NA
"NODE_10040_length_1731_cov_6.875754_g6665_i0.p1",3.04127295315209,-0.344856659891043,0.73543370614241,0.287249794611241,NA
"NODE_10041_length_1731_cov_6.639928_g6666_i0.p1",11.4423715955222,-0.169121450176597,0.4817702972823,0.609295984120995,0.812975091241211
"NODE_10042_length_1730_cov_126.343392_g5562_i3.p1",92.4303494740474,-0.386013293956164,0.456437191638209,0.243638330086811,0.526215371128951
"NODE_10043_length_1730_cov_105.192517_g6667_i0.p1",163.335543777752,0.765260866527356,0.490394356820976,0.0268417734203039,0.161587791961664
"NODE_10044_length_1730_cov_89.404949_g6134_i1.p2",2.01639603093622,-0.224514095431154,0.776803495185186,0.453111865014638,NA
"NODE_10044_length_1730_cov_89.404949_g6134_i1.p1",62.7878461489864,-4.17091054320825,1.30164280778067,1.93296794740943e-05,0.00138225012650201
"NODE_10045_length_1730_cov_37.724804_g6668_i0.p2",4.31801066035212,-0.0564511867187713,0.891034903353868,0.823928154617977,0.928405548687085
"NODE_10045_length_1730_cov_37.724804_g6668_i0.p3",2.56803203668564,-0.118769986991505,0.865336891040222,0.657159554707202,NA
"NODE_10046_length_1730_cov_24.800845_g6669_i0.p1",55.5256907629747,-0.0154400287737408,0.552303454421366,0.961875260864669,0.983615911557957
"NODE_10047_length_1730_cov_21.479179_g2394_i2.p1",10.5221639071765,0.885499366018963,1.13262538914014,0.0418359792753236,0.209139000991207
"NODE_10048_length_1730_cov_17.552806_g6670_i0.p1",16.9274927998257,-2.43996331111934,1.69047823427966,0.00169088123512481,0.0292107614104439
"NODE_10049_length_1730_cov_16.177429_g6671_i0.p1",16.2653887778773,-0.202513432208539,0.45758609996365,0.538310573306569,0.768596432439392
"NODE_1004_length_4084_cov_8.117676_g691_i1.p1",2.29010050569519,-0.376691403009489,0.855648068266452,0.244222947117716,NA
"NODE_10051_length_1730_cov_10.885335_g6672_i0.p1",9.56564111068392,0.0361801528846192,0.552878931984073,0.91082445877848,0.965227557873326
"NODE_10052_length_1730_cov_8.338564_g6673_i0.p1",7.99642023407098,-2.29907771779811,1.43115510438843,0.00129011954697924,0.0247567405750537
"NODE_10053_length_1730_cov_8.168377_g6520_i1.p1",5.16986373010718,0.123959898459978,0.553138218280075,0.702744519088722,0.865046448578584
"NODE_10054_length_1730_cov_7.677127_g6674_i0.p1",12.7644237760214,-0.0131986979855142,0.456429302522727,0.967906182607776,0.986030322282105
"NODE_10055_length_1730_cov_7.125528_g6675_i0.p1",10.2531563646106,0.211203728820831,0.522332607130042,0.523708541047345,0.757547198658783
"NODE_10056_length_1729_cov_51.528986_g1111_i1.p1",82.5138796478489,0.409364671376501,0.493511107173927,0.224167063552327,0.503741783151313
"NODE_10057_length_1729_cov_39.721618_g589_i3.p1",2.5685669039887,-0.00699036969683303,0.82386846943526,0.979077309347504,NA
"NODE_10058_length_1729_cov_29.607488_g6676_i0.p1",20.3304366998924,-0.726648622840429,0.490715407890748,0.035144061038375,0.188785929245421
"NODE_10059_length_1729_cov_13.678140_g6677_i0.p1",25.70585083088,0.000698102291198043,0.612492324245095,0.998196840249899,0.998929336341271
"NODE_1005_length_4083_cov_819.603741_g342_i2.p5",922.587909748454,-0.0912212628071075,0.511748321648012,0.781849131382691,0.907354189580968
"NODE_10060_length_1729_cov_13.640097_g6678_i0.p1",14.1700824817981,-0.362490118796343,0.683310277407007,0.271901798173196,0.554815280142732
"NODE_10061_length_1729_cov_6.628019_g6679_i0.p1",6.43006840639242,-0.778923151367314,0.869235042639635,0.0506783130436486,0.23189729861802
"NODE_10063_length_1729_cov_4.176329_g6680_i0.p1",2.57455738405643,-1.30492411166633,1.48342191590528,0.0156825313235363,NA
"NODE_10064_length_1728_cov_73.859819_g6659_i1.p1",69.9750904329982,1.50366949142726,1.08231270809643,0.00436717007161634,0.0527049150353887
"NODE_10066_length_1728_cov_57.535952_g6682_i0.p2",12.5969542995951,-0.212970104721294,0.469196827279175,0.519391746759105,0.754431487231522
"NODE_10067_length_1728_cov_39.688822_g6683_i0.p2",34.8067761365283,0.181319631202407,0.520604239469969,0.583251777952979,0.797579943165061
"NODE_10067_length_1728_cov_39.688822_g6683_i0.p1",6.4983162225405,-0.245170000654299,0.558694399954808,0.456767644595648,0.710616246723185
"NODE_10068_length_1728_cov_24.959517_g6684_i0.p1",13.2039839509992,-0.10408080022645,0.498487021100603,0.752652968066442,0.892542763075701
"NODE_1006_length_4081_cov_69.235279_g693_i0.p2",100.05378295789,0.580917047212768,0.30660989915034,0.0308492797391011,0.174758478632803
"NODE_1006_length_4081_cov_69.235279_g693_i0.p1",89.7266388976577,-0.0454518737719904,0.330360338415921,0.872678936573926,0.949772622271344
"NODE_10071_length_1727_cov_23.983071_g6685_i0.p1",17.3487413942833,-0.183369215236589,0.483066429090519,0.579762688373496,0.795588264162718
"NODE_10072_length_1727_cov_22.581620_g5078_i1.p1",14.8717860251075,0.141576776912777,0.726289101031475,0.629560081047735,0.824215745656767
"NODE_10073_length_1727_cov_17.974607_g6686_i0.p1",16.9791344925041,-0.44500982378299,0.48306212096442,0.185979196523398,0.461926159259798
"NODE_10074_length_1727_cov_14.853688_g6687_i0.p1",14.665463504943,0.0569459314712089,0.501141827744116,0.862895883326066,0.945272020203728
"NODE_10075_length_1727_cov_12.006651_g6688_i0.p1",9.32477194312992,-0.698827695160596,0.625430534206237,0.0561503902573509,0.245377565286129
"NODE_10076_length_1727_cov_9.940750_g6689_i0.p1",6.4995808706723,0.989393101094722,0.926851148942993,0.0228672083339557,0.146913195251067
"NODE_10077_length_1727_cov_9.594317_g6690_i0.p1",5.93404980602122,-0.362741384967367,0.546481901749388,0.281635069463189,0.564360327598008
"NODE_10079_length_1727_cov_8.845828_g3970_i1.p1",7.14514967514715,-0.0934798073333514,0.574444141981252,0.770022605167998,0.901017184035955
"NODE_1007_length_4079_cov_26.272092_g694_i0.p1",43.6254155750605,-0.0853863968490918,0.718070364518964,0.767829304192227,0.900046773626508
"NODE_10080_length_1727_cov_8.573761_g6675_i1.p1",12.4909480448538,0.273482550946043,0.460227589674753,0.407542087468802,0.675417721887857
"NODE_10081_length_1727_cov_7.081620_g6691_i0.p1",8.11790951112166,-1.81786656501662,1.4232785877825,0.0040526583173021,0.0502736073612686
"NODE_10082_length_1727_cov_6.892382_g6692_i0.p1",6.03998376855854,-0.437585999324428,0.694242480525756,0.198418622181199,0.476446922800635
"NODE_10083_length_1727_cov_5.479444_g6602_i1.p1",4.37478562571189,-0.162492292997893,0.684395407316767,0.591266454197239,0.80128867791689
"NODE_10084_length_1727_cov_5.009674_g6693_i0.p1",6.92112822316249,-0.511361441815252,0.685424186863886,0.144352018070534,0.40708575767764
"NODE_10085_length_1726_cov_132.973987_g4034_i2.p1",45.9079392608841,-0.445125462592188,0.593348808500719,0.193605654398154,0.471282460250095
"NODE_10086_length_1726_cov_130.477919_g6694_i0.p2",73.0590501654449,-0.54040006971372,0.390732513445146,0.0839305713408642,0.306531649232051
"NODE_10087_length_1726_cov_125.194797_g4034_i3.p1",26.5535162341417,-0.117782543108707,0.537023962560325,0.7188214266844,0.874264794564461
"NODE_10088_length_1726_cov_106.583787_g5954_i1.p1",16.4378414211369,0.0347367346226281,0.636749422894843,0.908834488494714,0.964219609804879
"NODE_10089_length_1726_cov_56.100423_g5747_i1.p1",71.8311577729811,-0.158777751461936,0.369849556665947,0.600829346464969,0.807088796449332
"NODE_10089_length_1726_cov_56.100423_g5747_i1.p2",2.18789409197253,-0.474198177085323,0.798582669290866,0.16913099954375,NA
"NODE_1008_length_4078_cov_15.914357_g695_i0.p1",38.1289974961783,0.0131389871564587,0.399965320378272,0.966739396204831,0.985681044950506
"NODE_1008_length_4078_cov_15.914357_g695_i0.p2",8.34879849646217,-0.346936527059779,0.600866938923695,0.29797342260691,0.581027903068438
"NODE_10090_length_1726_cov_41.278282_g6157_i1.p1",14.3872595887891,-3.28079921981088,2.17729573902586,0.00063628969519938,0.0153268956484661
"NODE_10091_length_1726_cov_33.978221_g6695_i0.p1",32.2963435646433,0.53763744811209,0.413821298031492,0.0941806910899401,0.325157842520813
"NODE_10093_length_1726_cov_31.646703_g6695_i1.p1",21.4043831383846,0.135371267210159,0.527159402093442,0.680515475416852,0.85313627291335
"NODE_10094_length_1726_cov_29.064731_g6696_i0.p1",31.476214876419,-0.882657588799946,0.517280486101334,0.0129469228123662,0.103697045046892
"NODE_10095_length_1726_cov_20.090139_g6697_i0.p1",13.9303995439423,0.298099008408921,0.488101528289433,0.371377914082986,0.645500376740384
"NODE_10097_length_1726_cov_11.649123_g6663_i1.p1",9.97432106643395,0.219934449380415,0.693330344910571,0.475950385128778,0.723492686200065
"NODE_10098_length_1726_cov_9.797943_g6698_i0.p1",13.8821430689316,0.0412500377840831,0.455372455969104,0.899904258658075,0.960691178397389
"NODE_10099_length_1726_cov_7.418633_g6699_i0.p1",6.82216002334194,-0.298048914639032,0.553962867016622,0.370601314254821,0.644670843329157
"NODE_1009_length_4077_cov_469.040460_g567_i1.p1",149.759200033779,-0.818880869945975,0.371512514296571,0.00698485379236112,0.0702814408148249
"NODE_1009_length_4077_cov_469.040460_g567_i1.p2",2.47767460744248,-0.0294160007533035,0.853822253390787,0.91021153113961,NA
"NODE_100_length_7075_cov_23.999714_g72_i0.p2",52.0263393306889,0.737375887393353,0.601250150663593,0.0436972242016544,0.214254654426904
"NODE_100_length_7075_cov_23.999714_g72_i0.p1",14.5732149254012,-0.1528739609696,0.551659622100961,0.639167776658765,0.829763464884502
"NODE_10100_length_1725_cov_237.619855_g5765_i1.p1",144.127336748873,0.44885169388493,0.521845926664917,0.187509168408436,0.464425178467486
"NODE_10101_length_1725_cov_148.146489_g5279_i2.p1",108.78658692142,0.271063652753618,0.376015856381905,0.376075138662396,0.649197724597297
"NODE_10102_length_1725_cov_144.958838_g5279_i3.p1",114.680194515895,0.214723018967084,0.393906963961418,0.492988073635648,0.736522166650947
"NODE_10103_length_1725_cov_92.799637_g6312_i1.p1",81.6921712053397,-0.46604910882672,0.389922718833705,0.135528824221437,0.394573092324724
"NODE_10104_length_1725_cov_42.924334_g6700_i0.p1",18.5725080693747,-0.595259512566681,0.556301738114493,0.0899951491596034,0.31742057825882
"NODE_10105_length_1725_cov_33.226392_g6701_i0.p1",32.7963298656917,0.519789801465806,0.797438656925064,0.14086560235104,0.402088698487334
"NODE_10106_length_1725_cov_15.144068_g6702_i0.p1",7.51010148125906,-0.368911089906434,0.68248279189782,0.264889356156923,0.548048743953324
"NODE_10107_length_1725_cov_14.165254_g6703_i0.p1",27.743968443994,-0.00166026085227686,0.567894593587247,0.995856416438242,0.997933690127767
"NODE_10108_length_1725_cov_11.562349_g5753_i2.p1",4.82410702505016,-0.599046685887394,0.950075641953819,0.105324045429201,0.344500907147384
