"row","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"K00001",68.4362438979463,0.079548052996776,0.425279985986285,0.187048663511152,0.851622478239912,0.954034929678271
"K00002",177.714954213886,1.13610166873627,0.426675712404414,2.66268183472194,0.00775206733312335,0.0862571301669756
"K00003",39.5239467297186,0.185237268553818,0.525986314824693,0.352171270112904,0.724709821634146,0.903149484383176
"K00006",412.194946864284,-0.942977181693699,0.694291569326742,-1.35818613296444,0.174404629609735,0.498191120221351
"K00010",25.4444938083214,2.08400007073083,0.731516252251731,2.84887733432568,0.00438737925894391,0.0588622557037259
"K00011",59.3214690192765,1.02212288822802,0.476884325037264,2.14333504911942,0.032086204394222,0.211836352135696
"K00012",192.872064836306,-0.776182692646018,0.387216651901472,-2.00451785540339,0.045014616182919,0.262960382868552
"K00020",88.4526203447815,-0.321843014631649,0.391426917182922,-0.822230154604428,0.410945919697285,0.727959607110431
"K00021",137.602774187583,0.0309753147225359,0.507812763255,0.060997511216514,0.951361191128136,0.989530566442413
"K00022",50.2383224675482,-0.162372331616799,0.440212639734998,-0.368849771588897,0.712239703928215,0.90163437011951
"K00026",79.1042712810284,0.519339585711943,0.582786338150551,0.891132052546129,0.372858331266841,0.700733753935806
"K00029",45.4659492788891,-1.48900067221551,0.665491632070449,-2.23744462057771,0.0252572949877064,0.188354933897683
"K00033",960.654947079379,0.253867330315766,0.365559182330992,0.694463010604679,0.487391890039226,0.773427764385959
"K00036",334.122497400463,1.03267553935696,0.692702853700862,1.49079151881611,0.136016239159201,0.456753933655567
"K00053",134.39935478126,-3.5758099391554,0.699297410629691,-5.11343226043911,3.16357235654288e-07,2.39747483452601e-05
"K00058",49.244488999984,-0.655281670270161,0.880845393858163,-0.743923592992843,0.456922701154356,0.757150828214295
"K00059",77.2444367931171,0.18360994791516,0.484134462217321,0.379254034249559,0.704499229754975,0.898557166510416
"K00074",57.2157429007459,-2.05106597025325,0.791400696466578,-2.59169088353193,0.00955055425527515,0.0984549784257041
"K00088",132.73961519925,-1.2986626622202,0.861279936923253,-1.50782876338605,0.131598358487023,0.448275631228655
"K00099",78.5424741928326,-1.77565847878811,0.663751662414603,-2.6751849815767,0.00746880274454965,0.0837700915828689
"K00102",15.7082612224137,-0.442789652344602,0.683906406105038,-0.647441884433227,0.517345995596667,0.792173114405762
"K00106",185.443391873014,-0.547572965400789,0.666079313823165,-0.822083727923973,0.411029245849954,0.727959607110431
"K00111",45.2877946828921,1.23584237495913,0.553833710896043,2.23143219823089,0.0256525140335211,0.189787993007897
"K00121",241.814956555532,-0.525753422805057,0.421787686018381,-1.24648831683091,0.21258517576773,0.547372665613146
"K00122",65.2662453317252,0.426913419680081,0.874804885026481,0.488009871672308,0.625542848813596,0.856456126988927
"K00128",36.3988398025251,-2.83110798512703,1.34933771750508,-2.0981463338635,0.035892220624308,0.228731333251272
"K00130",21.878646216003,0.758445413642916,0.65524666194571,1.15749603575356,0.247069758002252,0.593644902689217
"K00134",1635.47144494264,-2.39732273193271,0.729362172565666,-3.28687560461174,0.0010130557355924,0.0188119753814642
"K00135",18.0614548669184,0.021522090609972,0.674705650166699,0.0318984887775204,0.974553003808696,0.994554939258655
"K00138",42.024334756456,-3.58688138085222,1.52240908838872,-2.35605620605464,0.0184701227894368,0.150991907584784
"K00145",22.3406174326604,0.284349188297878,0.597892790021313,0.475585578290285,0.634369651782522,0.860974106291478
"K00161",99.0849398501395,-0.466757161746363,0.47091269914825,-0.991175567341031,0.321599858754206,0.666356040007903
"K00162",200.719633149493,-0.367809509478343,0.374514439635342,-0.982097004955195,0.326052060856072,0.670090499020996
"K00164",278.138852469359,0.394871402620066,0.459967123665048,0.858477448287403,0.39062887796566,0.713565715840855
"K00184",70.2101418947572,-1.75347233042212,1.11492272284099,-1.5727299251324,0.115781367557762,0.425494361316958
"K00185",19.0012360733117,-2.24244253130365,1.3472386802486,-1.66447309164985,0.0960179240693138,0.386830832026373
"K00211",20.1450906611563,-0.844728882033584,0.592887192227027,-1.4247716818786,0.154223210609057,0.477289117137977
"K00213",16.8189560554651,-1.00690692932554,0.8049458921517,-1.25090014017462,0.210970912739293,0.54630338363814
"K00215",35.0311918580816,-0.827589441115722,0.843402689572913,-0.981250654458787,0.326469150204836,0.670146044783573
"K00218",344.17717943945,-1.940940966865,0.717221975108596,-2.70619283042899,0.00680595133519954,0.0791862553688776
"K00222",12.1308535428922,0.232798114378339,0.769199330862208,0.302649917957406,0.762156668370609,0.916864378306345
"K00225",11.606593784679,-0.00647736596897426,0.863379272182372,-0.00750234129735517,0.994014053862307,0.997688342098584
"K00226",18.7104851142609,0.437764720824695,0.703580433659559,0.622195700565083,0.533813192792669,0.799114494290675
"K00227",15.5999583540905,0.337501435302988,0.693325798356799,0.486786206575431,0.626409846221881,0.857086694274924
"K00228",161.552233890075,-2.581229474374,0.663880727869449,-3.88809219188782,0.000101035252532908,0.00304626718389541
"K00231",40.1966146606894,-5.68942851394072,1.23523860361376,-4.60593483501568,4.10616972455263e-06,0.000177133844733009
"K00232",193.969444915081,-0.115637840879412,0.429280220752802,-0.269376121444926,0.787640259570126,0.92407461457472
"K00234",121.466601174397,0.436486019206515,0.450933373422238,0.967961222062411,0.333063736628586,0.676093958906089
"K00235",116.882812018734,0.0406079180143527,0.616974978123371,0.0658177713103833,0.947522907454734,0.988608178862853
"K00236",121.840519079896,-0.374548248932746,0.463923501791158,-0.807349158830401,0.419465349390201,0.736493950964385
