"ko_id","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"7tm_1",771.508479585303,-0.140328918398346,0.126242060706949,0.232497423703464,0.409165422978494
"K00001",161.754383096503,-0.231894905296053,0.230199406988479,0.220701117588176,0.394206768500847
"K00002",592.178688691298,-0.343925527087629,0.183807318704729,0.0322272840113358,0.0991282142456584
"K00003",292.126164073687,0.507801849259652,0.137138007153018,6.73592498568841e-05,0.00064128621756952
"K00006",715.193379440477,0.367470002233616,0.383929621055805,0.138694011008136,0.28620232995492
"K00010",283.850422167092,-0.0707401767362482,0.202528153717753,0.682132993352724,0.799163217779787
"K00011",336.379587489312,-0.074385106797587,0.157431704713439,0.600161476514776,0.746845198500127
"K00012",947.62002959677,0.058509164619074,0.18239971559196,0.713949688567516,0.821651543856355
"K00015",12.7870512624792,0.339031142985191,0.367714792418758,0.16569944060478,0.324709974934147
"K00018",84.3213712802451,-0.00760922423732685,0.205246485764197,0.965212717537195,0.978653335527155
"K00019",85.2179846266405,-0.0661884408071317,0.276873416615836,0.754663138592173,0.850405278905407
"K00020",197.331758445621,0.471778455284571,0.231210450359829,0.014664760257509,0.0541018205737899
"K00021",238.878610193462,0.0986485636058017,0.274554079177588,0.640097452726371,0.771487186576613
"K00024",662.82563948858,0.644890950997178,0.144269515677903,1.86792433947308e-06,2.79220519403552e-05
"K00025",47.9117981088073,-0.201523222230828,0.236773766481522,0.29620676536275,0.478833422543213
"K00026",5534.54746205653,0.487337676398116,0.228751154686168,0.0112237756151932,0.0441654669673293
"K00028",318.385762063249,0.590735916390333,0.2098625448087,0.00123774098843136,0.00752933506982503
"K00029",318.385762063249,0.590735916390333,0.2098625448087,0.00123774098843136,0.00752933506982503
"K00030",45.627369574268,0.199928722443662,0.243611714345083,0.309246886998166,0.489740790359177
"K00031",402.579704501702,0.179775180748845,0.195848107185114,0.285366498928789,0.468002913455177
"K00033",91.6337415283215,0.501359990740018,0.281762679231432,0.0238149111147715,0.0788279844818184
"K00036",446.231126380834,0.0625688105975991,0.180891575831352,0.69318279473076,0.805755154709558
"K00039",71.2244684815626,-0.388137324827507,0.219496874779732,0.0353860877320745,0.106440483527829
